Gene name,Barramundi perch gene name,Beluga whale gene name,Bicolor damselfish gene name,Black snub-nosed monkey gene name,Blue whale gene name
TPSAB1,,,,,
TPSAB1,zgc:92313,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,zgc:92313,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,zgc:92313,,,,
TPSAB1,,,zgc:112038,,
TPSAB1,,,zgc:112038,,
TPSAB1,,,zgc:112038,,
TPSAB1,,,zgc:112038,,
TPSAB1,,,zgc:112038,,
TPSAB1,,,zgc:112038,,
TPSAB1,,,zgc:112038,,
TPSAB1,,,zgc:112038,,
TPSAB1,zgc:92313,,zgc:112038,,
TPSAB1,,,zgc:92313,,
TPSAB1,,,zgc:92313,,
TPSAB1,,,zgc:92313,,
TPSAB1,,,zgc:92313,,
TPSAB1,,,zgc:92313,,
TPSAB1,,,zgc:92313,,
TPSAB1,,,zgc:92313,,
TPSAB1,,,zgc:92313,,
TPSAB1,zgc:92313,,zgc:92313,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,zgc:92313,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,zgc:92313,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,,,,,
TPSAB1,zgc:92313,,,,
TPSAB1,,,zgc:112038,,
TPSAB1,,,zgc:112038,,
TPSAB1,,,zgc:112038,,
TPSAB1,,,zgc:112038,,
TPSAB1,,,zgc:112038,,
TPSAB1,,,zgc:112038,,
TPSAB1,,,zgc:112038,,
TPSAB1,,,zgc:112038,,
TPSAB1,zgc:92313,,zgc:112038,,
TPSAB1,,,zgc:92313,,
TPSAB1,,,zgc:92313,,
TPSAB1,,,zgc:92313,,
TPSAB1,,,zgc:92313,,
TPSAB1,,,zgc:92313,,
TPSAB1,,,zgc:92313,,
TPSAB1,,,zgc:92313,,
TPSAB1,,,zgc:92313,,
TPSAB1,zgc:92313,,zgc:92313,,
ZNF324B,42sp43,,42sp43,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,zgc:92313,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,zgc:92313,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,,,,,
TPSD1,zgc:92313,,,,
TPSD1,,,zgc:112038,,
TPSD1,,,zgc:112038,,
TPSD1,,,zgc:112038,,
TPSD1,,,zgc:112038,,
TPSD1,,,zgc:112038,,
TPSD1,,,zgc:112038,,
TPSD1,,,zgc:112038,,
TPSD1,,,zgc:112038,,
TPSD1,zgc:92313,,zgc:112038,,
TPSD1,,,zgc:92313,,
TPSD1,,,zgc:92313,,
TPSD1,,,zgc:92313,,
TPSD1,,,zgc:92313,,
TPSD1,,,zgc:92313,,
TPSD1,,,zgc:92313,,
TPSD1,,,zgc:92313,,
TPSD1,,,zgc:92313,,
TPSD1,zgc:92313,,zgc:92313,,
EIF2S3B,eif2s3,,eif2s3,,
BLOC1S1,bloc1s1,BLOC1S1,bloc1s1,,
SYPL2,SYPL2,SYPL2,SYPL2,SYPL2,SYPL2
SYPL2,sypl2a,SYPL2,SYPL2,SYPL2,SYPL2
SYPL2,SYPL2,SYPL2,sypl2a,SYPL2,SYPL2
SYPL2,sypl2a,SYPL2,sypl2a,SYPL2,SYPL2
ZNF324,42sp43,,42sp43,ZNF324,
FAM53C,FAM53C,FAM53C,FAM53C,FAM53C,FAM53C
FAM53C,fam53c,FAM53C,FAM53C,FAM53C,FAM53C
FAM53C,FAM53C,FAM53C,fam53c,FAM53C,FAM53C
FAM53C,fam53c,FAM53C,fam53c,FAM53C,FAM53C
,,,,,
,,,,,
CCSAP,CCSAP,CCSAP,ccsapb,CCSAP,CCSAP
CCSAP,ccsapb,CCSAP,ccsapb,CCSAP,CCSAP
CCSAP,CCSAP,CCSAP,CCSAP,CCSAP,CCSAP
CCSAP,ccsapb,CCSAP,CCSAP,CCSAP,CCSAP
PRSS29P,,,,,
,,,,,
ZNF446,ovol1a,ZNF446,ovol1a,ZNF446,
ZNF446,,ZNF446,ovol1a,ZNF446,
ZNF446,plagl2,ZNF446,ovol1a,ZNF446,
ZNF446,ovol1a,ZNF446,,ZNF446,
ZNF446,,ZNF446,,ZNF446,
ZNF446,plagl2,ZNF446,,ZNF446,
ZNF446,ovol1a,ZNF446,plagl2,ZNF446,
ZNF446,,ZNF446,plagl2,ZNF446,
ZNF446,plagl2,ZNF446,plagl2,ZNF446,
,,,,,
,,,,,
CLEC1B,si:dkey-26c10.5,CLEC1B,,CLEC1B,CLEC1B
CLEC1B,si:dkey-26c10.5,CLEC1B,,CLEC1B,CLEC1B
TPSP2,,,,,
RNU6-180P,,,,,
RN7SKP276,,,,,
,,,,,
CEP44,,CEP44,cep44,,CEP44
ACTA1,,ACTA1,,ACTA1,ACTA1
ACTA1,ACTA1,ACTA1,,ACTA1,ACTA1
ACTA1,ACTA1,ACTA1,,ACTA1,ACTA1
ACTA1,ACTA1,ACTA1,,ACTA1,ACTA1
ACTA1,,ACTA1,ACTA1,ACTA1,ACTA1
ACTA1,ACTA1,ACTA1,ACTA1,ACTA1,ACTA1
ACTA1,ACTA1,ACTA1,ACTA1,ACTA1,ACTA1
ACTA1,ACTA1,ACTA1,ACTA1,ACTA1,ACTA1
ACTA1,,ACTA1,,ACTA1,ACTA1
ACTA1,ACTA1,ACTA1,,ACTA1,ACTA1
ACTA1,ACTA1,ACTA1,,ACTA1,ACTA1
ACTA1,ACTA1,ACTA1,,ACTA1,ACTA1
ACTA1,,ACTA1,ACTA1,ACTA1,ACTA1
ACTA1,ACTA1,ACTA1,ACTA1,ACTA1,ACTA1
ACTA1,ACTA1,ACTA1,ACTA1,ACTA1,ACTA1
ACTA1,ACTA1,ACTA1,ACTA1,ACTA1,ACTA1
UBE2I,ube2ia,UBE2I,ube2ia,UBE2I,UBE2I
H4C16,,,,,
C12orf42,,,,C12orf42,
,,,,,
,,,,,
,,,,,
,,,,,
SLC27A5,,SLC27A5,,SLC27A5,SLC27A5
MPO,,MPO,,MPO,MPO
EGR1,,EGR1,,EGR1,EGR1
EGR1,,EGR1,,EGR1,EGR1
EGR1,,EGR1,,EGR1,EGR1
EGR1,,EGR1,,EGR1,EGR1
,,,,,
,,,,,
ZFP69,,ZFP69,,ZFP69,ZFP69
RPL7P19,,,,,
CPLANE1,,CPLANE1,,CPLANE1,CPLANE1
EXO5-DT,,,,,
,,,,,
,,,,,
ZNF684,,ZNF684,,ZNF684,ZNF684
RNU6-1337P,,U6,,,U6
RN7SL693P,,,,,
,,,,,
ZBTB45,,ZBTB45,ZBTB45,ZBTB45,
TSPOAP1,TSPOAP1,TSPOAP1,,TSPOAP1,TSPOAP1
,,,,,
,,,,,
PRR3P1,,,,,
FIGNL1,fignl1,FIGNL1,fignl1,FIGNL1,FIGNL1
CYP4F9P,,,,,
HDAC11-AS1,,,,,
,,,,,
,,,,,
DNAJC8P4,,,,,
HDAC11,hdac11,HDAC11,hdac11,HDAC11,HDAC11
HDAC11,hdac11,HDAC11,hdac11,HDAC11,HDAC11
HDAC11,hdac11,HDAC11,hdac11,HDAC11,HDAC11
RNU6ATAC27P,,,,,
SNHG3,,,,,
,,,,,
,,,,,
LINC00498,,,,,
SNORA73A,,,,SNORA73,
SNORA73B,,,,SNORA73,
LINC00499,,,,,
PRDX3P2,,,,,
LINC00661,,,,,
,,,,,
PIWIL1,piwil1,PIWIL1,piwil1,PIWIL1,PIWIL1
TRNAU1AP,trnau1apa,,trnau1apa,TRNAU1AP,TRNAU1AP
TRNAU1AP,trnau1apa,,trnau1apa,TRNAU1AP,TRNAU1AP
,,,,,
,,,,,
,,,,,
LINC00905,,,,,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3c4,,cyp3a65,CYP3A5,
CYP3A5,,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3a65,,cyp3a65,CYP3A5,
CYP3A5,cyp3c4,,,CYP3A5,
CYP3A5,,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
CYP3A5,cyp3a65,,,CYP3A5,
,,,,,
,,,,,
,,,,,
,,,,,
NUDT9,nudt9,NUDT9,nudt9,NUDT9,NUDT9
CCDC162P,,,,,
SNORD99,,SNORD99,,,SNORD99
SNORA61,,,,SNORA61,
SNORA61,,,,SNORA61,
SNORA61,,,,SNORA61,
SNORA61,,,,SNORA61,
SNORA44,,SNORA44,,,SNORA44
SNORA16A,,SNORA16A,,SNORA16A,SNORA16A
SNORA16A,,,,,
RAB42,,RAB42,,RAB42,RAB42
TAF12-DT,,,,,
,,,,,
RNU11,,,,,
AMY2A,AMY1C,AMY2A,,,
,,,,,
,,,,,
POLR1HASP,,,,,
CDK18,CDK18,CDK18,CDK18,CDK18,CDK18
,,,,,
,,,,,
,,,,,
