HGNC ID	UniProt ID(supplied by UniProt)
HGNC:48150	
HGNC:48151	
HGNC:48152	
HGNC:48153	
HGNC:48154	
HGNC:48155	
HGNC:48156	
HGNC:48157	
HGNC:48158	
HGNC:48159	
HGNC:48160	
HGNC:48161	
HGNC:48162	
HGNC:48163	
HGNC:48164	
HGNC:48166	
HGNC:48167	
HGNC:48168	
HGNC:48169	
HGNC:48170	
HGNC:48171	
HGNC:48172	
HGNC:48173	
HGNC:48174	
HGNC:48175	
HGNC:48176	
HGNC:48177	
HGNC:48178	
HGNC:48179	
HGNC:48180	
HGNC:48181	
HGNC:48182	
HGNC:48183	
HGNC:48185	
HGNC:48186	
HGNC:48187	
HGNC:48188	
HGNC:48189	
HGNC:48190	
HGNC:48191	
HGNC:48192	
HGNC:48193	
HGNC:48194	
HGNC:48195	
HGNC:48196	
HGNC:48197	
HGNC:48198	
HGNC:48199	
HGNC:48200	
HGNC:48201	
HGNC:48202	
HGNC:48203	
HGNC:48204	
HGNC:48205	
HGNC:48206	
HGNC:48207	
HGNC:48208	
HGNC:48209	
HGNC:48210	
HGNC:48211	
HGNC:48212	
HGNC:48213	
HGNC:48214	
HGNC:48215	
HGNC:48217	
HGNC:48218	
HGNC:48219	
HGNC:48220	
HGNC:48221	
HGNC:48223	
HGNC:48224	
HGNC:48225	
HGNC:48226	
HGNC:48227	
HGNC:48228	
HGNC:48229	
HGNC:48230	
HGNC:48231	
HGNC:48232	
HGNC:48233	
HGNC:48234	
HGNC:48235	
HGNC:48236	
HGNC:48237	
HGNC:48238	
HGNC:48239	
HGNC:48240	
HGNC:48241	
HGNC:48242	
HGNC:48243	
HGNC:48244	
HGNC:48245	
HGNC:48246	
HGNC:48247	
HGNC:48248	
HGNC:48249	
HGNC:48250	
HGNC:48251	
HGNC:48252	
HGNC:48253	
HGNC:48254	
HGNC:48255	
HGNC:48256	
HGNC:48257	
HGNC:48259	
HGNC:48260	
HGNC:48261	
HGNC:48262	
HGNC:48263	
HGNC:48264	
HGNC:48266	
HGNC:48267	
HGNC:48268	
HGNC:48269	
HGNC:48270	
HGNC:48271	
HGNC:48272	
HGNC:48273	
HGNC:48274	
HGNC:48275	
HGNC:48276	
HGNC:48277	
HGNC:48278	
HGNC:48279	
HGNC:48280	
HGNC:48281	
HGNC:48282	
HGNC:48283	
HGNC:48284	
HGNC:48285	
HGNC:48286	
HGNC:48287	
HGNC:48288	
HGNC:48289	
HGNC:48290	
HGNC:48291	
HGNC:48292	
HGNC:48293	
HGNC:48294	
HGNC:48295	
HGNC:48296	
HGNC:48297	
HGNC:48298	
HGNC:48299	
HGNC:48300	
HGNC:48301	
HGNC:48302	
HGNC:48303	
HGNC:56863	
HGNC:56872	
HGNC:34017	
HGNC:34092	
HGNC:34093	
HGNC:34094	
HGNC:34095	
HGNC:46905	
HGNC:46906	
HGNC:46907	
HGNC:46908	
HGNC:46909	
HGNC:46910	
HGNC:46911	
HGNC:46912	
HGNC:46913	
HGNC:46914	
HGNC:46915	
HGNC:46916	
HGNC:46917	
HGNC:46918	
HGNC:46919	
HGNC:46920	
HGNC:46921	
HGNC:46922	
HGNC:46923	
HGNC:46924	
HGNC:46925	
HGNC:46926	
HGNC:46927	
HGNC:46928	
HGNC:46929	
HGNC:46930	
HGNC:46931	
HGNC:46932	
HGNC:46933	
HGNC:46934	
HGNC:46935	
HGNC:46936	
HGNC:46937	
HGNC:46938	
HGNC:46939	
HGNC:46940	
HGNC:46941	
HGNC:10230	
HGNC:34033	
HGNC:34098	
HGNC:34099	
HGNC:34100	
HGNC:34101	
HGNC:34102	
HGNC:34103	
HGNC:34104	
HGNC:34105	
HGNC:34106	
HGNC:34107	
HGNC:34108	
HGNC:34109	
HGNC:34110	
HGNC:34111	
HGNC:34112	
HGNC:34113	
HGNC:34114	
HGNC:34115	
HGNC:34116	
HGNC:34117	
HGNC:34118	
HGNC:34119	
HGNC:34120	
HGNC:34121	
HGNC:34122	
HGNC:34123	
HGNC:34124	
HGNC:34125	
HGNC:34126	
HGNC:34127	
HGNC:34128	
HGNC:34129	
HGNC:34130	
HGNC:34131	
HGNC:34132	
HGNC:34133	
HGNC:34134	
HGNC:34135	
HGNC:34136	
HGNC:34137	
HGNC:34138	
HGNC:34139	
HGNC:34140	
HGNC:34141	
HGNC:34142	
HGNC:34143	
HGNC:34144	
HGNC:34145	
HGNC:34146	
HGNC:34147	
HGNC:34148	
HGNC:34149	
HGNC:34150	
HGNC:10239	
HGNC:34152	
HGNC:34153	
HGNC:34154	
HGNC:34155	
HGNC:34156	
HGNC:34157	
HGNC:34158	
HGNC:34159	
HGNC:34160	
HGNC:34161	
HGNC:34162	
HGNC:34163	
HGNC:10236	
HGNC:34165	
HGNC:34166	
HGNC:34167	
HGNC:34168	
HGNC:34169	
HGNC:34170	
HGNC:34171	
HGNC:34172	
HGNC:34173	
HGNC:34174	
HGNC:34175	
HGNC:34176	
HGNC:34177	
HGNC:34178	
HGNC:34179	
HGNC:34180	
HGNC:34181	
HGNC:10237	
HGNC:42616	
HGNC:42617	
HGNC:42618	
HGNC:45624	
HGNC:45626	
HGNC:45627	
HGNC:45628	
HGNC:45629	
HGNC:45630	
HGNC:45631	
HGNC:45633	
HGNC:45636	
HGNC:45637	
HGNC:45638	
HGNC:45639	
HGNC:45640	
HGNC:45641	
HGNC:45644	
HGNC:45645	
HGNC:45647	
HGNC:45649	
HGNC:45650	
HGNC:45653	
HGNC:45654	
HGNC:45655	
HGNC:45657	
HGNC:45658	
HGNC:45659	
HGNC:45660	
HGNC:45661	
HGNC:45662	
HGNC:45663	
HGNC:45664	
HGNC:45667	
HGNC:45668	
HGNC:45670	
HGNC:45671	
HGNC:45672	
HGNC:45674	
HGNC:45675	
HGNC:45677	
HGNC:45678	
HGNC:45681	
HGNC:45682	
HGNC:45683	
HGNC:45685	
HGNC:45686	
HGNC:45687	
HGNC:45688	
HGNC:45689	
HGNC:45690	
HGNC:45691	
HGNC:45693	
HGNC:45694	
HGNC:45695	
HGNC:45698	
HGNC:45699	
HGNC:45701	
HGNC:45703	
HGNC:45704	
HGNC:45705	
HGNC:45706	
HGNC:45707	
HGNC:45708	
HGNC:45709	
HGNC:45710	
HGNC:45713	
HGNC:45714	
HGNC:45715	
HGNC:45716	
HGNC:45717	
HGNC:45719	
HGNC:45720	
HGNC:45721	
HGNC:45722	
HGNC:45724	
HGNC:45726	
HGNC:45727	
HGNC:45728	
HGNC:45729	
HGNC:45730	
HGNC:45731	
HGNC:45734	
HGNC:10108	
HGNC:46942	
HGNC:46943	
HGNC:46944	
HGNC:46945	
HGNC:46946	
HGNC:19380	
HGNC:10109	
HGNC:10103	
HGNC:10104	
HGNC:10133	
HGNC:48308	
HGNC:54430	
HGNC:48311	
HGNC:48312	
HGNC:48314	
HGNC:37500	
HGNC:48315	
HGNC:48319	
HGNC:48320	
HGNC:48322	
HGNC:37496	
HGNC:48324	
HGNC:48325	
HGNC:48464	
HGNC:48462	
HGNC:48434	
HGNC:48401	
HGNC:54428	
HGNC:54429	
HGNC:54431	
HGNC:54432	
HGNC:54433	
HGNC:54434	
HGNC:54448	
HGNC:48448	
HGNC:48429	
HGNC:48427	
HGNC:10242	
HGNC:42478	
HGNC:42479	
HGNC:42480	
HGNC:42481	
HGNC:42482	
HGNC:42483	
HGNC:42484	
HGNC:42485	
HGNC:41481	
HGNC:50873	
HGNC:50874	
HGNC:50875	
HGNC:50876	
HGNC:50877	
HGNC:50878	
HGNC:50879	
HGNC:10243	
HGNC:42477	
HGNC:42486	
HGNC:42487	
HGNC:42488	
HGNC:42489	
HGNC:42490	
HGNC:42491	
HGNC:42492	
HGNC:42493	
HGNC:42494	
HGNC:50887	
HGNC:50888	
HGNC:50889	
HGNC:50893	
HGNC:50890	
HGNC:50891	
HGNC:10244	
HGNC:10245	
HGNC:10246	
HGNC:10247	
HGNC:34050	
HGNC:34052	
HGNC:34055	
HGNC:34056	
HGNC:34057	
HGNC:34058	
HGNC:34060	
HGNC:34061	
HGNC:34063	
HGNC:34064	
HGNC:34065	
HGNC:34066	
HGNC:34067	
HGNC:34068	
HGNC:34069	
HGNC:34070	
HGNC:42471	
HGNC:42472	
HGNC:42473	
HGNC:42474	
HGNC:42475	
HGNC:42476	
HGNC:42495	
HGNC:42496	
HGNC:42497	
HGNC:42498	
HGNC:42499	
HGNC:50882	
HGNC:50884	
HGNC:50885	
HGNC:10248	
HGNC:34082	
HGNC:34083	
HGNC:34084	
HGNC:34085	
HGNC:34086	
HGNC:34087	
HGNC:34088	
HGNC:34089	
HGNC:34090	
HGNC:34091	
HGNC:11313	P10155
HGNC:10249	Q9Y6N7
HGNC:10250	Q9HCK4
HGNC:44386	
HGNC:13433	Q96MS0
HGNC:17985	Q8WZ75
HGNC:10251	Q13464
HGNC:37832	
HGNC:10252	O75116
HGNC:52946	
HGNC:29478	Q9GZN7
HGNC:10254	Q03395
HGNC:16185	P60602
HGNC:17692	Q9HAT0
HGNC:31927	Q9BZX4
HGNC:24060	Q96C74
HGNC:39984	
HGNC:10256	Q01973
HGNC:40508	
HGNC:10257	Q01974
HGNC:10258	P35398
HGNC:51410	
HGNC:51411	
HGNC:51412	
HGNC:58471	
HGNC:10259	Q92753
HGNC:49803	
HGNC:10260	P51449
HGNC:10261	P08922
HGNC:10263	P56715
HGNC:15946	Q8IWN7
HGNC:10274	O75695
HGNC:10288	Q8TA86
HGNC:33969	
HGNC:10289	P27694
HGNC:10290	P15927
HGNC:19676	
HGNC:45117	
HGNC:45118	
HGNC:10291	P35244
HGNC:54790	
HGNC:54791	
HGNC:30305	Q13156
HGNC:28641	Q86UA6
HGNC:24567	Q9BWH6
HGNC:25791	Q8IXW5
HGNC:45125	
HGNC:26151	Q9H6T3
HGNC:55477	
HGNC:10293	Q96AT9
HGNC:10294	Q16518
HGNC:45241	Q2QD12
HGNC:44520	
HGNC:44521	
HGNC:44522	
HGNC:44523	
HGNC:44524	
HGNC:44525	
HGNC:30350	Q9H9Y2
HGNC:20870	Q9H7B2
HGNC:16186	
HGNC:44015	
HGNC:10295	Q92834
HGNC:13436	Q96KN7
HGNC:29168	Q68CZ1
HGNC:17056	Q9Y2J0
HGNC:10296	Q9UNE2
HGNC:55345	
HGNC:56089	
HGNC:58550	
HGNC:10297	P49247
HGNC:27250	
HGNC:10332	P39023
HGNC:10351	Q92901
HGNC:10352	
HGNC:17834	
HGNC:23550	
HGNC:19805	
HGNC:36934	
HGNC:36395	
HGNC:36797	
HGNC:35498	
HGNC:36839	
HGNC:36819	
HGNC:35521	
HGNC:36298	
HGNC:48494	
HGNC:10353	P36578
HGNC:23551	
HGNC:36836	
HGNC:35773	
HGNC:36179	
HGNC:35699	
HGNC:35611	
HGNC:54598	
HGNC:10360	P46777
HGNC:10361	
HGNC:16568	
HGNC:31034	
HGNC:36095	
HGNC:35564	
HGNC:35890	
HGNC:36583	
HGNC:36290	
HGNC:36557	
HGNC:36846	
HGNC:35483	
HGNC:36221	
HGNC:37023	
HGNC:35924	
HGNC:36769	
HGNC:36009	
HGNC:36605	
HGNC:36640	
HGNC:36604	
HGNC:36660	
HGNC:37029	
HGNC:35695	
HGNC:36553	
HGNC:35828	
HGNC:35493	
HGNC:36247	
HGNC:36172	
HGNC:36827	
HGNC:36335	
HGNC:35837	
HGNC:42036	
HGNC:36973	
HGNC:36703	
HGNC:36463	
HGNC:36967	
HGNC:10362	Q02878
HGNC:35972	
HGNC:35964	
HGNC:35925	
HGNC:36344	
HGNC:36199	
HGNC:36673	
HGNC:35801	
HGNC:37044	
HGNC:36484	
HGNC:36575	
HGNC:55893	
HGNC:35681	
HGNC:36399	
HGNC:35661	
HGNC:36903	
HGNC:35674	
HGNC:36914	
HGNC:36911	
HGNC:36754	
HGNC:36543	
HGNC:35994	
HGNC:36220	
HGNC:55892	
HGNC:36343	
HGNC:36840	
HGNC:36152	
HGNC:36133	
HGNC:36065	
HGNC:36382	
HGNC:36171	
HGNC:55890	
HGNC:55891	
HGNC:10363	P18124
HGNC:10364	P62424
HGNC:23552	
HGNC:23553	
HGNC:23554	
HGNC:19781	
HGNC:19785	
HGNC:21395	
HGNC:23738	
HGNC:32398	
HGNC:32433	
HGNC:35242	
HGNC:16562	
HGNC:16565	
HGNC:16590	
HGNC:36873	
HGNC:35898	
HGNC:36501	
HGNC:35613	
HGNC:36820	
HGNC:36358	
HGNC:37020	
HGNC:36592	
HGNC:36884	
HGNC:36588	
HGNC:36714	
HGNC:36815	
HGNC:36806	
HGNC:35656	
HGNC:36394	
HGNC:35757	
HGNC:36857	
HGNC:36415	
HGNC:36679	
HGNC:36778	
HGNC:36113	
HGNC:36356	
HGNC:36507	
HGNC:36161	
HGNC:35881	
HGNC:35883	
HGNC:36403	
HGNC:36716	
HGNC:35775	
HGNC:36645	
HGNC:35935	
HGNC:35698	
HGNC:36833	
HGNC:35953	
HGNC:35507	
HGNC:36117	
HGNC:36826	
HGNC:36233	
HGNC:36392	
HGNC:36264	
HGNC:36314	
HGNC:35585	
HGNC:36551	
HGNC:36586	
HGNC:35859	
HGNC:35482	
HGNC:36890	
HGNC:35504	
HGNC:35821	
HGNC:37031	
HGNC:35682	
HGNC:35537	
HGNC:36697	
HGNC:36752	
HGNC:35754	
HGNC:36442	
HGNC:41968	
HGNC:55897	
HGNC:55898	
HGNC:55899	
HGNC:55900	
HGNC:55901	
HGNC:55902	
HGNC:55903	
HGNC:55904	
HGNC:55905	
HGNC:56412	
HGNC:21370	Q6DKI1
HGNC:39455	
HGNC:39484	
HGNC:39485	
HGNC:39486	
HGNC:39487	
HGNC:39488	
HGNC:39489	
HGNC:39490	
HGNC:39491	
HGNC:39492	
HGNC:39493	
HGNC:39811	
HGNC:44212	
HGNC:56796	
HGNC:56797	
HGNC:56798	
HGNC:56799	
HGNC:56800	
HGNC:56801	
HGNC:56802	
HGNC:56803	
HGNC:56804	
HGNC:10367	
HGNC:16336	
HGNC:16566	
HGNC:21634	
HGNC:28886	
HGNC:32430	
HGNC:36895	
HGNC:35914	
HGNC:37028	
HGNC:36599	
HGNC:35667	
HGNC:36611	
HGNC:36861	
HGNC:35984	
HGNC:36740	
HGNC:36591	
HGNC:36116	
HGNC:36949	
HGNC:36268	
HGNC:36013	
HGNC:36762	
HGNC:35802	
HGNC:35658	
HGNC:36715	
HGNC:36455	
HGNC:36630	
HGNC:36649	
HGNC:35899	
HGNC:35700	
HGNC:36151	
HGNC:36988	
HGNC:35692	
HGNC:35937	
HGNC:36181	
HGNC:36153	
HGNC:37045	
HGNC:36656	
HGNC:36731	
HGNC:36214	
HGNC:36031	
HGNC:36297	
HGNC:35543	
HGNC:36441	
HGNC:36143	
HGNC:35522	
HGNC:36706	
HGNC:35913	
HGNC:35540	
HGNC:36912	
HGNC:35816	
HGNC:36432	
HGNC:35676	
HGNC:36831	
HGNC:36817	
HGNC:36105	
HGNC:35588	
HGNC:35901	
HGNC:49214	
HGNC:49215	
HGNC:49216	
HGNC:49217	
HGNC:10368	P62917
HGNC:13980	
HGNC:17220	
HGNC:36407	
HGNC:35555	
HGNC:35758	
HGNC:10369	P32969
HGNC:17049	
HGNC:23555	
HGNC:23556	
HGNC:23557	
HGNC:19798	
HGNC:30335	
HGNC:30334	
HGNC:35686	
HGNC:35621	
HGNC:36728	
HGNC:36558	
HGNC:36816	
HGNC:35539	
HGNC:36851	
HGNC:36337	
HGNC:36954	
HGNC:36688	
HGNC:36996	
HGNC:35886	
HGNC:36994	
HGNC:36807	
HGNC:36347	
HGNC:36112	
HGNC:35633	
HGNC:37012	
HGNC:36445	
HGNC:35533	
HGNC:36316	
HGNC:36617	
HGNC:36418	
HGNC:36273	
HGNC:10298	P27635
HGNC:10299	P62906
HGNC:19813	
HGNC:31081	
HGNC:29803	
HGNC:35873	
HGNC:36770	
HGNC:36504	
HGNC:35601	
HGNC:36709	
HGNC:35947	
HGNC:35971	
HGNC:35875	
HGNC:36108	
HGNC:36155	
HGNC:17976	Q96L21
HGNC:10300	
HGNC:13975	
HGNC:23300	
HGNC:52342	
HGNC:35724	
HGNC:52343	
HGNC:35974	
HGNC:52344	
HGNC:35579	
HGNC:35486	
HGNC:36565	
HGNC:52345	
HGNC:52346	
HGNC:43897	
HGNC:52347	
HGNC:36882	
HGNC:52348	
HGNC:52349	
HGNC:52350	
HGNC:10301	P62913
HGNC:37021	
HGNC:36983	
HGNC:36342	
HGNC:36137	
HGNC:36849	
HGNC:10302	P30050
HGNC:13976	
HGNC:16070	
HGNC:16335	
HGNC:16587	
HGNC:19669	
HGNC:23538	
HGNC:19782	
HGNC:23735	
HGNC:23766	
HGNC:22583	
HGNC:15835	
HGNC:15951	
HGNC:51936	
HGNC:36495	
HGNC:36619	
HGNC:36926	
HGNC:36263	
HGNC:36750	
HGNC:36248	
HGNC:36968	
HGNC:36845	
HGNC:35762	
HGNC:36408	
HGNC:35952	
HGNC:37008	
HGNC:36811	
HGNC:36916	
HGNC:36818	
HGNC:35791	
HGNC:35970	
HGNC:37025	
HGNC:36597	
HGNC:35696	
HGNC:36168	
HGNC:35969	
HGNC:36598	
HGNC:35565	
HGNC:36838	
HGNC:35976	
HGNC:36439	
HGNC:35999	
HGNC:36165	
HGNC:35840	
HGNC:44603	
HGNC:51937	
HGNC:51938	
HGNC:51939	
HGNC:51940	
HGNC:51941	
HGNC:51942	
HGNC:10303	P26373
HGNC:10304	P40429
HGNC:13977	
HGNC:19675	
HGNC:23539	Q6NVV1
HGNC:23736	
HGNC:23737	
HGNC:23755	
HGNC:36966	
HGNC:36341	
HGNC:36864	
HGNC:36566	
HGNC:35673	
HGNC:36541	
HGNC:36360	
HGNC:36883	
HGNC:35722	
HGNC:36167	
HGNC:36593	
HGNC:35855	
HGNC:35709	
HGNC:35654	
HGNC:35825	
HGNC:36498	
HGNC:36209	
HGNC:36981	
HGNC:35492	
HGNC:56393	
HGNC:13978	
HGNC:16342	
HGNC:31027	
HGNC:30363	
HGNC:19809	
HGNC:35510	
HGNC:35513	
HGNC:36587	
HGNC:35943	
HGNC:35805	
HGNC:35701	
HGNC:36832	
HGNC:36387	
HGNC:10305	P50914
HGNC:31384	
HGNC:35962	
HGNC:36638	
HGNC:35663	
HGNC:37720	
HGNC:54686	
HGNC:10306	P61313
HGNC:16583	
HGNC:19803	
HGNC:21538	
HGNC:21663	
HGNC:35746	
HGNC:36185	
HGNC:36808	
HGNC:36390	
HGNC:36466	
HGNC:36093	
HGNC:35529	
HGNC:35915	
HGNC:36487	
HGNC:36780	
HGNC:36067	
HGNC:36852	
HGNC:36515	
HGNC:56582	
HGNC:36130	
HGNC:36190	
HGNC:36933	
HGNC:10307	P18621
HGNC:44661	
HGNC:16559	
HGNC:23540	
HGNC:19796	
HGNC:19811	
HGNC:35491	
HGNC:36520	
HGNC:36005	
HGNC:35651	
HGNC:36230	
HGNC:35838	
HGNC:36509	
HGNC:36779	
HGNC:36378	
HGNC:35806	
HGNC:36889	
HGNC:35939	
HGNC:35515	
HGNC:36538	
HGNC:36919	
HGNC:36015	
HGNC:36037	
HGNC:35761	
HGNC:35832	
HGNC:36506	
HGNC:36844	
HGNC:35597	
HGNC:36038	
HGNC:36055	
HGNC:36510	
HGNC:35604	
HGNC:37036	
HGNC:36492	
HGNC:36654	
HGNC:36756	
HGNC:35819	
HGNC:36051	
HGNC:36854	
HGNC:36219	
HGNC:36427	
HGNC:36672	
HGNC:36292	
HGNC:36749	
HGNC:35996	
HGNC:36396	
HGNC:35618	
HGNC:36202	
HGNC:36089	
HGNC:36997	
HGNC:37009	
HGNC:45098	
HGNC:49100	
HGNC:56988	
HGNC:10310	Q07020
HGNC:10311	Q02543
HGNC:19778	
HGNC:23774	
HGNC:31387	
HGNC:36556	
HGNC:36777	
HGNC:36266	
HGNC:35607	
HGNC:36984	
HGNC:56413	
HGNC:35885	
HGNC:36661	
HGNC:36991	
HGNC:36739	
HGNC:36624	
HGNC:36010	
HGNC:36288	
HGNC:39850	
HGNC:19673	
HGNC:35759	
HGNC:35783	
HGNC:36144	
HGNC:36425	
HGNC:35528	
HGNC:35936	
HGNC:36878	
HGNC:36766	
HGNC:35957	
HGNC:35742	
HGNC:36115	
HGNC:35599	
HGNC:10312	P84098
HGNC:16595	
HGNC:29946	
HGNC:36671	
HGNC:36539	
HGNC:36325	
HGNC:36795	
HGNC:36088	
HGNC:36696	
HGNC:35918	
HGNC:36534	
HGNC:36953	
HGNC:36047	
HGNC:36879	
HGNC:35684	
HGNC:35920	
HGNC:36596	
HGNC:36829	
HGNC:36121	
HGNC:36194	
HGNC:35713	
HGNC:35868	
HGNC:10313	P46778
HGNC:10314	
HGNC:16539	
HGNC:16533	
HGNC:17959	
HGNC:23541	
HGNC:23542	
HGNC:19772	
HGNC:19779	
HGNC:19780	
HGNC:19795	
HGNC:19800	
HGNC:19810	
HGNC:19812	
HGNC:31029	
HGNC:31030	
HGNC:31396	
HGNC:19416	
HGNC:28362	
HGNC:35748	
HGNC:36582	
HGNC:35728	
HGNC:36550	
HGNC:36205	
HGNC:35702	
HGNC:36785	
HGNC:35910	
HGNC:36371	
HGNC:36258	
HGNC:35793	
HGNC:36091	
HGNC:36306	
HGNC:36978	
HGNC:36686	
HGNC:36529	
HGNC:36900	
HGNC:36128	
HGNC:35704	
HGNC:36349	
HGNC:36127	
HGNC:36189	
HGNC:36765	
HGNC:37017	
HGNC:36008	
HGNC:33820	
HGNC:35983	
HGNC:35687	
HGNC:36711	
HGNC:35891	
HGNC:35769	
HGNC:36433	
HGNC:36081	
HGNC:36621	
HGNC:36574	
HGNC:35552	
HGNC:36434	
HGNC:35525	
HGNC:36644	
HGNC:35755	
HGNC:36922	
HGNC:36044	
HGNC:36712	
HGNC:36843	
HGNC:35526	
HGNC:36259	
HGNC:36017	
HGNC:36476	
HGNC:36139	
HGNC:35720	
HGNC:36753	
HGNC:37024	
HGNC:36049	
HGNC:37043	
HGNC:36794	
HGNC:35854	
HGNC:36460	
HGNC:37042	
HGNC:36186	
HGNC:35917	
HGNC:36931	
HGNC:35697	
HGNC:35530	
HGNC:36307	
HGNC:35864	
HGNC:36612	
HGNC:35694	
HGNC:37032	
HGNC:36411	
HGNC:35714	
HGNC:36474	
HGNC:35548	
HGNC:36450	
HGNC:35606	
HGNC:35646	
HGNC:35568	
HGNC:36097	
HGNC:36790	
HGNC:36223	
HGNC:36397	
HGNC:36628	
HGNC:36048	
HGNC:35733	
HGNC:36295	
HGNC:36732	
HGNC:36918	
HGNC:36304	
HGNC:36188	
HGNC:36313	
HGNC:35496	
HGNC:36388	
HGNC:35627	
HGNC:36564	
HGNC:36526	
HGNC:36563	
HGNC:36776	
HGNC:35878	
HGNC:36101	
HGNC:35987	
HGNC:35954	
HGNC:35614	
HGNC:35743	
HGNC:36429	
HGNC:36990	
HGNC:35691	
HGNC:36060	
HGNC:36039	
HGNC:35959	
HGNC:36099	
HGNC:36311	
HGNC:36747	
HGNC:36453	
HGNC:36428	
HGNC:35865	
HGNC:36003	
HGNC:36006	
HGNC:44539	
HGNC:49854	
HGNC:56406	
HGNC:10315	P35268
HGNC:27610	Q6P5R6
HGNC:17998	
HGNC:19794	
HGNC:36804	
HGNC:36299	
HGNC:37022	
HGNC:36473	
HGNC:35602	
HGNC:36782	
HGNC:36559	
HGNC:35603	
HGNC:36345	
HGNC:36352	
HGNC:35990	
HGNC:36536	
HGNC:36985	
HGNC:36232	
HGNC:36567	
HGNC:36281	
HGNC:35547	
HGNC:36109	
HGNC:53759	
HGNC:53758	
HGNC:10316	P62829
HGNC:10317	P62750
HGNC:10318	
HGNC:10319	
HGNC:10320	
HGNC:10321	
HGNC:14194	
HGNC:16555	
HGNC:17336	
HGNC:23543	
HGNC:19804	
HGNC:19808	
HGNC:23840	
HGNC:21007	
HGNC:36486	
HGNC:36652	
HGNC:35904	
HGNC:36726	
HGNC:36708	
HGNC:36622	
HGNC:35827	
HGNC:35505	
HGNC:36272	
HGNC:36176	
HGNC:35672	
HGNC:35592	
HGNC:36497	
HGNC:36727	
HGNC:36355	
HGNC:35617	
HGNC:35777	
HGNC:25345	
HGNC:36946	
HGNC:36035	
HGNC:36580	
HGNC:35685	
HGNC:35664	
HGNC:36351	
HGNC:36470	
HGNC:35587	
HGNC:35634	
HGNC:35942	
HGNC:35751	
HGNC:35955	
HGNC:36896	
HGNC:35894	
HGNC:36576	
HGNC:36110	
HGNC:35689	
HGNC:35958	
HGNC:36040	
HGNC:36723	
HGNC:35921	
HGNC:36689	
HGNC:35997	
HGNC:35516	
HGNC:36971	
HGNC:36138	
HGNC:36920	
HGNC:35966	
HGNC:36016	
HGNC:36276	
HGNC:35502	
HGNC:36552	
HGNC:36289	
HGNC:35940	
HGNC:36658	
HGNC:35489	
HGNC:36625	
HGNC:36030	
HGNC:36908	
HGNC:35736	
HGNC:36443	
HGNC:36148	
HGNC:35975	
HGNC:36555	
HGNC:36354	
HGNC:35518	
HGNC:36226	
HGNC:36956	
HGNC:36246	
HGNC:33730	
HGNC:35846	
HGNC:51575	
HGNC:51576	
HGNC:51577	
HGNC:51578	
HGNC:51579	
HGNC:51623	
HGNC:51624	
HGNC:51625	
HGNC:51627	
HGNC:51628	
HGNC:51629	
HGNC:51630	
HGNC:51631	
HGNC:51632	
HGNC:10324	
HGNC:35988	
HGNC:36678	
HGNC:35747	
HGNC:35554	
HGNC:36215	
HGNC:36225	
HGNC:36853	
HGNC:36177	
HGNC:36457	
HGNC:10325	P83731
HGNC:16597	
HGNC:19784	
HGNC:21371	
HGNC:36102	
HGNC:36637	
HGNC:36862	
HGNC:36409	
HGNC:54886	
HGNC:10327	P61254
HGNC:17050	Q9UNX3
HGNC:55914	
HGNC:19773	
HGNC:19776	
HGNC:19807	
HGNC:31031	
HGNC:34023	
HGNC:37030	
HGNC:36192	
HGNC:36180	
HGNC:36323	
HGNC:35768	
HGNC:36025	
HGNC:36639	
HGNC:36184	
HGNC:35512	
HGNC:36098	
HGNC:35662	
HGNC:36579	
HGNC:36393	
HGNC:35933	
HGNC:35497	
HGNC:36244	
HGNC:36634	
HGNC:35774	
HGNC:36383	
HGNC:35693	
HGNC:36735	
HGNC:35776	
HGNC:36135	
HGNC:36733	
HGNC:36907	
HGNC:36448	
HGNC:36755	
HGNC:36249	
HGNC:36278	
HGNC:36685	
HGNC:36004	
HGNC:10328	P61353
HGNC:10329	P46776
HGNC:16250	
HGNC:36238	
HGNC:35553	
HGNC:36262	
HGNC:36420	
HGNC:35977	
HGNC:36064	
HGNC:36544	
HGNC:56964	
HGNC:19668	
HGNC:36948	
HGNC:35503	
HGNC:36120	
HGNC:36330	
HGNC:36107	
HGNC:36012	
HGNC:36874	
HGNC:35494	
HGNC:36533	
HGNC:36736	
HGNC:10330	P46779
HGNC:31359	
HGNC:36234	
HGNC:35973	
HGNC:36618	
HGNC:35766	
HGNC:56984	
HGNC:10331	P47914
HGNC:21593	
HGNC:17334	
HGNC:23565	
HGNC:21482	
HGNC:36786	
HGNC:36627	
HGNC:36859	
HGNC:37026	
HGNC:35729	
HGNC:36905	
HGNC:36608	
HGNC:36461	
HGNC:36687	
HGNC:36159	
HGNC:36898	
HGNC:36910	
HGNC:36327	
HGNC:35508	
HGNC:36682	
HGNC:36322	
HGNC:35675	
HGNC:35946	
HGNC:35616	
HGNC:37039	
HGNC:35717	
HGNC:35551	
HGNC:36842	
HGNC:36577	
HGNC:36601	
HGNC:35944	
HGNC:35834	
HGNC:36923	
HGNC:56625	
HGNC:56961	
HGNC:10333	P62888
HGNC:56064	
HGNC:36642	
HGNC:35642	
HGNC:36380	
HGNC:35871	
HGNC:36302	
HGNC:37015	
HGNC:36402	
HGNC:36058	
HGNC:35763	
HGNC:36822	
HGNC:36260	
HGNC:36909	
HGNC:36280	
HGNC:36257	
