"Type","Ancestral taxonomy","Ensembl identifier & gene name","Compare","Location","Target %id","Query %id"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206645 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:37,093,133-37,093,234:-1","64.71 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206640 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:185,257,911-185,258,015:-1","63.81 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206639 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:21,872,707-21,872,808:1","65.69 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206636 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:7,976,259-7,976,360:1","58.82 %","53.10 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000206617 RNY1P5 RNY1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42482]","Region Comparison Alignment","13:74,289,100-74,289,214:-1","89.57 %","91.15 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000206582 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","20:34,526,510-34,526,606:-1","67.01 %","57.52 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202542 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:48,325,558-48,325,671:-1","76.32 %","76.99 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202536 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:112,755,816-112,755,917:-1","57.84 %","52.21 %"
"Paralogues","Placentals (Eutheria)","ENSG00000202533 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:132,468,147-132,468,257:1","94.59 %","92.92 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202523 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:83,992,932-83,993,033:1","60.78 %","54.87 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202522 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:72,766,004-72,766,116:1","92.04 %","92.04 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202514 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:42,949,388-42,949,495:-1","75.00 %","71.68 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202508 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:13,511,206-13,511,313:-1","79.63 %","76.11 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202495 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:50,171,197-50,171,297:-1","58.42 %","52.21 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202476 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:30,453,997-30,454,097:-1","64.36 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202470 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:95,275,770-95,275,872:1","58.25 %","53.10 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202469 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:10,061,222-10,061,323:1","66.67 %","60.18 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202461 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:12,024,012-12,024,124:-1","72.57 %","72.57 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202459 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:102,695,388-102,695,495:1","85.19 %","81.42 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202441 RNY4P10 RNY4 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:34060]","Region Comparison Alignment","6:33,199,601-33,199,696:1","57.29 %","48.67 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202438 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:130,573,996-130,574,112:-1","62.39 %","64.60 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202417 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:132,945,342-132,945,454:1","81.42 %","81.42 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202414 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","20:25,214,698-25,214,798:1","62.38 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202412 RNY3P13 RNY3 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:50889]","Region Comparison Alignment","3:129,818,932-129,819,033:1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202410 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:94,178,005-94,178,106:1","54.90 %","49.56 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202407 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:106,426,568-106,426,669:1","63.73 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202402 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:31,244,761-31,244,861:1","66.34 %","59.29 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202399 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:97,772,313-97,772,425:1","86.73 %","86.73 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202388 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:122,025,195-122,025,304:-1","77.27 %","75.22 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202385 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:89,020,246-89,020,365:-1","71.67 %","76.11 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202382 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:85,367,585-85,367,686:1","65.69 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202368 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:96,979,528-96,979,629:-1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202361 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:61,874,084-61,874,182:-1","57.58 %","50.44 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202357 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","19:11,408,772-11,408,880:1","96.33 %","92.92 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202354 RNY3 RNA, Ro60-associated Y3 [Source:HGNC Symbol;Acc:HGNC:10243]","Region Comparison Alignment","7:148,983,755-148,983,856:1","70.59 %","63.72 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202345 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:168,791,498-168,791,610:1","90.27 %","90.27 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202332 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:75,431,990-75,432,087:1","65.31 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202318 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:6,234,345-6,234,455:-1","76.58 %","75.22 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202310 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:100,158,868-100,158,975:1","85.19 %","81.42 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202309 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:39,128,826-39,128,927:-1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202306 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:93,397,139-93,397,234:-1","56.25 %","47.79 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202297 RNY3P12 RNY3 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:50888]","Region Comparison Alignment","10:92,334,463-92,334,564:1","60.78 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202279 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:136,816,477-136,816,574:-1","57.14 %","49.56 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202276 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:8,877,417-8,877,518:-1","65.69 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202273 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:6,212,638-6,212,740:-1","75.73 %","69.03 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202272 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:23,782,210-23,782,310:1","80.20 %","71.68 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202255 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","20:36,668,559-36,668,670:-1","75.89 %","75.22 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202254 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:99,791,662-99,791,753:1","66.30 %","53.98 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202251 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:7,266,055-7,266,166:-1","81.25 %","80.53 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202224 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:2,621,090-2,621,201:1","75.00 %","74.34 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202222 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:39,881,566-39,881,678:-1","86.73 %","86.73 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202211 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:43,247,680-43,247,781:1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202200 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:128,761,717-128,761,808:-1","61.96 %","50.44 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202195 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:52,297,995-52,298,096:1","55.88 %","50.44 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202190 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:60,081,741-60,081,854:1","81.58 %","82.30 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202182 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:63,848,261-63,848,362:-1","64.71 %","58.41 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202177 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:101,955,077-101,955,185:1","85.32 %","82.30 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202169 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:61,906,313-61,906,408:1","57.29 %","48.67 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202151 RNY4P28 RNY4 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:42496]","Region Comparison Alignment","13:60,187,738-60,187,830:-1","63.44 %","52.21 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202146 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:54,099,191-54,099,302:-1","80.36 %","79.65 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202144 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:19,376,774-19,376,875:1","62.75 %","56.64 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202141 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:183,022,859-183,022,971:-1","86.73 %","86.73 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202137 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:201,808,681-201,808,782:1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202124 RNY4P3 RNY4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:10247]","Region Comparison Alignment","16:50,098,264-50,098,358:1","55.79 %","46.90 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202100 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:32,463,374-32,463,482:-1","87.16 %","84.07 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202079 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:247,294,835-247,294,941:1","82.24 %","77.88 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000202078 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:160,326,104-160,326,216:-1","91.15 %","91.15 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202071 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:66,003,839-66,003,940:-1","61.76 %","55.75 %"
"Paralogues","Placentals (Eutheria)","ENSG00000202046 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:120,192,245-120,192,357:1","88.50 %","88.50 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202041 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:240,154,651-240,154,772:-1","72.13 %","77.88 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202035 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:73,403,788-73,403,889:-1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202027 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:155,120,490-155,120,598:1","88.99 %","85.84 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202021 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:75,325,959-75,326,060:-1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202019 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","22:31,230,071-31,230,172:-1","58.82 %","53.10 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202014 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:48,153,434-48,153,535:1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202008 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:201,423,513-201,423,604:1","56.52 %","46.02 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000202001 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:100,755,099-100,755,195:-1","56.70 %","48.67 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201990 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:6,004,283-6,004,385:-1","59.22 %","53.98 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201988 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:30,736,304-30,736,414:-1","91.89 %","90.27 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201987 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:164,854,231-164,854,332:1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201984 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","21:29,139,283-29,139,384:-1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201965 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:38,125,292-38,125,394:-1","70.87 %","64.60 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201959 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:77,041,647-77,041,748:1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201955 RNY3P1 RNY3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42477]","Region Comparison Alignment","5:79,170,234-79,170,335:-1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201938 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:96,103,079-96,103,174:-1","56.25 %","47.79 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201933 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:43,096,732-43,096,844:1","87.61 %","87.61 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201916 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","22:20,481,158-20,481,268:1","83.78 %","82.30 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201913 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:100,330,777-100,330,877:-1","62.38 %","55.75 %"
"Paralogues","Placentals (Eutheria)","ENSG00000201900 RNY1P13 RNY1 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:50876]","Region Comparison Alignment","1:114,727,720-114,727,824:1","91.43 %","84.96 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201892 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:140,992,543-140,992,659:1","78.63 %","81.42 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201885 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:77,013,583-77,013,684:1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201884 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:121,846,600-121,846,700:1","64.36 %","57.52 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201881 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:72,654,165-72,654,276:-1","85.71 %","84.96 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201868 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:35,195,969-35,196,062:1","64.89 %","53.98 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201867 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:34,189,174-34,189,275:1","64.71 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201860 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:191,641,135-191,641,237:1","64.08 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201850 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:68,089,449-68,089,543:-1","54.74 %","46.02 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201843 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:133,302,470-133,302,563:1","58.51 %","48.67 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201830 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:97,915,690-97,915,796:1","83.18 %","78.76 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201820 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:51,253,933-51,254,023:-1","58.24 %","46.90 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201818 RNY4P17 RNY4 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:34067]","Region Comparison Alignment","4:169,005,249-169,005,344:1","57.29 %","48.67 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201800 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:125,516,979-125,517,086:1","87.04 %","83.19 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201788 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:44,880,868-44,880,969:-1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201786 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:153,266,909-153,267,010:-1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201778 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:157,153,548-157,153,640:1","59.14 %","48.67 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201774 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:10,901,978-10,902,074:1","69.07 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201756 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:76,404,140-76,404,252:-1","78.76 %","78.76 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201749 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:114,615,455-114,615,568:-1","85.96 %","86.73 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201741 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:17,460,444-17,460,522:1","62.03 %","43.36 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201724 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:99,681,786-99,681,877:-1","79.35 %","64.60 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201723 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:78,544,095-78,544,188:-1","55.32 %","46.02 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201690 RNY1P2 RNY1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42479]","Region Comparison Alignment","13:102,016,953-102,017,069:-1","80.34 %","83.19 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201683 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:20,500,175-20,500,276:1","63.73 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201680 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:31,496,689-31,496,790:-1","65.69 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201676 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:59,833,175-59,833,276:1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201668 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:49,871,555-49,871,666:-1","76.79 %","76.11 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201663 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:7,850,717-7,850,818:-1","59.80 %","53.98 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201649 RNY4P34 RNY4 pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:50882]","Region Comparison Alignment","2:200,373,175-200,373,269:1","51.58 %","43.36 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201644 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:75,662,120-75,662,213:-1","55.32 %","46.02 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201638 RNY4P16 RNY4 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:34066]","Region Comparison Alignment","1:234,837,976-234,838,069:1","56.38 %","46.90 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201635 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:45,903,187-45,903,298:1","83.93 %","83.19 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201633 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:83,636,196-83,636,290:-1","60.00 %","50.44 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201627 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:105,929,126-105,929,238:-1","85.84 %","85.84 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201624 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:33,982,465-33,982,566:-1","57.84 %","52.21 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201602 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:248,594,925-248,595,033:-1","88.07 %","84.96 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201596 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:185,634,073-185,634,182:-1","85.45 %","83.19 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201584 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:121,040,610-121,040,710:-1","66.34 %","59.29 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201573 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:50,468,397-50,468,498:-1","82.35 %","74.34 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201566 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:37,435,115-37,435,216:1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201565 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:67,297,653-67,297,754:-1","63.73 %","57.52 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201563 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:32,705,403-32,705,506:-1","92.31 %","84.96 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201555 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:31,778,817-31,778,905:-1","62.92 %","49.56 %"
