"id","abbreviation","name","external_note","pubmed_ids","desc_comment","desc_label","desc_source","desc_go","typical_gene"
"1705","","MicroRNA MIR25/92 family","","15136036,24212931,24394541","NULL","NULL","NULL","NULL","NULL"
"1706","MIR124","MicroRNA MIR124 family","","19956752","NULL","NULL","NULL","NULL","NULL"
"1708","MIR133","MicroRNA MIR133 family","","26113018","mir-133 is a type of non-coding RNA called a microRNA that was first experimentally characterised in mice. Homologues have since been discovered in several other species including invertebrates such as the fruitfly Drosophila melanogaster. Each species often encodes multiple microRNAs with identical or similar mature sequence. For example, in the human genome there are three known miR-133 genes: miR-133a-1, miR-133a-2 and miR-133b found on chromosomes 18, 20 and 6 respectively. The mature sequence is excised from the 3' arm of the hairpin. miR-133 is expressed in muscle tissue and appears to repress the expression of non-muscle genes.","Mir-133 microRNA precursor family","Wikipedia|https://en.wikipedia.org/wiki/Mir-133 microRNA precursor family","NULL","NULL"
"1709","","MicroRNA MIR141/200 family","","25762624","The miR-8 microRNA precursor (homologous to miR-141, miR-200, miR-236), is a short non-coding RNA gene involved in gene regulation. miR-8 in Drosophila melanogaster is expressed from the 3' arm of related precursor hairpins (represented here), along with miR-200, miR-236, miR-429 and human and mouse homolog miR-141. Members of this precursor family have now been predicted or experimentally confirmed in a wide range of species. The bounds of the precursors are predicted based on conservation and base pairing and are not generally known. The miR-200 family is highly conserved in bilaterian animals, with miR-8 as the sole homolog in Drosophila. This species has accordingly been used heavily in work looking to uncover the biological function of the miR-200 family. miR-8 has been observed at all developmental stages of the embryo, and is present in cultured S2 cells of D. melanogaster. Its expression has been seen to be strongly upregulated in larvae and this expression then sustained through to adulthood.","Mir-8/mir-141/mir-200 microRNA precursor family","Wikipedia|https://en.wikipedia.org/wiki/Mir-8/mir-141/mir-200 microRNA precursor family","NULL","NULL"
"1710","MIR219","MicroRNA MIR219 family","","","In molecular biology, the microRNA miR-219 was predicted in vertebrates by conservation between human, mouse and pufferfish and cloned in pufferfish. It was later predicted and confirmed experimentally in Drosophila. Homologs of miR-219 have since been predicted or experimentally confirmed in a wide range of species, including the platyhelminth Schmidtea mediterranea, several arthropod species and a wide range of vertebrates (MIPF0000044). The hairpin precursors (represented here) are predicted based on base pairing and cross-species conservation; their extents are not known. In this case, the mature sequence is excised from the 5' arm of the hairpin.  miR-219 has also been linked with NMDA receptor signalling in humans by targeting CaMKIIγ (a kind of protein kinase dependent to calcium and calmodulin) expression. And it has been suggested that deregulation of this miRNA can lead to the expression of mental disorders such as schizophrenia. miR-219 can also regulate Recent findings show that miR-219 is linked with Tau toxicity, suggesting that miR-219 is involved in neurodegenerative disease, such as Alzheimer's disease, Parkinson's disease etc.","Mir-219 microRNA precursor family","Wikipedia|https://en.wikipedia.org/wiki/Mir-219 microRNA precursor family","NULL","NULL"
"1711","","MicroRNA MIR23 family","MIR23A is located within a microRNA cluster on 19p13.12 (with MIR27A and MIR24-2) while MIR23B is located within a paralogous cluster on 9q22.32 (with MIR27B, MIR24-1 and MIR3074). ","26834155","NULL","NULL","NULL","NULL","NULL"
"1712","MIR128","MicroRNA MIR128 family","","21953503","NULL","NULL","NULL","NULL","NULL"
"1713","","MicroRNA MIR130 family","","26837847","In molecular biology, miR-130 microRNA precursor is a small non-coding RNA that regulates gene expression. This microRNA has been identified in mouse (MI0000156, MI0000408), and in human (MI0000448, MI0000748). miR-130 appears to be vertebrate-specific miRNA and has now been predicted or experimentally confirmed in a range of vertebrate species (MIPF0000034). Mature microRNAs are processed from the precursor stem-loop by the Dicer enzyme. In this case, the mature sequence is excised from the 3' arm of the hairpin. It has been found that miR-130 is upregulated in a type of cancer called hepatocellular carcinoma. It has been shown that miR-130a is expressed in the hematopoietic stem/progenitor cell compartment but not in mature blood cells.","Mir-130 microRNA precursor family","Wikipedia|https://en.wikipedia.org/wiki/Mir-130 microRNA precursor family","NULL","NULL"
"1714","","MicroRNA MIR132/212 family","","23011132","NULL","NULL","NULL","NULL","NULL"
"1716","MIR146","MicroRNA MIR146 family","","26996343","miR-146 is a family of microRNA precursors found in mammals, including humans. The ~22 nucleotide mature miRNA sequence is excised from the precursor hairpin by the enzyme Dicer. This sequence then associates with RISC which effects RNA interference.miR-146 is primarily involved in the regulation of inflammation and other process that function in the innate immune system. Loss of functional miR-146 (and mir-145) could predispose an individual to suffer from chromosome 5q deletion syndrome. miR-146 has also been reported to be highly upregulated in osteoarthritis cartilage, and could be involved in its pathogenesis. mir-146 expression is associated with survival in triple negative breast cancer.","MiR-146","Wikipedia|https://en.wikipedia.org/wiki/MiR-146","NULL","NULL"
"1717","","MicroRNA MIR148/152 family","","23683438","In molecular biology, miR-148 is a microRNA whose expression has been demonstrated in human (MI0000253), mouse (MI0000550), rat (MI0000616) and zebrafish (MI0002015). miR-148 has also been predicted in chicken (MI0001189).  These predicted hairpin precursor sequence are related to those of miR-152, which has been expressed in mouse (MI0000174) and is predicted in human (MI0000462).The hairpin precursors (represented here) are predicted based on base pairing and cross-species conservation; their extents are not known. In this case, the mature sequence is excised from the 3' arm of the hairpin.","Mir-148/mir-152 microRNA precursor family","Wikipedia|https://en.wikipedia.org/wiki/Mir-148/mir-152 microRNA precursor family","NULL","NULL"
"1718","MIR181","MicroRNA MIR181 family","","19221487,25174404","In molecular biology miR-181 microRNA precursor is a small non-coding RNA molecule. MicroRNAs (miRNAs) are transcribed as ~70 nucleotide precursors and subsequently processed by the RNase-III type enzyme Dicer to give a ~22 nucleotide mature product. In this case the mature sequence comes from the 5' arm of the precursor. They target and modulate protein expression by inhibiting translation and / or inducing degradation of target messenger RNAs. This new class of genes has recently been shown to play a central role in malignant transformation. miRNA are downregulated in many tumors and thus appear to function as tumor suppressor genes. The mature products miR-181a, miR-181b, miR-181c or miR-181d are thought to have regulatory roles at posttranscriptional level, through complementarity to target mRNAs. miR-181 which has been predicted or experimentally confirmed in a wide number of vertebrate species as rat, zebrafish, and in the pufferfish (see below) (MIPF0000007).","Mir-181 microRNA precursor","Wikipedia|https://en.wikipedia.org/wiki/Mir-181 microRNA precursor","NULL","NULL"
"1719","","MicroRNA MIR192/215 family","MIR192 is proximal to MIR194-2 on 11q13.1 while MIR215 is proximal to MIR194-1 on 1q41.","30038317","The miR-192 microRNA precursor (homologous to miR-215), is a short non-coding RNA gene involved in gene regulation. miR-192 and miR-215 have now been predicted or experimentally confirmed in mouse and human.microRNAs are transcribed as ~70 nucleotide precursors and subsequently processed by the Dicer enzyme to give a ~22 nucleotide product. In this case the mature sequence comes from the 5' arm of the precursor. The mature products are thought to have regulatory roles through complementarity to mRNA.mir-192 and mir-215 are thought to be positive regulators of p53, a human tumour suppressor. They are also overexpressed in gastric cancer, and could be used as biomarkers or therapeutic targets. It has also been suggested that mir-192 could be used as a biomarker for drug-induced liver damage.","Mir-192/215 microRNA precursor","Wikipedia|https://en.wikipedia.org/wiki/Mir-192/215 microRNA precursor","NULL","NULL"
"1720","MIR194","MicroRNA MIR194 family","MIR194-1 is proximal to MIR215 on 1q41 while MIR194-2 is proximal to MIR192 on 11q13.1.","23715501","In molecular biology, miR-194 microRNA precursor is a small non-coding RNA gene that regulated gene expression. Its expression has been verified in mouse (MI0000236, MI0000733) and in human (MI0000488, MI0000732). mir-194 appears to be a vertebrate-specific miRNA and has now been predicted or experimentally confirmed in a range of vertebrate species (MIPF0000055). The mature microRNA is processed from the longer hairpin precursor by the Dicer enzyme. In this case, the mature sequence is excised from the 5' arm of the hairpin.","Mir-194 microRNA precursor family","Wikipedia|https://en.wikipedia.org/wiki/Mir-194 microRNA precursor family","NULL","NULL"
"1721","MIR196","MicroRNA MIR196 family","","17115073,17150553","miR-196 is a non-coding RNA called a microRNA that has been shown to be expressed in human (MI0000238, MI0000279) and mouse (MI0000552, MI0000553). miR-196 appears to be a vertebrate specific microRNA and has now been predicted or experimentally confirmed in a wide range of vertebrate species (MIPF0000031). In many species the miRNA appears to be expressed from intergenic regions in HOX gene clusters. The hairpin precursors are predicted based on base pairing and cross-species conservation—their extents are not known. In this case the mature sequence is excised from the 5' arm of the hairpin. It has been suggested that a rare SNP (rs11614913) that overlaps has-mir-196a2 has been found to be associated with non-small cell lung carcinoma.","Mir-196 microRNA precursor family","Wikipedia|https://en.wikipedia.org/wiki/Mir-196 microRNA precursor family","NULL","NULL"
"1722","MIR199","MicroRNA MIR199 family","","24643020","The miR-199 microRNA precursor is a short non-coding RNA gene involved in gene regulation. miR-199 genes have now been predicted or experimentally confirmed in mouse, human and a further 21 other species. microRNAs are transcribed as ~70 nucleotide precursors and subsequently processed by the Dicer enzyme to give a ~22 nucleotide product. The mature products are thought to have regulatory roles through complementarity to mRNA.","Mir-199 microRNA precursor","Wikipedia|https://en.wikipedia.org/wiki/Mir-199 microRNA precursor","NULL","NULL"
"1723","MIR203","MicroRNA MIR203 family","","19759552","In molecular biology miR-203 is a short non-coding RNA molecule. MicroRNAs function to regulate the expression levels of other genes by several mechanisms, such as translational repression and Argonaute-catalyzed messenger RNA cleavage. miR-203 has been identified as a skin-specific microRNA, and it forms an expression gradient that defines the boundary between proliferative epidermal basal progenitors and terminally differentiating suprabasal cells. It has also been found upregulated in psoriasis and differentially expressed in some types of cancer.","MiR-203","Wikipedia|https://en.wikipedia.org/wiki/MiR-203","NULL","NULL"
"1724","","MicroRNA MIR204/211 family","","20056717","NULL","NULL","NULL","NULL","NULL"
"1725","MIR208","MicroRNA MIR208 family","","19696117","NULL","NULL","NULL","NULL","NULL"
"1726","MIR218","MicroRNA MIR218 family","","26680198","miR-218 microRNA precursor is a small non-coding RNA that regulates gene expression by antisense binding. miR-218 appears to be a vertebrate specific microRNA and has now been predicted and experimentally confirmed in a wide range of vertebrate species. The extents of the hairpin precursors are not known. In this case the mature sequence in excised from the 5'arm of the hairpin. miR-218 is specifically expressed by mammalian motor neurons during embryonic development into adulthood, and motor neurons lacking expression of miR-218 exhibit hyperexcitability, neuromuscular junction failure, and neurodegeneration, as demonstrated by knockout mouse models.The involvement of miR-218 in cancer has also been investigated. miR-218, along with miR-585, has been found to be silenced by DNA methylation in oral squamous cell carcinoma. It is also downregulated in Nasopharyngeal carcinoma, with artificially-induced expression serving to slow tumour growth. miR-218 has also been found to have tumour suppressing qualities in bladder cancer cells. miR-218 expression was associated with overall survival in breast cancer datasets.","MiR-218 microRNA precursor family","Wikipedia|https://en.wikipedia.org/wiki/MiR-218 microRNA precursor family","NULL","NULL"
"1727","MIR451","MicroRNA MIR451 family","","17588470","NULL","NULL","NULL","NULL","NULL"
"1729","","Ribosomal biogenesis factors","","30638116,30670483,30638116,23973377","NULL","NULL","NULL","NULL","NULL"
"1732","","PeBoW complex","<a href='https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15837'>DDX27</a> is a stably associated factor of the PeBoW-complex but not a core subunit <a href='https://www.ncbi.nlm.nih.gov/pubmed/25825154'>(PMID:25825154 )</a>.","17353269,27409667","The PeBoW complex is essential for cell proliferation and maturation of the large ribosomal subunit in mammalian cells.","PeBoW complex:","Rohrmoser et al, 2007|https://www.ncbi.nlm.nih.gov/pubmed/17353269","NULL","NULL"
"1733","","Dehydrodolichyl diphosphate synthase ","","28842490","NULL","NULL","NULL","NULL","NULL"
"1734","STOM","Stomatin family","","21501885","NULL","NULL","NULL","NULL","NULL"
"1736","MIR7","MicroRNA MIR7 family","","18922890,22614005","NULL","NULL","NULL","NULL","NULL"
"1737","","MicroRNA MIR15/16 family","","22814423,25146723","NULL","NULL","NULL","NULL","NULL"
"1738","MIR24","MicroRNA MIR24 family","","19748357,17906079","The miR-24 microRNA precursor is a small non-coding RNA molecule that regulates gene expression. microRNAs are transcribed as ~70 nucleotide precursors and subsequently processed by the Dicer enzyme to give a mature ~22 nucleotide product. In this case the mature sequence comes from the 3' arm of the precursor. The mature products are thought to have regulatory roles through complementarity to mRNA. miR-24 is conserved in various species, and is clustered with miR-23 and miR-27, on human chromosome 9 and 19. Recently, miR-24 has been shown to suppress expression of two crucial cell cycle control genes, E2F2 and Myc in hematopoietic differentiation and also to promote keratinocyte differentiation by repressing actin-cytoskeleton regulators PAK4, Tsk5 and ArhGAP19.","Mir-24 microRNA precursor family","Wikipedia|https://en.wikipedia.org/wiki/Mir-24 microRNA precursor family","NULL","NULL"
"1739","MIR26","MicroRNA MIR26 family","","24375761,25066487","The miR-26 microRNA is a small non-coding RNA that is involved in regulating gene expression. The miR-26 family is composed of miR-26a-1, miR-26a-2 and miR-26b located in chromosomes 3, 12 and 2, respectively. Pre-miR-26 with stem-loop structure is processed into mature miR-26 by a series of enzymes of intranuclear and intracytoplasm. The mature miRNA of miR-26a-1 and miR-26a-2 possesses the same sequence, with the exception of 2 different nucleotides in mature miR-26b. miR-26 appears to be a vertebrate specific microRNA and has now been predicted or experimentally validated in many vertebrate species (MIPF0000043).","Mir-26 microRNA precursor family","Wikipedia|https://en.wikipedia.org/wiki/Mir-26 microRNA precursor family","NULL","NULL"
"1740","MIR27","MicroRNA MIR27 family","","30145283","NULL","NULL","NULL","NULL","NULL"
"1741","MIR30","MicroRNA MIR30 family","","30003109,30301667","miR-30 microRNA precursor is a small non-coding RNA that regulates gene expression. Animal microRNAs are transcribed as pri-miRNA (primary miRNA) of varying length which in turns are processed in the nucleus by Drosha into ~70 nucleotide stem-loop precursor called pre-miRNA (precursor miRNA) and subsequently processed by the Dicer enzyme to give a mature ~22 nucleotide product. In this case the mature sequence comes from both the 3' (miR-30) and 5' (mir-97-6) arms of the precursor. The products are thought to have regulatory roles through complementarity to mRNA.A screen of 17 miRNAs that have been predicted to regulate a number of breast cancer associated genes found variations in the microRNAs. miR-17 and miR-30c-1, these patients were noncarriers of BRCA1 or BRCA2 mutations, lending the possibility that familial breast cancer may be caused by variation in these miRNAs.Members of the miR-30 family have been found to be highly expressed in heart cells.","Mir-30 microRNA precursor","Wikipedia|https://en.wikipedia.org/wiki/Mir-30 microRNA precursor","NULL","NULL"
"1742","MIR33","MicroRNA MIR33 family","","20732877,21576456","miR-33 is a family of microRNA precursors, which are processed by the Dicer enzyme to give mature microRNAs. miR-33 is found in several animal species, including humans. In some species there is a single member of this family which gives the mature product mir-33. In humans there are two members of this family called mir-33a and mir-33b, which are located in intronic regions within two protein-coding genes for Sterol regulatory element-binding proteins (SREBP-2 and SREBP-1) respectively.","MiR-33","Wikipedia|https://en.wikipedia.org/wiki/MiR-33","NULL","NULL"
"1743","IRF","Interferon regulatory factors ","","28963109","NULL","NULL","NULL","NULL","IRF1"
"1744","","CDK activating kinase complex","","","NULL","NULL","NULL","NULL","NULL"
"1745","GTF2H","General transcription factor IIH complex subunits","","29088706,29664212","Transcription factor II Human (Transcription Factor II H; TFIIH) is an important protein complex, having roles in transcription of various protein-coding genes and DNA nucleotide excision repair (NER) pathways. TFIIH first came to light in 1989 when general transcription factor-δ or basic transcription factor 2 was characterized as an indispensable transcription factor in vitro. This factor was also isolated from yeast and finally named as TFIIH in 1992.TFIIH consists of ten subunits, 7 of which (ERCC2/XPD, ERCC3/XPB, GTF2H1/p62, GTF2H4/p52, GTF2H2/p44, GTF2H3/p34 and GTF2H5/TTDA) form the core complex. The cyclin activating kinase-subcomplex (CDK7, MAT1, and cyclin H) is linked to the core via the XPD protein Two of the subunits, ERCC2/XPD and ERCC3/XPB, have helicase and ATPase activities and help create the transcription bubble. In a test tube these subunits are only required for transcription if the DNA template is not already denatured or if it is supercoiled.  Two other TFIIH subunits, CDK7 and cyclin H, phosphorylate serine amino acids on the RNA polymerase II C-terminal domain and possibly other proteins involved in the cell cycle. Next to a vital function in transcription initiation, TFIIH is also involved in nucleotide excision repair.","Transcription factor II H","Wikipedia|https://en.wikipedia.org/wiki/Transcription factor II H","NULL","NULL"
"1746","GTF2E","General transcription factor IIE complex subunits","","26996949,16184598","Transcription factor II E (TFIIE) is one of several general transcription factors that make up the RNA polymerase II preinitiation complex. It is a tetramer of two alpha and two beta chains and interacts with TAF6/TAFII80, ATF7IP, and varicella-zoster virus IE63 protein.TFIIE recruits TFIIH to the initiation complex and stimulates the RNA polymerase II C-terminal domain kinase and DNA-dependent ATPase activities of TFIIH. Both TFIIH and TFIIE are required for promoter clearance by RNA polymerase. Transcription factor II E is encoded by the GTF2E1 and GTF2E2 genes. TFIIE is thought to be involved in DNA melting at the promoter: it contains a zinc ribbon motif that can bind single stranded DNA.","Transcription factor II E","Wikipedia|https://en.wikipedia.org/wiki/Transcription factor II E","NULL","NULL"
"1747","GTF3C","General transcription factor IIIC complex subunits","","26060179","NULL","NULL","NULL","NULL","NULL"
"1748","GTF2A","General transcription factor IIA complex subunits","<a href='https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30727'>GTF2A1L</a> may function as a testis specific transcription factor <a href='https://www.ncbi.nlm.nih.gov/pubmed/10364255'>(PMID:10364255)</a>","","Transcription factor TFIIA is a nuclear protein involved in the RNA polymerase II-dependent transcription of DNA. TFIIA is one of several general (basal) transcription factors (GTFs) that are required for all transcription events that use RNA polymerase II. Other GTFs include TFIID, a complex composed of the TATA binding protein TBP and TBP-associated factors (TAFs), as well as the factors TFIIB, TFIIE, TFIIF, and TFIIH. Together, these factors are responsible for promoter recognition and the formation of a transcription preinitiation complex (PIC) capable of initiating RNA synthesis from a DNA template.","Transcription factor II A","Wikipedia|https://en.wikipedia.org/wiki/Transcription factor II A","NULL","NULL"
"1749","","Depalmitoylases","","28630138","NULL","NULL","NULL","NULL","NULL"
"1750","GTF2F","General transcription factor IIF complex subunits","","24550488","Transcription factor IIF (TFIIF) is one of several general transcription factors that make up the RNA polymerase II preinitiation complex.Transcription factor IIF is encoded by the GTF2F1, GTF2F2, and GTF2F2L genes.TFIIF binds to RNA Polymerase II when the enzyme is already unbound to any other transcription factor, thus avoiding it from contacting DNA outside the promoter. Furthermore, TFIIF stabilizes the RNA polymerase II while it's contacting TBP and TFIIB.","Transcription factor II F","Wikipedia|https://en.wikipedia.org/wiki/Transcription factor II F","NULL","NULL"
"1751","","FA core complex","The FA core complex is normally activated when DNA stops replicating because of damage. The core complex adds ubiquitin, a small protein that combines with BRCA2 in another cluster to repair DNA. At the end of the process, ubiquitin is removed.  Studies originally reported that FANCA, -B, -C, -E, -F, -G, -L and –M assemble to form a core protein complex in the nucleus, though more recent reports replace FANCM with FAAP100 in the core complex. According to current models, the complex moves from the cytoplasm into the nucleus following nuclear localization signals on FANCA and FANCE. Assembly is activated by replicative stress, particularly DNA damage caused by cross-linking agents (such as mitomycin C or cisplatin) or reactive oxygen species (ROS) that is detected by the FANCM protein.","22675617,31666700","NULL","Fanconi anemia","Wikipedia|https://en.wikipedia.org/wiki/Fanconi_anemia","NULL","NULL"
"1752","","IPT domain containing","","","The IPT (Ig-like, plexins, transcription factors) domain has an immunoglobulin like fold. These domains are found in cell surface receptors such as Met and Ron as well as in intracellular transcription factors where it is involved in DNA binding. The Ron tyrosine kinase receptor shares with the members of its subfamily (Met and Sea) a unique functional feature: the control of cell dissociation, motility, and invasion of extracellular matrices (scattering).","IPT domain","InterPro IPR002909| https://www.ebi.ac.uk/interpro/entry/InterPro/IPR002909/","NULL","NULL"
"1753","","MicroRNA MIR101 family","","19133256","miR-101 microRNA precursor is a small non-coding RNA that regulates gene expression. Expression of miR-101 has been validated in both human (MI0000103, MI0000739) and mouse (MI0000148). This microRNA appears to be specific to the vertebrates and has now been predicted or confirmed in a wide range of vertebrate species (MIPF0000046). The precursor microRNA is a stem-loop structure of about 70 nucleotides in length that is processed by the Dicer enzyme to form the 21-24 nucleotide mature microRNA. In this case the mature sequence is excised from the 3' arm of the hairpin. Survival analysis shows that hsa-miR-101 is associated with survival in multiple breast cancer datasets.","Mir-101 microRNA precursor family","Wikipedia|https://en.wikipedia.org/wiki/Mir-101 microRNA precursor family","NULL","NULL"
"1754","","MicroRNA MIR103/107 family","","21654750,28402214","The miR-103 microRNA precursor (homologous to miR-107), is a short non-coding RNA gene involved in gene regulation. miR-103 and miR-107 have now been predicted or experimentally confirmed in human.microRNAs are transcribed as ~70 nucleotide precursors and subsequently processed by the Dicer enzyme to give a ~22 nucleotide product. In this case the mature sequence comes from the 5' arm of the precursor. The mature products are thought to have regulatory roles through complementarity to mRNA.mir-103 and mir-107 were noted as being upregulated in obese mice and were subsequently found to have a key role in insulin sensitivity. This led to a suggestion that these microRNAs represent potential targets for the treatment of type 2 diabetes.mir-103 has also been linked with chronic pain and intestinal cell proliferation.Recently, miR-103-3p was shown to target the 5' untranslated region (5' UTR) of GPRC5A's mRNA in pancreatic cancer. This is one of only a handful of known instances where a miRNA targets the 5' UTR of a mRNA.","Mir-103/107 microRNA precursor","Wikipedia|https://en.wikipedia.org/wiki/Mir-103/107 microRNA precursor","NULL","NULL"
"1756","MIR129","MicroRNA MIR129 family","","14973191,24055727","The miR-129 microRNA precursor is a small non-coding RNA molecule that regulates gene expression. This microRNA was first experimentally characterised in mouse and homologues have since been discovered in several other species, such as humans, rats and zebrafish. The mature sequence is excised by the Dicer enzyme from the 5' arm of the hairpin. It was elucidated by Calin et al. that miR-129-1 is located in a fragile site region of the human genome near a specific site, FRA7H in chromosome 7q32, which is a site commonly deleted in many cancers. miR-129-2 is located in 11p11.2.","Mir-129 microRNA precursor family","Wikipedia|https://en.wikipedia.org/wiki/Mir-129 microRNA precursor family","NULL","NULL"
"1757","MIR135","MicroRNA MIR135 family","","24952960","The miR-135 microRNA precursor is a small non-coding RNA that is involved in regulating gene expression. It has been shown to be expressed in human, mouse and rat. miR-135 has now been predicted or experimentally confirmed in a wide range of vertebrate species (MIPF0000028). Precursor microRNAs are ~70 nucleotides in length and are processed by the Dicer enzyme to produce the shorter 21-24 nucleotide mature sequence. In this case the mature sequence is excised from the 5' arm of the hairpin.","Mir-135 microRNA precursor family","Wikipedia|https://en.wikipedia.org/wiki/Mir-135 microRNA precursor family","NULL","NULL"
"1758","MIR138","MicroRNA MIR138 family","","27183959,24211202","miR-138 is a family of microRNA precursors found in animals, including humans. MicroRNAs are typically transcribed as ~70 nucleotide precursors and subsequently processed by the Dicer enzyme to give a ~22 nucleotide product. The excised region or, mature product, of the miR-138 precursor is the microRNA mir-138. miR-138 has been used as an example of the post-transcriptional regulation of miRNA, due to the finding that while the precursor is expressed ubiquitously, the mature product is found only in specific cell types.","MiR-138","Wikipedia|https://en.wikipedia.org/wiki/MiR-138","NULL","NULL"
"1759","MIR153","MicroRNA MIR153 family","","22733824","NULL","NULL","NULL","NULL","NULL"
"1760","MIR190","MicroRNA MIR190 family","","21750348,30421125","NULL","NULL","NULL","NULL","NULL"
"1761","MIR193","MicroRNA MIR193 family","","21447044","NULL","NULL","NULL","NULL","NULL"
"1762","MIR365","MicroRNA MIR365 family","","21856783","NULL","NULL","NULL","NULL","NULL"
"1763","MIR216","MicroRNA MIR216 family","","21878506,25741595","NULL","NULL","NULL","NULL","NULL"
"1764","MIR302","MicroRNA MIR302 family","","18710938,21490602,19386261","NULL","NULL","NULL","NULL","NULL"
"1765","MIR551","MicroRNA MIR551 family","","26094040","NULL","NULL","NULL","NULL","NULL"
"1766","MIR105","MicroRNA MIR105 family","","24735924,19509287","NULL","NULL","NULL","NULL","NULL"
"1767","","MicroRNA MIR95 family","","","NULL","NULL","NULL","NULL","NULL"
"1768","MIR147","MicroRNA MIR147 family","","27260617,25333931","NULL","NULL","NULL","NULL","NULL"
"1769","","MicroRNA MIR154 family","","24126940,23043088","NULL","NULL","NULL","NULL","NULL"
"1770","","MicroRNA MIR379 family","","24126940,27504472","NULL","NULL","NULL","NULL","NULL"
"1771","","MicroRNA MIR329 family","","24126940","NULL","NULL","NULL","NULL","NULL"
"1773","","MicroRNA MIR500 family","","","NULL","NULL","NULL","NULL","NULL"
"1775","MIR374","MicroRNA MIR374 family","","21923954,27802840","NULL","NULL","NULL","NULL","NULL"
"1776","","RISC loading complex subunits","The RNA helicase <a href='https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7200'>MOV10</a> associates with the RNA-induced silencing complex component Argonaute  <a href='https://pubmed.ncbi.nlm.nih.gov/34327836/'>PMID: 34327836</a>. <a href='https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6038'>ILF3</a> (alias NF90) also interacts with the RISC complex (PMID: 36050755).","18178619,19820710,21520169,23550157","The RNA-induced silencing complex, or RISC, is a multiprotein complex, specifically a ribonucleoprotein, which functions in gene silencing via a variety of pathways at the transcriptional and translational levels. Using single-stranded RNA (ssRNA) fragments, such as microRNA (miRNA), or double-stranded small interfering RNA (siRNA), the complex functions as a key tool in gene regulation. The single strand of RNA acts as a template for RISC to recognize complementary messenger RNA (mRNA) transcript. Once found, one of the proteins in RISC, Argonaute, activates and cleaves the mRNA. This process is called RNA interference (RNAi) and it is found in many eukaryotes; it is a key process in defense against viral infections, as it is triggered by the presence of double-stranded RNA (dsRNA).","RISC complex","Wikipedia","NULL","NULL"
"1777","MIR376","MicroRNA MIR376 family","","26940843","NULL","NULL","NULL","NULL","NULL"
"1778","MIR378","MicroRNA MIR378 family","","19945440,28341711","NULL","NULL","NULL","NULL","NULL"
"1779","","MicroRNA MIR371 family","","25268927","NULL","NULL","NULL","NULL","NULL"
"1780","","MicroRNA MIR515 family","","27791094,22158050","NULL","NULL","NULL","NULL","NULL"
"1787","","B-WICH chromatin-remodelling complex subunits","","25883140,21559432,21326359","The chromatin-remodelling complex B-WICH specifically activates RNA polymerase III transcription of the 5S rRNA and 7SL genes.","NULL","Sadeghifar et al, 2015|https://www.ncbi.nlm.nih.gov/pubmed/25883140","NULL","NULL"
"1788","","MicroRNA MIR506 family","","27542202,29374066","NULL","NULL","NULL","NULL","NULL"
"1789","MIR450","MicroRNA MIR450 family","","27246609","NULL","NULL","NULL","NULL","NULL"
"1790","MIR486","MicroRNA MIR486 family","","19475450","NULL","NULL","NULL","NULL","NULL"
"1791","","Serine beta lactamase family","","18226203","NULL","NULL","NULL","NULL","LACTB"
"1792","PALM","Paralemmins","","22855693","NULL","NULL","NULL","NULL","PALM"
"1793","","SCAR/WAVE complex","","24753786,28692454","The WAVE regulatory complex (WRC) is a five-subunit protein complex in the Wiskott-Aldrich syndrome protein (WASP) family involved in the formation of the actin cytoskeleton through interaction with the Arp2/3 complex. The holocomplex comprises WAVE1 (also known as WASF1), CYFIP1, ABI2, Nap1 and HSPC300 in its canonical form, or orthologues of these.","SCAR/WAVE regulatory complex:","Wikipedia|https://en.wikipedia.org/wiki/WAVE regulatory complex","NULL","NULL"
"1796","","MicroRNA MIR888 family","","25926074,28915635","NULL","NULL","NULL","NULL","NULL"
"1798","MIR891","MicroRNA MIR891 family","","29330297","NULL","NULL","NULL","NULL","NULL"
"1799","MIR544","MicroRNA MIR544 family","","26181590,28804539","NULL","NULL","NULL","NULL","NULL"
"1800","MIR550","MicroRNA MIR550 family","","23145039,29844307","NULL","NULL","NULL","NULL","NULL"
"1801","CNNM","Cyclin and CBS domain divalent metal cation transport mediators","","30593530","NULL","NULL","NULL","NULL","NULL"
"1802","","I kappa B kinases","","24375677,21042276","NULL","IKB kinase","Wikipedia|https://en.wikipedia.org/wiki/IKB kinase","NULL","IKBKB"
"1803","","MicroRNA MIR28/151 family","","21436881,20445018","NULL","NULL","NULL","NULL","NULL"
"1804","MIR320","MicroRNA MIR320 family","","28656255,29531336","In molecular biology mir-320 microRNA is a short RNA molecule. MicroRNAs function to regulate the expression levels of other genes by several mechanisms. The biogenesis of miR-320 is different from the canonical Microprocessor-dependent miRNAs. The pre-miR-320 is transcribed directly as a precursor microRNA hairpin and thus contains a 5' m7G-cap.   ","Mir-320","Wikipedia|https://en.wikipedia.org/wiki/Mir-320","NULL","NULL"
"1805","","MicroRNA MIR188/532 family","","22514329","NULL","NULL","NULL","NULL","NULL"
