ENSG_ID,primary_gene_symbol,collision,source,NCBI_ID,HGNC_ID,alias_symbol
ENSG00000187122,SLIT1,SLIT3,ENSG,GENE ID:6585,HGNC:11085,"MEGF4,SLIL1,SLIT-1,SLIT3"
ENSG00000010810,FYN,SLK,ENSG,GENE ID:2534,HGNC:4037,"MGC45350,SLK,SYN"
ENSG00000180155,LYNX1,SLURP2,ENSG,GENE ID:66004,HGNC:29604,SLURP2
ENSG00000106105,GARS1,SMAD1,ENSG,GENE ID:2617,HGNC:4162,"CMT2D,DSMAV,GARS,GLYRS,SMAD1"
ENSG00000112562,SMOC2,SMAP2,ENSG,GENE ID:64094,HGNC:20323,SMAP2
ENSG00000088826,SMOX,SMO,ENSG,GENE ID:54498,HGNC:15862,"C20ORF16,DJ779E11.1,FLJ20746,MGC1010,PAO,PAOH1,SMO"
ENSG00000108557,RAI1,SMS,ENSG,GENE ID:10743,HGNC:9834,"DKFZP434A139,KIAA1820,MGC12824,SMCR,SMS"
ENSG00000249020,SNORA58,SNORA58B,ENSG,,HGNC:32652,"ACA58,SNORA58B"
ENSG00000212380,SNORD115-45,SNORD115-48,ENSG,,HGNC:33064,"HBII-52-45,SNORD115-48"
ENSG00000264294,SNORD55,SNORD39,ENSG,GENE ID:26811,HGNC:10205,"RNU39,RNU55,SNORD39,U39,U55"
ENSG00000125743,SNRPD2,SNRPD1,ENSG,GENE ID:6633,HGNC:11159,"SM-D2,SNRPD1"
ENSG00000063978,RNF4,SNURF,ENSG,GENE ID:6047,HGNC:10067,"RES4-26,SLX5,SNURF"
ENSG00000173548,SNX33,SNX30,ENSG,GENE ID:257364,HGNC:28468,"MGC32065,SH3PX3,SH3PXD3C,SNX30"
ENSG00000170677,SOCS6,SOCS4,ENSG,GENE ID:9306,HGNC:16833,"CIS4,CISH4,HSPC060,SOCS4,SSI4,STAI4,STATI4"
ENSG00000180008,SOCS4,SOCS7,ENSG,GENE ID:122809,HGNC:19392,SOCS7
ENSG00000109099,PMP22,SP110,ENSG,GENE ID:5376,HGNC:9118,"CMT1A,GAS3,HMSNIA,HNPP,SP110"
ENSG00000249481,SPATS1,SPATA8,ENSG,GENE ID:221409,HGNC:22957,"FLJ25442,SPATA8,SRSP1"
ENSG00000177030,DEAF1,SPN,ENSG,GENE ID:10522,HGNC:14677,"NUDR,SPN,ZMYND5"
ENSG00000282712,DEAF1,SPN,ENSG,GENE ID:10522,HGNC:14677,"NUDR,SPN,ZMYND5"
ENSG00000108819,PPP1R9B,SPN,ENSG,GENE ID:84687,HGNC:9298,"PPP1R6,PPP1R9,SPINO,SPN"
ENSG00000154832,CXXC1,SPP1,ENSG,GENE ID:30827,HGNC:24343,"CFP1,CGBP,HCGBP,HST2645,PCCX1,PHF18,SPP1,ZCGPC1"
ENSG00000068394,GPKOW,SPP2,ENSG,GENE ID:27238,HGNC:30677,"GPATC5,GPATCH5,MOS2,SPP2,T54"
ENSG00000163082,SGPP2,SPP2,ENSG,GENE ID:130367,HGNC:19953,"FLJ39004,SPP2"
ENSG00000292204,GPKOW,SPP2,ENSG,GENE ID:27238,HGNC:30677,"GPATC5,GPATCH5,MOS2,SPP2,T54"
ENSG00000115353,TACR1,SPR,ENSG,GENE ID:6869,HGNC:11526,"NK1R,NKIR,SPR,TAC1R"
ENSG00000228108,SPTBN1-AS1,SPTBN1-AS2,ENSG,,HGNC:40562,SPTBN1-AS2
ENSG00000125398,SOX9,SRA1,ENSG,GENE ID:6662,HGNC:11204,"CMD1,CMPD1,SRA1"
ENSG00000196220,SRGAP3,SRGAP2,ENSG,GENE ID:9901,HGNC:19744,"ARHGAP14,KIAA0411,MEGAP,SRGAP2,WRP"
ENSG00000125508,SRMS,SRM,ENSG,GENE ID:6725,HGNC:11298,"C20ORF148,DJ697K14.1,PTK70,SRM"
ENSG00000147650,LRP12,ST7,ENSG,GENE ID:29967,HGNC:31708,"FLJ12929,ST7"
ENSG00000124225,PMEPA1,STAG1,ENSG,GENE ID:56937,HGNC:14107,"STAG1,TMEPAI"
ENSG00000070019,GUCY2C,STAR,ENSG,GENE ID:2984,HGNC:4688,"GC-C,GCC,GUC2C,HSER,STAR"
ENSG00000102572,STK24,STK3,ENSG,GENE ID:8428,HGNC:11403,"MST-3,MST3,MST3B,STE20,STK3"
ENSG00000291781,TTC5,STRAP,ENSG,GENE ID:91875,HGNC:19274,STRAP
ENSG00000136319,TTC5,STRAP,ENSG,GENE ID:91875,HGNC:19274,STRAP
ENSG00000151304,SRFBP1,STRAP,ENSG,GENE ID:153443,HGNC:26333,"BUD22,FLJ25286,P49,RLB1,STRAP"
ENSG00000198075,SULT1C4,SULT1C2,ENSG,GENE ID:27233,HGNC:11457,"SULT1C,SULT1C2"
ENSG00000256040,PAPPA-AS1,TAF4B,ENSG,GENE ID:493913,HGNC:35152,"DIPAS,NCRNA00156,PAPPA-AS,PAPPAS,TAF2C2,TAF4B,TAFII105"
ENSG00000100003,SEC14L2,TAP1,ENSG,GENE ID:23541,HGNC:10699,"C22ORF6,KIAA1186,KIAA1658,SPF,TAP,TAP1"
ENSG00000100012,SEC14L3,TAP2,ENSG,GENE ID:266629,HGNC:18655,TAP2
ENSG00000274939,TBC1D3B,TBC1D3I,ENSG,"GENE ID:101060321,GENE ID:414059",HGNC:27011,"PRC17,TBC1D3I"
ENSG00000274808,TBC1D3B,TBC1D3I,ENSG,"GENE ID:101060321,GENE ID:414059",HGNC:27011,"PRC17,TBC1D3I"
ENSG00000278632,TBC1D3B,TBC1D3I,ENSG,"GENE ID:101060321,GENE ID:414059",HGNC:27011,"PRC17,TBC1D3I"
ENSG00000282750,TBC1D3B,TBC1D3I,ENSG,GENE ID:414059,HGNC:27011,"PRC17,TBC1D3I"
ENSG00000230409,TCEA1P2,TCEA1,ENSG,,HGNC:29891,TCEA1
ENSG00000152284,TCF7L1,TCF3,ENSG,GENE ID:83439,HGNC:11640,TCF3
ENSG00000292149,TCF7L1,TCF3,ENSG,GENE ID:83439,HGNC:11640,TCF3
ENSG00000148737,TCF7L2,TCF4,ENSG,GENE ID:6934,HGNC:11641,"TCF-4,TCF4"
ENSG00000009694,TENM1,TEN1,ENSG,GENE ID:10178,HGNC:8117,"ODZ1,ODZ3,TEN-M1,TEN1,TNM"
ENSG00000284792,PTEN,TEP1,ENSG,GENE ID:5728,HGNC:9588,"BZS,MHAM,MMAC1,PTEN1,TEP1"
ENSG00000171862,PTEN,TEP1,ENSG,GENE ID:5728,HGNC:9588,"BZS,MHAM,MMAC1,PTEN1,TEP1"
ENSG00000117525,F3,TF,ENSG,GENE ID:2152,HGNC:3541,"CD142,TF"
ENSG00000245248,USP2-AS1,THY1-AS1,ENSG,,HGNC:48673,"GLINC,THY1-AS1"
ENSG00000127318,IL22,TIFA,ENSG,GENE ID:50616,HGNC:14900,"IL-21,IL-22,IL-D110,IL-TIF,ILTIF,MGC79382,MGC79384,TIFA,TIFIL-23,ZCYTO18"
ENSG00000162733,DDR2,TKT,ENSG,GENE ID:4921,HGNC:2731,"NTRKR3,TKT,TYRO10"
ENSG00000118903,BTF3P11,TNFRSF11B,ENSG,,HGNC:1126,"BTF3L1,HUMBTFB,OCIF,OPG,TNFRSF11B"
ENSG00000129991,TNNI3,TNNC1,ENSG,GENE ID:7137,HGNC:11947,"CMD2A,CMH7,CTNI,TNNC1"
ENSG00000151790,TDO2,TPH2,ENSG,GENE ID:6999,HGNC:11708,"TDO,TPH2"
ENSG00000262635,TDO2,TPH2,ENSG,GENE ID:6999,HGNC:11708,"TDO,TPH2"
ENSG00000090534,THPO,TPO,ENSG,GENE ID:7066,HGNC:11795,"MGDF,MPLLG,TPO"
ENSG00000102977,ACD,TPP1,ENSG,GENE ID:65057,HGNC:25070,"PIP1,PTOP,TINT1,TPP1"
ENSG00000172315,TP53RK,TPRKB,ENSG,GENE ID:112858,HGNC:16197,"BUD32,C20ORF64,DJ101A2.2,NORI-2P,PRPK,TPRKB"
ENSG00000136560,TANK,TRAF2,ENSG,GENE ID:10010,HGNC:11562,"I-TRAF,TRAF2"
ENSG00000259706,HSP90B2P,TRAP1,ENSG,,HGNC:12099,"GRP94B,GRP94P1,HSPCP2,TRA1P1,TRAP1"
ENSG00000135966,TGFBRAP1,TRAP1,ENSG,GENE ID:9392,HGNC:16836,"TRAP-1,TRAP1,VPS3"
ENSG00000255569,TRAV1-1,TRAV11,ENSG,,HGNC:12101,"TCRAV1S1,TCRAV7S1,TRAV11"
ENSG00000166013,TRIM53BP,TRIM80P,ENSG,,HGNC:37144,"TRIM53B,TRIM53L,TRIM80P"
ENSG00000142185,TRPM2,TRPC7,ENSG,GENE ID:7226,HGNC:12339,"EREG1,KNP3,LTRPC2,NUDT9H,NUDT9L1,TRPC7"
ENSG00000197157,SND1,TSN,ENSG,GENE ID:27044,HGNC:30646,"P100,TDRD11,TSN"
ENSG00000136352,NKX2-1,TTF1,ENSG,GENE ID:7080,HGNC:11825,"BCH,NKX2A,TITF1,TTF-1,TTF1"
ENSG00000215483,LINC00598,TTL,ENSG,"GENE ID:400123,GENE ID:646982",HGNC:42770,"LNCFOXO1,TTL"
ENSG00000162571,TTLL10,TTLL5,ENSG,GENE ID:254173,HGNC:26693,"FLJ36119,TTLL5"
ENSG00000137267,TUBB2A,TUBB,ENSG,GENE ID:7280,HGNC:12412,"DJ40E16.7,TUBB,TUBB2"
ENSG00000206652,RNU1-1,U1,ENSG,"GENE ID:124904613,GENE ID:124905321,GENE ID:124905573,GENE ID:124905809,GENE ID:26871",HGNC:10120,"HSD1,HU1-1,RNU1,RNU1A,RNU1A1,RNU1A3,RNU1G4,U1,U1A1"
ENSG00000291389,RNU1-1,U1,ENSG,"GENE ID:124904613,GENE ID:124905321,GENE ID:124905573,GENE ID:124905809,GENE ID:26871",HGNC:10120,"HSD1,HU1-1,RNU1,RNU1A,RNU1A1,RNU1A3,RNU1G4,U1,U1A1"
ENSG00000274585,RNU2-1,U2,ENSG,GENE ID:6066,HGNC:10142,U2
ENSG00000222076,RNU2-3P,U2,ENSG,,HGNC:10153,"RNU2P1,U2"
ENSG00000222465,RNU2-5P,U2,ENSG,,HGNC:10155,"RNU2P3,U2,U2.7"
ENSG00000222328,RNU2-2P,U2,ENSG,,HGNC:10152,"RNU2-2,RNU2B,U2"
ENSG00000277084,RNU2-4P,U2,ENSG,,HGNC:10154,"RNU2P2,U2,U2/7"
ENSG00000126246,IGFLR1,U2AF1L4,ENSG,GENE ID:79713,HGNC:23620,"FLJ22573,TMEM149,U2AF1L4"
ENSG00000200318,SNORD3P1,U3,ENSG,,HGNC:10175,"RNU3P1,U3"
ENSG00000263934,SNORD3A,U3,ENSG,,HGNC:33189,"RNU3,U3"
ENSG00000222736,RNU4-6P,U4,ENSG,,HGNC:10199,"RNU4P6,U4,U4/8"
ENSG00000272160,RNU4-5P,U4,ENSG,,HGNC:10198,"RNU4P5,U4,U4/6"
ENSG00000201458,RNU4-4P,U4,ENSG,,HGNC:10197,"RNU4P4,U4,U4/5"
ENSG00000291599,RNU4-8P,U4,ENSG,GENE ID:124900516,HGNC:10195,"RNU4P2,U4,U4/14"
ENSG00000200795,RNU4-1,U4,ENSG,GENE ID:26835,HGNC:10192,"RNU4A,RNU4B2,U4,U4BL"
ENSG00000201628,RNU4-7P,U4,ENSG,,HGNC:10194,"RNU4P1,U4,U4/7"
ENSG00000201806,RNU4-8P,U4,ENSG,GENE ID:124900516,HGNC:10195,"RNU4P2,U4,U4/14"
ENSG00000206625,RNU6-1,U6,ENSG,GENE ID:26827,HGNC:10227,"RNU6A,U6,U6-1"
ENSG00000199226,RNU6-50P,U6,ENSG,GENE ID:124900488,HGNC:10229,"RNU6-50,RNU6P1,U6"
ENSG00000200463,SNORD118,U8,ENSG,GENE ID:727676,HGNC:32952,U8
ENSG00000049247,UTS2,UCN2,ENSG,GENE ID:10911,HGNC:12636,"PRO1068,U-II,UCN2,UII"
ENSG00000253299,UFM1P3,UFM1P1,ENSG,,HGNC:55148,UFM1P1
ENSG00000156096,UGT2B4,UGT2B11,ENSG,GENE ID:7363,HGNC:12553,UGT2B11
ENSG00000159202,UBE2Z,USE1,ENSG,GENE ID:65264,HGNC:25847,"FLJ13855,USE1"
ENSG00000170832,USP32,USP10,ENSG,GENE ID:84669,HGNC:19143,"NY-REN-60,USP10"
ENSG00000253213,USP12P1,USP12,ENSG,,HGNC:12610,"UBH1,USP12"
ENSG00000226081,USP12PX,USP12P2,ENSG,,HGNC:21410,USP12P2
ENSG00000143258,USP21,USP16,ENSG,GENE ID:27005,HGNC:12620,"USP16,USP23"
ENSG00000155313,USP25,USP21,ENSG,GENE ID:29761,HGNC:12624,USP21
ENSG00000090686,USP48,USP31,ENSG,GENE ID:84196,HGNC:18533,"FLJ11328,FLJ20103,FLJ23054,FLJ23277,MGC14879,USP31"
ENSG00000231945,VARS1,VARS2,ENSG,GENE ID:7407,HGNC:12651,"VARS,VARS2"
ENSG00000231116,VARS1,VARS2,ENSG,GENE ID:7407,HGNC:12651,"VARS,VARS2"
ENSG00000204394,VARS1,VARS2,ENSG,GENE ID:7407,HGNC:12651,"VARS,VARS2"
ENSG00000224264,VARS1,VARS2,ENSG,GENE ID:7407,HGNC:12651,"VARS,VARS2"
ENSG00000227686,VARS1,VARS2,ENSG,GENE ID:7407,HGNC:12651,"VARS,VARS2"
ENSG00000096171,VARS1,VARS2,ENSG,GENE ID:7407,HGNC:12651,"VARS,VARS2"
ENSG00000226589,VARS1,VARS2,ENSG,GENE ID:7407,HGNC:12651,"VARS,VARS2"
ENSG00000036565,SLC18A1,VAT1,ENSG,GENE ID:6570,HGNC:10934,"CGAT,VAT1,VMAT1"
ENSG00000270858,VDAC1P5,VDAC3,ENSG,,HGNC:12676,"VDAC3,VDAC5P"
ENSG00000160111,CPAMD8,VIP,ENSG,GENE ID:27151,HGNC:23228,"K-CAP,KIAA1283,VIP"
ENSG00000244038,DDOST,WBP1,ENSG,GENE ID:1650,HGNC:2728,"KIAA0115,OST,OST48,WBP1"
ENSG00000146247,PHIP,WDR11,ENSG,GENE ID:55023,HGNC:15673,"BRWD2,DCAF14,FLJ20705,NDRP,WDR11"
ENSG00000234629,WDR82P1,WDR82,ENSG,,HGNC:32447,"HCG26824,SW2,WDR82,WDR82B"
ENSG00000285086,WDR82P1,WDR82,ENSG,,HGNC:32447,"HCG26824,SW2,WDR82,WDR82B"
ENSG00000249947,XBP1P1,XBP1,ENSG,,HGNC:12802,"XBP1,XBPP1"
ENSG00000197961,ZNF121,ZNF20,ENSG,GENE ID:7675,HGNC:12904,"D19S204,ZHC32,ZNF20"
ENSG00000110315,RNF141,ZNF230,ENSG,GENE ID:50862,HGNC:21159,"ZFP26,ZNF230"
ENSG00000188801,ZNF322P1,ZNF322,ENSG,,HGNC:14003,"ZNF322,ZNF322B"
ENSG00000103994,ZNF106,ZNF474,ENSG,GENE ID:64397,HGNC:12886,"SH3BP3,ZFP106,ZNF474"
ENSG00000184517,ZFP1,ZNF475,ENSG,GENE ID:162239,HGNC:23328,"FLJ34243,ZNF475"
