gene_symbol,alias_symbol,collision,source
HS1BP3,"ETM2,HS1-BP3",ETM2,NCBI
EXOC7,"2-5-3p,BLOM4,EX070,EXO70,EXOC1,Exo70p,NEDSEBA,YJL085W",EXOC1,NCBI
EXT3,EXT2,EXT2,NCBI
PCID2,F10,F10,NCBI
FAM110A,"C20orf55,F10,bA371L19.3",F10,NCBI
ZNF160,"F11,HKr18,HZF5,KR18",F11,NCBI
TTF2,"F2,HuF2,ZGRF6",F2,NCBI
CNTN1,"CMYO12,CMYP12,F3,GP135,MYPCN",F3,NCBI
FA2H,"FAAH,FAH1,FAXDC1,SCS7,SPG35",FAAH,NCBI
FABP5P1,"FABP5,FABP5L1",FABP5,NCBI
FABP5P11,"FABP5L11,FABP5P1",FABP5P1,NCBI
MUSK,"CMS9,FADS,FADS1",FADS1,NCBI
RAPSN,"CMS11,CMS4C,FADS,FADS2,RAPSYN,RNF205",FADS2,NCBI
DOK7,"C4orf25,CMS10,CMS1B,FADS3",FADS3,NCBI
FADS1,"D5D,FADS6,FADSD5,LLCDL1,TU12",FADS6,NCBI
FANCA,"FA,FA-H,FA1,FAA,FACA,FAH,FANCH",FAH,NCBI
FAM138A,"F379,FAM138F",FAM138F,NCBI
FAM236D,FAM236C,FAM236C,NCBI
FAM236C,FAM236D,FAM236D,NCBI
FAM25BP,"FAM25A,FAM25B,FAM25C,FAM25G",FAM25A,NCBI
FAM25G,"FAM25A,FAM25B,FAM25C,bA301J7.4",FAM25A,NCBI
FAM25G,"FAM25A,FAM25B,FAM25C,bA301J7.4",FAM25C,NCBI
FAM25BP,"FAM25A,FAM25B,FAM25C,FAM25G",FAM25C,NCBI
FAM25BP,"FAM25A,FAM25B,FAM25C,FAM25G",FAM25G,NCBI
FAM47E-STBD1,FAM47E,FAM47E,NCBI
FAM66B,FAM66E,FAM66E,NCBI
FAM90A25P,FAM90A2P,FAM90A2P,NCBI
FSCN1,"FAN1,HSN,SNL,p55",FAN1,NCBI
GLMN,"FAP,FAP48,FAP68,FKBPAP,GLML,GVM,VMGLOM",FAP,NCBI
CEL,"BAL,BSDL,BSSL,CELL,CEase,FAP,FAPP,LIPA,MODY8",FAP,NCBI
FASN,"FAS,OA-519,SDR27X1",FAS,NCBI
FBLIM1,"CAL,FBLP-1,FBLP1",FBLP1,NCBI
KHSRP,"FBP2,FUBP2,KSRP,p75",FBP2,NCBI
PCNX4,"C14orf135,FBP2,PCNXL4",FBP2,NCBI
FBXW7,"AGO,CDC4,DEDHIL,FBW6,FBW7,FBX30,FBXO30,FBXW6,SEL-10,SEL10,hAgo,hCdc4",FBXO30,NCBI
FBXO5,"EMI1,FBX5,Fbxo31",FBXO31,NCBI
FCGR2B,"CD32,CD32B,FCG2,FCGR2,FCGR2C,FcGRIIB,FcRII-c,FcgammaRIIb,IGFR2",FCGR2C,NCBI
FCGR3B,"CD16,CD16-I,CD16A,CD16b,FCG3,FCGR3,FCGR3A,FCR-10,FCRIII,FCRIIIb",FCGR3A,NCBI
CTDP1,"CCFDN,FCP1",FCP1,NCBI
FCRLA,"FCRL,FCRL1,FCRLM1,FCRLX,FCRLb,FCRLc1,FCRLc2,FCRLd,FCRLe,FCRX,FREB",FCRL1,NCBI
FCRLB,"FCRL2,FCRLM2,FCRLY,FREB-2,FREB2,FcRY",FCRL2,NCBI
FCRLA,"FCRL,FCRL1,FCRLM1,FCRLX,FCRLb,FCRLc1,FCRLc2,FCRLd,FCRLe,FCRX,FREB",FCRLB,NCBI
FEM1C,"EUROIMAGE686608,EUROIMAGE783647,FEM1A",FEM1A,NCBI
LZTS1,"F37,FEZ1",FEZ1,NCBI
MRAP,"B27,C21orf61,FALP,FGD2,GCCD2,MRAP1",FGD2,NCBI
GCCD3,"FGD2,FGD3,GCCD2",FGD2,NCBI
GCCD3,"FGD2,FGD3,GCCD2",FGD3,NCBI
FGF13,"DEE90,FGF-13,FGF2,FHF-2,FHF2,LINC00889,XLID110",FGF2,NCBI
MTNR1B,"FGQTL2,MEL-1B-R,MT2",FGQTL2,NCBI
GCK,"FGQTL3,GK,GLK,HHF3,HK4,HKIV,HXKP,LGLK,MODY2,PNDM1",FGQTL3,NCBI
LDLR,"FH,FHC,FHCL1,LDLCQ2",FH,NCBI
CFH,"AHUS1,AMBP1,ARMD4,ARMS1,CFHL3,FH,FHL1,HF,HF1,HF2,HUS",FH,NCBI
HPLH1,"FHL1,HLH1",FHL1,NCBI
CFH,"AHUS1,AMBP1,ARMD4,ARMS1,CFHL3,FH,FHL1,HF,HF1,HF2,HUS",FHL1,NCBI
UNC13D,"FHL3,HLH3,HPLH3,Munc13-4",FHL3,NCBI
STXBP2,"FHL5,Hunc18b,MUNC18-2,UNC18-2,UNC18B,pp10122,unc-18B",FHL5,NCBI
FMNL3,"FHOD3,FRL2,WBP-3,WBP3",FHOD3,NCBI
CHRNE,"ACHRE,CMS1A1,CMS1D,CMS1E,CMS2A,CMS4A,CMS4B,CMS4C,FCCMS,FIM1,FIMG,FIMG1,MGI,SCCMS",FIM1,NCBI
FGFR1,"BFGFR,CD331,CEK,ECCL,FGFBR,FGFR-1,FLG,FLT-2,FLT2,HBGFR,HH2,HRTFDS,KAL2,N-SAM,OGD,bFGF-R-1",FLG,NCBI
FLII,"CMD2J,FLI,FLIL,Fli1",FLI1,NCBI
FMC1-LUC7L2,"C7orf55,C7orf55-LUC7L2,FMC1",FMC1,NCBI
FMO4,FMO2,FMO2,NCBI
FRAXA,FMR1,FMR1,NCBI
FMR1-IT1,FMR1,FMR1,NCBI
CHURC1-FNTB,"FNTB,FTase-beta",FNTB,NCBI
FOLR2,"BETA-HFR,FBP,FBP/PL-1,FOLR1,FR-BETA,FR-P3,FRbeta",FOLR1,NCBI
FOXD4L3,"FOXD4B,FOXD4L2,FOXD4L4,FOXD6",FOXD4L4,NCBI
FOXL3-OT1,"FOXL3,WI2-2373I1.2",FOXL3,NCBI
ZNF286B,"FOXO3B,ZNF286C,ZNF286L,ZNF590",FOXO3B,NCBI
FRA10AC1,"C10orf4,F26C11.1-like,FRA10A,NEDGFC",FRA10A,NCBI
CBL,"C-CBL,CBL2,FRA11B,NSLL,RNF55",FRA11B,NCBI
WWOX,"D16S432E,DEE28,EIEE28,FOR,FRA16D,HHCMA56,PRO0128,SCAR12,SDR41C1,WOX1",FRA16D,NCBI
FMR1,"FMRP,FRAXA,POF,POF1",FRAXA,NCBI
AFF2,"FMR2,FMR2P,FRAXE,MRX2,OX19,XLID109",FRAXE,NCBI
FRMPD2B,"FRMPD2,FRMPD2L1,FRMPD2L2,FRMPD2P1,FRMPD2P2,FRMPDP2,PDZD5A,PDZD5B,PDZD5C,PDZK4,PDZK5A,PDZK5B,PDZK5C,bA556L1.2,yX59F3.2",FRMPD2,NCBI
FSIP2-AS1,FSIP2-AS2,FSIP2-AS2,NCBI
FXYD6-FXYD2,FXYD6,FXYD6,NCBI
FZD9,"CD349,FZD3",FZD3,NCBI
RNU6-664P,FZD5,FZD5,NCBI
UBL4A,"DX254E,DXS254E,G6PD,GDX,GET5,MDY2,TMA24,UBL4",G6PD,NCBI
PIGU,"CDC91L1,GAB1,GPIBD21,NEDBSS,PIG-U",GAB1,NCBI
GABPAP,"E4TF1,E4TF1B,GABPB1",GABPB1,NCBI
GABPB1,"BABPB2,E4TF1,E4TF1-47,E4TF1-53,E4TF1B,GABPB,GABPB-1,GABPB2,NRF2B1,NRF2B2",GABPB2,NCBI
GAGE1,"CT4.1,CT4.4,GAGE-1,GAGE-4,GAGE4",GAGE4,NCBI
GAGE12F,"AL4,CT4.7,GAGE-7,GAGE-7B,GAGE-8,GAGE7,GAGE7B",GAGE7,NCBI
GAGE2E,"GAGE-2E,GAGE8",GAGE8,NCBI
GAGE2D,"CT4.8,GAGE-2D,GAGE-8,GAGE8",GAGE8,NCBI
GALP,GAL,GAL,NCBI
GAL3ST3,"GAL3ST-3,GAL3ST2",GAL3ST2,NCBI
GALNT15,"GALNACT15,GALNT13,GALNT7,GALNTL2,PIH5,pp-GalNAc-T15",GALNT13,NCBI
GALNT18,"GALNACT18,GALNT15,GALNTL4,GalNAc-T15,GalNAc-T18",GALNT15,NCBI
GALNTL5,"GALNACT19,GALNT15,GalNAc-T5L",GALNT15,NCBI
GALNT14,"GALNT15,GalNac-T10,GalNac-T14",GALNT15,NCBI
GALNT17,"GALNACT17,GALNT16,GALNT20,GALNTL3,GalNAc-T17,GalNAc-T19,GalNAc-T5L,WBSCR17",GALNT16,NCBI
GALNTL6,"GALNACT20,GALNT17,GalNAc-T6L",GALNT17,NCBI
POC1B-GALNT4,"GALNT4,GalNAc-T4",GALNT4,NCBI
GALNT15,"GALNACT15,GALNT13,GALNT7,GALNTL2,PIH5,pp-GalNAc-T15",GALNT7,NCBI
GAPDHP44,GAPDH,GAPDH,NCBI
CNGB1,"CNCG2,CNCG3L,CNCG4,CNG4,CNGB1B,GAR1,GARP,GARP2,RCNC2,RCNCb,RCNCbeta,RP45",GAR1,NCBI
KMT2A,"ALL-1,ALL1,CXXC7,GAS7,HRX,HTRX,HTRX1,MLL,MLL1,MLL1A,TRX1,WDSTS",GAS7,NCBI
PTGES2,"C9orf15,GBF-1,GBF1,PGES2,mPGES-2",GBF1,NCBI
ATL1,"AD-FSP,FSP1,GBP3,HSN1D,SPG3,SPG3A,atlastin1",GBP3,NCBI
GBA1LP,"Beta-GC,GBA,GBAP,GBAP1,GC,GLUC",GC,NCBI
MAP4K2,"BL44,GCK,RAB8IP",GCK,NCBI
MAP4K5,"GCKR,KHS,KHS1,MAPKKKK5",GCKR,NCBI
POLR2M,"GCOM1,GRINL1A,Gdown,Gdown1",GCOM1,NCBI
MYZAP,"CMD2K,GCOM1,Gup,MYOZAP",GCOM1,NCBI
PAEP,"GD,GdA,GdF,GdS,PAEG,PEP,PP14,ZIF-1",GDA,NCBI
SLC25A16,"D10S105E,GDA,GDC,HGT.1,ML7,hGP,hML7",GDA,NCBI
CERS1,"EPM8,GDF-1,GDF1,LAG1,LASS1,UOG1",GDF1,NCBI
SCN9A,"ETHA,FEB3B,GEFSP7,HSAN2D,NE-NA,NENA,Nav1.7,PN1,SFNP",GEFSP7,NCBI
GMNN,"Gem,MGORS6",GEM,NCBI
C1QTNF1,"CTRP1,GIP,ZSIG37",GIP,NCBI
GNAI2,"GIP,GNAI2B,HG1C,H_LUCA15.1,H_LUCA16.1",GIP,NCBI
GJA9-MYCBP,"Cx58,Cx59,GJA10,GJA9",GJA10,NCBI
GJA9,"CX58,CX59,GJA10",GJA10,NCBI
GJA9-MYCBP,"Cx58,Cx59,GJA10,GJA9",GJA9,NCBI
GJD2,"CX36,GJA9",GJA9,NCBI
GJD3,"CX31.9,Cx30.2,GJA11,GJC1",GJC1,NCBI
GJC3,"CX29,CX30.2,CX31.3,GJE1",GJE1,NCBI
GCK,"FGQTL3,GK,GLK,HHF3,HK4,HKIV,HXKP,LGLK,MODY2,PNDM1",GK,NCBI
GALK2,GK2,GK2,NCBI
NAT8,"ATase2,CCNAT,CML1,GLA,Hcml1,TSC501,TSC510",GLA,NCBI
EFNA5,"AF1,EFL5,EPLG7,GLC1M,LERK7,RAGS",GLC1M,NCBI
GLS2,"GA,GLS,LGA,hLGA",GLS,NCBI
GRID1,"GluD1,GluD1-b",GLUD1,NCBI
GRID2,"GluD2,SCAR18",GLUD2,NCBI
GNAO1-DT,GNAO1-AS1,GNAO1-AS1,NCBI
GOLGA8B,GOLGA5,GOLGA5,NCBI
GOLGA6B,"GOLGA,GOLGA6D",GOLGA6D,NCBI
GOLGA8A,"CFAP286,FAP286,GM88,GOLGA8B",GOLGA8B,NCBI
GOLGA8G,GOLGA8F,GOLGA8F,NCBI
GOLGA8N,GOLGA8R,GOLGA8R,NCBI
GOLT1A,"CGI-141,GOT1,GOT1B,HMFN1187,YMR292W,hGOT1b",GOT1,NCBI
GOLT1B,"CGI-141,GCT2,GOT1,GOT1B,YMR292W",GOT1,NCBI
SEPT5-GP1BB,"GP1BB,GPIb-beta,GPIbB",GP1BB,NCBI
GNPDA1,"GNP1,GNPDA,GNPI,GPI,HLN",GPI,NCBI
FFAR3,"FFA3R,GPR41,GPR42",GPR42,NCBI
GPR89A,"GPHR,GPR89,GPR89B,SH120,UNQ192",GPR89B,NCBI
ARMCX5-GPRASP2,"ARMCX5-GPRASP2-BHLHB9-LINC00630,GPRASP3,bHLHb9,p60TRP",GPRASP3,NCBI
DPAGT1,"ALG7,CDG-Ij,CDG1J,CMS13,CMSTA2,D11S366,DGPT,DPAGT,DPAGT2,G1PT,GPT,UAGT,UGAT",GPT,NCBI
GPX7,"CL683,GPX6,GPx-7,GSHPx-7,NPGPx",GPX6,NCBI
GRIK5,"EAA2,GRIK2,GluK5,KA2",GRIK2,NCBI
GPRIN1,GRIN1,GRIN1,NCBI
LGALS12,"GAL12,GRIP1",GRIP1,NCBI
NCOA2,"GRIP1,KAT13C,NCoA-2,SRC2,TIF2,bHLHe75",GRIP1,NCBI
LGALSL,"GRP,HSPC159",GRP,NCBI
UCMA,"C10orf49,GRP,GRP/UCMA",GRP,NCBI
LSM4,"GRP,YER112W",GRP,NCBI
TRAPPC8,"GSG1,HsT2706,KIAA1012,TRS85",GSG1,NCBI
PRNP,"ASCR,AltPrP,CD230,CJD,GSS,KURU,PRIP,PrP,PrP27-30,PrP33-35C,PrPc,p27-30",GSS,NCBI
STON1-GTF2A1L,"ALF,GTF2A1L,GTF2A1LF,SALF",GTF2A1L,NCBI
GTF2H2C,GTF2H2C_2,GTF2H2C_2,NCBI
GTF2IP4,GTF2I,GTF2I,NCBI
GTF2IRD2B,"GTF2IRD2,GTF2IRD2A",GTF2IRD2,NCBI
GUCA1ANB-GUCA1A,GUCA1A,GUCA1A,NCBI
GUSBP3,"GUSBP1,SMA3",GUSBP1,NCBI
GUSBP2,"GUSBL1,GUSBP4,SMA3-L,SMAC3L,SMAC3L2,b55C20.1,bA239L20.1,bA239L20.5,bGLU-Lp",GUSBP4,NCBI
GUSBP17,GUSBP9,GUSBP9,NCBI
GYPE,"GPE,GYPA,MNS,MiIX",GYPA,NCBI
GYPB,"CD235b,GPB,GYP,GYPA,MNS,PAS-3,SS",GYPA,NCBI
H2AB3,"H2A.B.1,H2AB2,H2ABBD,H2AFB,H2AFB3",H2AB2,NCBI
H2AB2,"H2A.B.1,H2A.Bbd,H2AB3,H2AFB2",H2AB3,NCBI
H2AC17,"H2A.1,H2A/n,H2AC11,H2AC13,H2AC15,H2AC16,H2AFN,HIST1H2AM,dJ193B12.1",H2AC11,NCBI
H2AC15,"H2A.1,H2A/d,H2AC11,H2AC13,H2AC14,H2AC16,H2AC17,H2AFD,HIST1H2AK",H2AC11,NCBI
H2AC16,"H2A.i,H2A/i,H2AC11,H2AC13,H2AC15,H2AC17,H2AFI,HIST1H2AL,dJ193B12.9",H2AC11,NCBI
H2AC13,"H2A/c,H2AC11,H2AC15,H2AC16,H2AC17,H2AFC,HIST1H2AI",H2AC11,NCBI
H2AC15,"H2A.1,H2A/d,H2AC11,H2AC13,H2AC14,H2AC16,H2AC17,H2AFD,HIST1H2AK",H2AC13,NCBI
H2AC11,"H2A.1b,H2A/p,H2AC13,H2AC15,H2AC16,H2AC17,H2AFP,H2AG,HIST1H2AG,pH2A/f",H2AC13,NCBI
H2AC16,"H2A.i,H2A/i,H2AC11,H2AC13,H2AC15,H2AC17,H2AFI,HIST1H2AL,dJ193B12.9",H2AC13,NCBI
H2AC17,"H2A.1,H2A/n,H2AC11,H2AC13,H2AC15,H2AC16,H2AFN,HIST1H2AM,dJ193B12.1",H2AC13,NCBI
H2AC15,"H2A.1,H2A/d,H2AC11,H2AC13,H2AC14,H2AC16,H2AC17,H2AFD,HIST1H2AK",H2AC14,NCBI
H2AC11,"H2A.1b,H2A/p,H2AC13,H2AC15,H2AC16,H2AC17,H2AFP,H2AG,HIST1H2AG,pH2A/f",H2AC15,NCBI
H2AC13,"H2A/c,H2AC11,H2AC15,H2AC16,H2AC17,H2AFC,HIST1H2AI",H2AC15,NCBI
H2AC16,"H2A.i,H2A/i,H2AC11,H2AC13,H2AC15,H2AC17,H2AFI,HIST1H2AL,dJ193B12.9",H2AC15,NCBI
H2AC17,"H2A.1,H2A/n,H2AC11,H2AC13,H2AC15,H2AC16,H2AFN,HIST1H2AM,dJ193B12.1",H2AC15,NCBI
H2AC11,"H2A.1b,H2A/p,H2AC13,H2AC15,H2AC16,H2AC17,H2AFP,H2AG,HIST1H2AG,pH2A/f",H2AC16,NCBI
H2AC13,"H2A/c,H2AC11,H2AC15,H2AC16,H2AC17,H2AFC,HIST1H2AI",H2AC16,NCBI
H2AC15,"H2A.1,H2A/d,H2AC11,H2AC13,H2AC14,H2AC16,H2AC17,H2AFD,HIST1H2AK",H2AC16,NCBI
H2AC17,"H2A.1,H2A/n,H2AC11,H2AC13,H2AC15,H2AC16,H2AFN,HIST1H2AM,dJ193B12.1",H2AC16,NCBI
H2AC13,"H2A/c,H2AC11,H2AC15,H2AC16,H2AC17,H2AFC,HIST1H2AI",H2AC17,NCBI
H2AC15,"H2A.1,H2A/d,H2AC11,H2AC13,H2AC14,H2AC16,H2AC17,H2AFD,HIST1H2AK",H2AC17,NCBI
H2AC11,"H2A.1b,H2A/p,H2AC13,H2AC15,H2AC16,H2AC17,H2AFP,H2AG,HIST1H2AG,pH2A/f",H2AC17,NCBI
H2AC16,"H2A.i,H2A/i,H2AC11,H2AC13,H2AC15,H2AC17,H2AFI,HIST1H2AL,dJ193B12.9",H2AC17,NCBI
H2AC19,"H2A/R,H2AC18,HIST2H2AA4",H2AC18,NCBI
H2AC18,"H2A,H2A.2,H2A/O,H2A/q,H2AC19,H2AFO,H2a-615,HIST2H2AA,HIST2H2AA3",H2AC19,NCBI
H2AC8,"H2A.1,H2A.2,H2A/a,H2AC4,H2AFA,HIST1H2AE",H2AC4,NCBI
H2AC4,"H2A/m,H2AC8,H2AFM,HIST1H2AB",H2AC8,NCBI
H2BC8,"H2B.1A,H2B/a,H2BC10,H2BC4,H2BC6,H2BC7,H2BFA,HIST1H2BG,dJ221C16.8",H2BC10,NCBI
H2BC4,"H2B.1,H2B/l,H2BC10,H2BC6,H2BC7,H2BC8,H2BFL,HIST1H2BC,dJ221C16.3",H2BC10,NCBI
H2BC6,"H2B.h,H2B/h,H2BC10,H2BC4,H2BC7,H2BC8,H2BFH,HIST1H2BE,dJ221C16.8",H2BC10,NCBI
H2BC7,"H2B/g,H2BC10,H2BC4,H2BC6,H2BC8,H2BFG,HIST1H2BF",H2BC10,NCBI
H2BC10,"H2B/k,H2BC4,H2BC6,H2BC7,H2BC8,H2BFK,HIST1H2BI",H2BC4,NCBI
H2BC8,"H2B.1A,H2B/a,H2BC10,H2BC4,H2BC6,H2BC7,H2BFA,HIST1H2BG,dJ221C16.8",H2BC4,NCBI
H2BC6,"H2B.h,H2B/h,H2BC10,H2BC4,H2BC7,H2BC8,H2BFH,HIST1H2BE,dJ221C16.8",H2BC4,NCBI
H2BC7,"H2B/g,H2BC10,H2BC4,H2BC6,H2BC8,H2BFG,HIST1H2BF",H2BC4,NCBI
H2BC8,"H2B.1A,H2B/a,H2BC10,H2BC4,H2BC6,H2BC7,H2BFA,HIST1H2BG,dJ221C16.8",H2BC6,NCBI
H2BC7,"H2B/g,H2BC10,H2BC4,H2BC6,H2BC8,H2BFG,HIST1H2BF",H2BC6,NCBI
H2BC4,"H2B.1,H2B/l,H2BC10,H2BC6,H2BC7,H2BC8,H2BFL,HIST1H2BC,dJ221C16.3",H2BC6,NCBI
H2BC10,"H2B/k,H2BC4,H2BC6,H2BC7,H2BC8,H2BFK,HIST1H2BI",H2BC6,NCBI
H2BC4,"H2B.1,H2B/l,H2BC10,H2BC6,H2BC7,H2BC8,H2BFL,HIST1H2BC,dJ221C16.3",H2BC7,NCBI
H2BC6,"H2B.h,H2B/h,H2BC10,H2BC4,H2BC7,H2BC8,H2BFH,HIST1H2BE,dJ221C16.8",H2BC7,NCBI
H2BC8,"H2B.1A,H2B/a,H2BC10,H2BC4,H2BC6,H2BC7,H2BFA,HIST1H2BG,dJ221C16.8",H2BC7,NCBI
H2BC10,"H2B/k,H2BC4,H2BC6,H2BC7,H2BC8,H2BFK,HIST1H2BI",H2BC7,NCBI
H2BC7,"H2B/g,H2BC10,H2BC4,H2BC6,H2BC8,H2BFG,HIST1H2BF",H2BC8,NCBI
H2BC6,"H2B.h,H2B/h,H2BC10,H2BC4,H2BC7,H2BC8,H2BFH,HIST1H2BE,dJ221C16.8",H2BC8,NCBI
H2BC10,"H2B/k,H2BC4,H2BC6,H2BC7,H2BC8,H2BFK,HIST1H2BI",H2BC8,NCBI
H2BC4,"H2B.1,H2B/l,H2BC10,H2BC6,H2BC7,H2BC8,H2BFL,HIST1H2BC,dJ221C16.3",H2BC8,NCBI
H3-3B,"BRYLIB2,H3-3A,H3.3B,H3F3B",H3-3A,NCBI
H3-3A,"BRYLIB1,H3-3B,H3.3A,H3F3,H3F3A",H3-3B,NCBI
H3C8,"H3/h,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3FH,HIST1H3G",H3C1,NCBI
H3C10,"H3/k,H3C1,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3F1K,H3FK,HIST1H3H",H3C1,NCBI
H3C11,"H3.f,H3/f,H3C1,H3C10,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FF,HIST1H3I",H3C1,NCBI
H3C4,"H3/b,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C6,H3C7,H3C8,H3FB,HIST1H3D",H3C1,NCBI
H3C7,"H3/i,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C8,H3FI,HIST1H3F",H3C1,NCBI
H3C6,"H3.1,H3/d,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C7,H3C8,H3FD,HIST1H3E",H3C1,NCBI
H3C2,"H3/l,H3C1,H3C10,H3C11,H3C12,H3C3,H3C4,H3C6,H3C7,H3C8,H3FL,HIST1H3B",H3C1,NCBI
H3C12,"H3/j,H3C1,H3C10,H3C11,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FJ,HIST1H3J",H3C1,NCBI
H3C3,"H3.1,H3/c,H3C1,H3C10,H3C11,H3C12,H3C2,H3C4,H3C6,H3C7,H3C8,H3FC,HIST1H3C",H3C1,NCBI
H3C7,"H3/i,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C8,H3FI,HIST1H3F",H3C10,NCBI
H3C1,"H3/A,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FA,HIST1H3A",H3C10,NCBI
H3C8,"H3/h,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3FH,HIST1H3G",H3C10,NCBI
H3C12,"H3/j,H3C1,H3C10,H3C11,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FJ,HIST1H3J",H3C10,NCBI
H3C3,"H3.1,H3/c,H3C1,H3C10,H3C11,H3C12,H3C2,H3C4,H3C6,H3C7,H3C8,H3FC,HIST1H3C",H3C10,NCBI
H3C11,"H3.f,H3/f,H3C1,H3C10,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FF,HIST1H3I",H3C10,NCBI
H3C4,"H3/b,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C6,H3C7,H3C8,H3FB,HIST1H3D",H3C10,NCBI
H3C6,"H3.1,H3/d,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C7,H3C8,H3FD,HIST1H3E",H3C10,NCBI
H3C2,"H3/l,H3C1,H3C10,H3C11,H3C12,H3C3,H3C4,H3C6,H3C7,H3C8,H3FL,HIST1H3B",H3C10,NCBI
H3C3,"H3.1,H3/c,H3C1,H3C10,H3C11,H3C12,H3C2,H3C4,H3C6,H3C7,H3C8,H3FC,HIST1H3C",H3C11,NCBI
H3C4,"H3/b,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C6,H3C7,H3C8,H3FB,HIST1H3D",H3C11,NCBI
H3C8,"H3/h,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3FH,HIST1H3G",H3C11,NCBI
H3C10,"H3/k,H3C1,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3F1K,H3FK,HIST1H3H",H3C11,NCBI
H3C6,"H3.1,H3/d,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C7,H3C8,H3FD,HIST1H3E",H3C11,NCBI
H3C12,"H3/j,H3C1,H3C10,H3C11,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FJ,HIST1H3J",H3C11,NCBI
H3C1,"H3/A,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FA,HIST1H3A",H3C11,NCBI
H3C7,"H3/i,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C8,H3FI,HIST1H3F",H3C11,NCBI
H3C2,"H3/l,H3C1,H3C10,H3C11,H3C12,H3C3,H3C4,H3C6,H3C7,H3C8,H3FL,HIST1H3B",H3C11,NCBI
H3C3,"H3.1,H3/c,H3C1,H3C10,H3C11,H3C12,H3C2,H3C4,H3C6,H3C7,H3C8,H3FC,HIST1H3C",H3C12,NCBI
H3C6,"H3.1,H3/d,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C7,H3C8,H3FD,HIST1H3E",H3C12,NCBI
H3C10,"H3/k,H3C1,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3F1K,H3FK,HIST1H3H",H3C12,NCBI
H3C2,"H3/l,H3C1,H3C10,H3C11,H3C12,H3C3,H3C4,H3C6,H3C7,H3C8,H3FL,HIST1H3B",H3C12,NCBI
H3C11,"H3.f,H3/f,H3C1,H3C10,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FF,HIST1H3I",H3C12,NCBI
H3C7,"H3/i,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C8,H3FI,HIST1H3F",H3C12,NCBI
H3C1,"H3/A,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FA,HIST1H3A",H3C12,NCBI
H3C8,"H3/h,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3FH,HIST1H3G",H3C12,NCBI
H3C4,"H3/b,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C6,H3C7,H3C8,H3FB,HIST1H3D",H3C12,NCBI
H3C14,"H3,H3.2,H3/M,H3C13,H3C15,H3F2,H3FM,H3FN,HIST2H3C",H3C13,NCBI
H3C15,"H3/n,H3/o,H3C13,H3C14,HIST2H3A",H3C13,NCBI
H3C13,"H3C14,H3C15,HIST2H3D",H3C14,NCBI
H3C15,"H3/n,H3/o,H3C13,H3C14,HIST2H3A",H3C14,NCBI
H3C13,"H3C14,H3C15,HIST2H3D",H3C15,NCBI
H3C14,"H3,H3.2,H3/M,H3C13,H3C15,H3F2,H3FM,H3FN,HIST2H3C",H3C15,NCBI
H3C3,"H3.1,H3/c,H3C1,H3C10,H3C11,H3C12,H3C2,H3C4,H3C6,H3C7,H3C8,H3FC,HIST1H3C",H3C2,NCBI
H3C10,"H3/k,H3C1,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3F1K,H3FK,HIST1H3H",H3C2,NCBI
