name	nomenclature	concept_id	gene_claim_name	source_db_name	source_db_version
HLA-A	Gene Symbol	hgnc:4931	HLA-A	NCBI	20230501
HLA-A	Gene Symbol	hgnc:4931	HLA-A	Ensembl	109
HLA-A	Gene Symbol	hgnc:4931	HLA-A	Tempus	11-Nov-18
ADAM17	Gene Name	hgnc:195	ADAM17	DTC	5-Jun-23
POLD1	Gene Symbol	hgnc:9175	POLD1	FoundationOneGenes	5-Jun-23
RHOA	Gene Symbol	hgnc:667	RHOA	HGNC	20230501
RHOA	Gene Symbol	hgnc:667	RHOA	NCBI	20230501
RHOA	Gene Symbol	hgnc:667	RHOA	Ensembl	109
SERPINE1	Gene Name	hgnc:8583	SERPINE1	NCI	14-Sep-17
CBFB	Gene Symbol	hgnc:1539	CBFB	CarisMolecularIntelligence	5-Jun-23
TXNIP	Gene Symbol	hgnc:16952	TXNIP	HGNC	20230501
TXNIP	Gene Symbol	hgnc:16952	TXNIP	NCBI	20230501
TXNIP	Gene Symbol	hgnc:16952	TXNIP	Ensembl	109
FLI1	Gene Symbol	hgnc:3749	FLI1	FoundationOneGenes	5-Jun-23
THADA	Gene Symbol	hgnc:19217	THADA	HGNC	20230501
THADA	Gene Symbol	hgnc:19217	THADA	Ensembl	109
THADA	Gene Symbol	hgnc:19217	THADA	NCBI	20230501
ARNT	Gene Symbol	hgnc:700	ARNT	HGNC	20230501
ARNT	Gene Symbol	hgnc:700	ARNT	NCBI	20230501
ARNT	Gene Symbol	hgnc:700	ARNT	Ensembl	109
GDA	Gene Symbol	hgnc:4212	GDA	HGNC	20230501
GDA	Gene Symbol	hgnc:4212	GDA	Ensembl	109
GDA	Gene Symbol	hgnc:4212	GDA	NCBI	20230501
TSPYL2	Gene Symbol	hgnc:24358	TSPYL2	HGNC	20230501
TSPYL2	Gene Symbol	hgnc:24358	TSPYL2	Ensembl	109
TSPYL2	Gene Symbol	hgnc:24358	TSPYL2	NCBI	20230501
RARA	Gene Symbol	hgnc:9864	RARA	CarisMolecularIntelligence	5-Jun-23
BCL6	Gene Name	hgnc:1001	BCL6	CGI	5-Jun-23
ERVK2	Gene Symbol	ncbigene:2087	ERVK2	NCBI	20230501
HNF1B	Gene Symbol	hgnc:11630	HNF1B	HGNC	20230501
HNF1B	Gene Symbol	hgnc:11630	HNF1B	NCBI	20230501
HNF1B	Gene Symbol	hgnc:11630	HNF1B	Ensembl	109
TERT	Gene Name	hgnc:11730	TERT	DTC	5-Jun-23
STK38L	Gene Name	hgnc:17848	STK38L	DTC	5-Jun-23
APOD	Gene Symbol	hgnc:612	APOD	HGNC	20230501
APOD	Gene Symbol	hgnc:612	APOD	Ensembl	109
APOD	Gene Symbol	hgnc:612	APOD	NCBI	20230501
MAGEA1	Gene Symbol	hgnc:6796	MAGEA1	HGNC	20230501
MAGEA1	Gene Symbol	hgnc:6796	MAGEA1	Ensembl	109
MAGEA1	Gene Symbol	hgnc:6796	MAGEA1	NCBI	20230501
ATAD5	Gene Symbol	hgnc:25752	ATAD5	HGNC	20230501
ATAD5	Gene Symbol	hgnc:25752	ATAD5	NCBI	20230501
ATAD5	Gene Symbol	hgnc:25752	ATAD5	Ensembl	109
MGMT	Gene Symbol	hgnc:7059	MGMT	Tempus	11-Nov-18
EPS15	Gene Symbol	hgnc:3419	EPS15	HGNC	20230501
EPS15	Gene Symbol	hgnc:3419	EPS15	NCBI	20230501
EPS15	Gene Symbol	hgnc:3419	EPS15	Ensembl	109
SPEN	Gene Symbol	hgnc:17575	SPEN	HGNC	20230501
SPEN	Gene Symbol	hgnc:17575	SPEN	NCBI	20230501
SPEN	Gene Symbol	hgnc:17575	SPEN	Ensembl	109
SPEN	Gene Symbol	hgnc:17575	SPEN	CarisMolecularIntelligence	5-Jun-23
CACNA2D2	Gene Symbol	hgnc:1400	CACNA2D2	IDG	15-Jul-19
MAP4K2	Gene Name	hgnc:6864	MAP4K2	DTC	5-Jun-23
ALPL	Gene Name	hgnc:438	ALPL	NCI	14-Sep-17
ATF1	Gene Symbol	hgnc:783	ATF1	FoundationOneGenes	5-Jun-23
CHN1	Gene Symbol	hgnc:1943	CHN1	HGNC	20230501
CHN1	Gene Symbol	hgnc:1943	CHN1	NCBI	20230501
CHN1	Gene Symbol	hgnc:1943	CHN1	Ensembl	109
TFPI	Gene Name	hgnc:11760	TFPI	NCI	14-Sep-17
CDKN1A	Gene Name	hgnc:1784	CDKN1A	NCI	14-Sep-17
TP53	Gene Name	hgnc:11998	TP53	DTC	5-Jun-23
SSX2	Gene Symbol	hgnc:11336	SSX2	HGNC	20230501
SSX2	Gene Symbol	hgnc:11336	SSX2	NCBI	20230501
SSX2	Gene Symbol	hgnc:11336	SSX2	Ensembl	109
MUSK	Gene Symbol	hgnc:7525	MUSK	CarisMolecularIntelligence	5-Jun-23
REG3A	Gene Name	hgnc:8601	REG3A	NCI	14-Sep-17
CDKL4	Gene Symbol	hgnc:19287	CDKL4	IDG	15-Jul-19
KCNA5	Gene Name	hgnc:6224	KCNA5	NCI	14-Sep-17
IGF1R	Gene Name	hgnc:5465	IGF1R	NCI	14-Sep-17
CCR5	Gene Name	hgnc:1606	CCR5	DTC	5-Jun-23
FLCN	Gene Symbol	hgnc:27310	FLCN	HGNC	20230501
FLCN	Gene Symbol	hgnc:27310	FLCN	Ensembl	109
FLCN	Gene Symbol	hgnc:27310	FLCN	NCBI	20230501
FLCN	Gene Symbol	hgnc:27310	FLCN	CarisMolecularIntelligence	5-Jun-23
NCKIPSD	Gene Symbol	hgnc:15486	NCKIPSD	HGNC	20230501
NCKIPSD	Gene Symbol	hgnc:15486	NCKIPSD	Ensembl	109
NCKIPSD	Gene Symbol	hgnc:15486	NCKIPSD	NCBI	20230501
H2BC11	Gene Symbol	hgnc:4761	H2BC11	HGNC	20230501
H2BC11	Gene Symbol	hgnc:4761	H2BC11	NCBI	20230501
H2BC11	Gene Symbol	hgnc:4761	H2BC11	Ensembl	109
HOXD13	Gene Symbol	hgnc:5136	HOXD13	HGNC	20230501
HOXD13	Gene Symbol	hgnc:5136	HOXD13	NCBI	20230501
HOXD13	Gene Symbol	hgnc:5136	HOXD13	Ensembl	109
HOXD13	Gene Symbol	hgnc:5136	HOXD13	CarisMolecularIntelligence	5-Jun-23
NUTM2B	Gene Symbol	hgnc:23445	NUTM2B	HGNC	20230501
NUTM2B	Gene Symbol	hgnc:23445	NUTM2B	Ensembl	109
NUTM2B	Gene Symbol	hgnc:23445	NUTM2B	NCBI	20230501
NUTM2B	Gene Symbol	hgnc:23445	NUTM2B	CarisMolecularIntelligence	5-Jun-23
AXL	Gene Symbol	hgnc:905	AXL	FoundationOneGenes	5-Jun-23
PLA2G4C	Gene Symbol	hgnc:9037	PLA2G4C	NCBI	20230501
CYP2B6	Gene Name	hgnc:2615	CYP2B6	NCI	14-Sep-17
BIRC3	Gene Name	hgnc:591	BIRC3	DTC	5-Jun-23
CD274	Gene Name	hgnc:17635	CD274	FDA	5-Jun-23
PIK3CG	Gene Symbol	hgnc:8978	PIK3CG	MskImpact	15-May
PPP1R1B	Gene Name	hgnc:9287	PPP1R1B	NCI	14-Sep-17
SPECC1	Gene Symbol	hgnc:30615	SPECC1	HGNC	20230501
SPECC1	Gene Symbol	hgnc:30615	SPECC1	Ensembl	109
SPECC1	Gene Symbol	hgnc:30615	SPECC1	NCBI	20230501
SPECC1	Gene Symbol	hgnc:30615	SPECC1	CarisMolecularIntelligence	5-Jun-23
H2AC6	Gene Symbol	hgnc:4733	H2AC6	HGNC	20230501
H2AC6	Gene Symbol	hgnc:4733	H2AC6	Ensembl	109
H2AC6	Gene Symbol	hgnc:4733	H2AC6	NCBI	20230501
LASP1	Gene Symbol	hgnc:6513	LASP1	HGNC	20230501
LASP1	Gene Symbol	hgnc:6513	LASP1	NCBI	20230501
LASP1	Gene Symbol	hgnc:6513	LASP1	Ensembl	109
FGF10	Gene Symbol	hgnc:3666	FGF10	HGNC	20230501
FGF10	Gene Symbol	hgnc:3666	FGF10	NCBI	20230501
FGF10	Gene Symbol	hgnc:3666	FGF10	Ensembl	109
GPR88	Gene Symbol	hgnc:4539	GPR88	IDG	15-Jul-19
CD59	Gene Name	hgnc:1689	CD59	NCI	14-Sep-17
BTG1	Gene Symbol	hgnc:1130	BTG1	HGNC	20230501
BTG1	Gene Symbol	hgnc:1130	BTG1	NCBI	20230501
BTG1	Gene Symbol	hgnc:1130	BTG1	Ensembl	109
DNMT3A	Gene Symbol	hgnc:2978	DNMT3A	Tempus	11-Nov-18
ABCB11	Gene Name	hgnc:42	ABCB11	DTC	5-Jun-23
E2F1	Gene Name	hgnc:3113	E2F1	NCI	14-Sep-17
HDAC5	Gene Name	hgnc:14068	HDAC5	DTC	5-Jun-23
NTRK2	Gene Symbol	hgnc:8032	NTRK2	Oncomine	v3
GTF2B	Gene Symbol	hgnc:4648	GTF2B	HGNC	20230501
GTF2B	Gene Symbol	hgnc:4648	GTF2B	Ensembl	109
GTF2B	Gene Symbol	hgnc:4648	GTF2B	NCBI	20230501
EXOSC6	Gene Symbol	hgnc:19055	EXOSC6	HGNC	20230501
EXOSC6	Gene Symbol	hgnc:19055	EXOSC6	Ensembl	109
EXOSC6	Gene Symbol	hgnc:19055	EXOSC6	NCBI	20230501
PALLD	Gene Symbol	hgnc:17068	PALLD	HGNC	20230501
PALLD	Gene Symbol	hgnc:17068	PALLD	Ensembl	109
PALLD	Gene Symbol	hgnc:17068	PALLD	NCBI	20230501
SLC28A1	Gene Name	hgnc:11001	SLC28A1	NCI	14-Sep-17
FANCC	Gene Symbol	hgnc:3584	FANCC	MskImpact	15-May
STK11	Gene Symbol	hgnc:11389	STK11	FoundationOneGenes	5-Jun-23
MARK4	Gene Symbol	hgnc:13538	MARK4	IDG	15-Jul-19
ADGRB2	Gene Symbol	hgnc:944	ADGRB2	IDG	15-Jul-19
RET	Gene Symbol	hgnc:9967	RET	Tempus	11-Nov-18
MT3	Gene Name	hgnc:7408	MT3	NCI	14-Sep-17
UGT1A4	Gene Name	hgnc:12536	UGT1A4	NCI	14-Sep-17
PLA2G4C	Gene Symbol	hgnc:9037	PLA2G4C	Ensembl	109
PLA2G4F	Gene Symbol	hgnc:27396	PLA2G4F	HGNC	20230501
PLA2G4F	Gene Symbol	hgnc:27396	PLA2G4F	NCBI	20230501
PLA2G4F	Gene Symbol	hgnc:27396	PLA2G4F	Ensembl	109
MAP2K4	Gene Symbol	hgnc:6844	MAP2K4	Tempus	11-Nov-18
MED12	Gene Symbol	hgnc:11957	MED12	Oncomine	v3
IFNGR2	Gene Symbol	hgnc:5440	IFNGR2	HGNC	20230501
IFNGR2	Gene Symbol	hgnc:5440	IFNGR2	NCBI	20230501
IFNGR2	Gene Symbol	hgnc:5440	IFNGR2	Ensembl	109
DYRK2	Gene Name	hgnc:3093	DYRK2	DTC	5-Jun-23
CLTCL1	Gene Symbol	hgnc:2093	CLTCL1	HGNC	20230501
CLTCL1	Gene Symbol	hgnc:2093	CLTCL1	Ensembl	109
CLTCL1	Gene Symbol	hgnc:2093	CLTCL1	NCBI	20230501
CLTCL1	Gene Symbol	hgnc:2093	CLTCL1	CarisMolecularIntelligence	5-Jun-23
DAXX	Gene Symbol	hgnc:2681	DAXX	HGNC	20230501
DAXX	Gene Symbol	hgnc:2681	DAXX	Ensembl	109
DAXX	Gene Symbol	hgnc:2681	DAXX	NCBI	20230501
RNF213	Gene Symbol	hgnc:14539	RNF213	FoundationOneGenes	5-Jun-23
GRIA4	Gene Name	hgnc:4574	GRIA4	NCI	14-Sep-17
BTLA	Gene Symbol	hgnc:21087	BTLA	HGNC	20230501
BTLA	Gene Symbol	hgnc:21087	BTLA	NCBI	20230501
BTLA	Gene Symbol	hgnc:21087	BTLA	Ensembl	109
BTLA	Gene Symbol	hgnc:21087	BTLA	FoundationOneGenes	5-Jun-23
ABCC2	Gene Name	hgnc:53	ABCC2	NCI	14-Sep-17
CHRNA3	Gene Name	hgnc:1957	CHRNA3	DTC	5-Jun-23
AIFM1	Gene Symbol	hgnc:8768	AIFM1	HGNC	20230501
AIFM1	Gene Symbol	hgnc:8768	AIFM1	NCBI	20230501
AIFM1	Gene Symbol	hgnc:8768	AIFM1	Ensembl	109
AIFM1	Gene Name	hgnc:8768	AIFM1	NCI	14-Sep-17
TCF7L2	Gene Symbol	hgnc:11641	TCF7L2	CarisMolecularIntelligence	5-Jun-23
CDKL3	Gene Symbol	hgnc:15483	CDKL3	IDG	15-Jul-19
P4HA1	Gene Name	hgnc:8546	P4HA1	DTC	5-Jun-23
PTCH1	Gene Symbol	hgnc:9585	PTCH1	MskImpact	15-May
RMI2	Gene Symbol	hgnc:28349	RMI2	HGNC	20230501
RMI2	Gene Symbol	hgnc:28349	RMI2	NCBI	20230501
RMI2	Gene Symbol	hgnc:28349	RMI2	Ensembl	109
TOP2A	Gene Name	hgnc:11989	TOP2A	CGI	5-Jun-23
PDCD11	Gene Symbol	hgnc:13408	PDCD11	HGNC	20230501
PDCD11	Gene Symbol	hgnc:13408	PDCD11	NCBI	20230501
PDCD11	Gene Symbol	hgnc:13408	PDCD11	Ensembl	109
ATM	Gene Symbol	hgnc:795	ATM	Tempus	11-Nov-18
H3-3A	Gene Symbol	hgnc:4764	H3-3A	HGNC	20230501
H3-3A	Gene Symbol	hgnc:4764	H3-3A	NCBI	20230501
H3-3A	Gene Symbol	hgnc:4764	H3-3A	Ensembl	109
NRG1	Gene Symbol	hgnc:7997	NRG1	Tempus	11-Nov-18
CYP2D6	Gene Name	hgnc:2625	CYP2D6	NCI	14-Sep-17
PCBP1	Gene Symbol	hgnc:8647	PCBP1	HGNC	20230501
PCBP1	Gene Symbol	hgnc:8647	PCBP1	NCBI	20230501
PCBP1	Gene Symbol	hgnc:8647	PCBP1	Ensembl	109
JAK3	Gene Symbol	hgnc:6193	JAK3	MskImpact	15-May
ERC1	Gene Symbol	hgnc:17072	ERC1	HGNC	20230501
ERC1	Gene Symbol	hgnc:17072	ERC1	Ensembl	109
ERC1	Gene Symbol	hgnc:17072	ERC1	NCBI	20230501
PHGDH	Gene Symbol	hgnc:8923	PHGDH	Pharos	5-Jun-23
BAZ2B	Gene Symbol	hgnc:963	BAZ2B	NCBI	20230501
G6PD	Gene Name	hgnc:4057	G6PD	DTC	5-Jun-23
MLLT6	Gene Symbol	hgnc:7138	MLLT6	HGNC	20230501
MLLT6	Gene Symbol	hgnc:7138	MLLT6	Ensembl	109
MLLT6	Gene Symbol	hgnc:7138	MLLT6	NCBI	20230501
MALT1	Gene Symbol	hgnc:6819	MALT1	FoundationOneGenes	5-Jun-23
MYO9B	Gene Symbol	hgnc:7609	MYO9B	HGNC	20230501
MYO9B	Gene Symbol	hgnc:7609	MYO9B	Ensembl	109
MYO9B	Gene Symbol	hgnc:7609	MYO9B	NCBI	20230501
ABCC1	Gene Name	hgnc:51	ABCC1	DTC	5-Jun-23
CAMKK2	Gene Name	hgnc:1470	CAMKK2	DTC	5-Jun-23
FGF22	Gene Name	hgnc:3679	FGF22	DTC	5-Jun-23
DNM2	Gene Symbol	hgnc:2974	DNM2	HGNC	20230501
DNM2	Gene Symbol	hgnc:2974	DNM2	Ensembl	109
DNM2	Gene Symbol	hgnc:2974	DNM2	NCBI	20230501
FGFR3	Gene Symbol	hgnc:3690	FGFR3	FoundationOneGenes	5-Jun-23
SLC34A2	Gene Symbol	hgnc:11020	SLC34A2	CarisMolecularIntelligence	5-Jun-23
ESRRB	Gene Name	hgnc:3473	ESRRB	DTC	5-Jun-23
DHX36	Gene Symbol	hgnc:14410	DHX36	HGNC	20230501
DHX36	Gene Symbol	hgnc:14410	DHX36	NCBI	20230501
DHX36	Gene Symbol	hgnc:14410	DHX36	Ensembl	109
DHX36	Gene Name	hgnc:14410	DHX36	DTC	5-Jun-23
LRP1B	Gene Symbol	hgnc:6693	LRP1B	HGNC	20230501
LRP1B	Gene Symbol	hgnc:6693	LRP1B	NCBI	20230501
LRP1B	Gene Symbol	hgnc:6693	LRP1B	Ensembl	109
RECQL4	Gene Symbol	hgnc:9949	RECQL4	HGNC	20230501
RECQL4	Gene Symbol	hgnc:9949	RECQL4	Ensembl	109
RECQL4	Gene Symbol	hgnc:9949	RECQL4	NCBI	20230501
GRP	Gene Symbol	hgnc:4605	GRP	HGNC	20230501
GRP	Gene Symbol	hgnc:4605	GRP	Ensembl	109
GRP	Gene Symbol	hgnc:4605	GRP	NCBI	20230501
CACNA2D4	Gene Symbol	hgnc:20202	CACNA2D4	IDG	15-Jul-19
HNF1A	Gene Symbol	hgnc:11621	HNF1A	FoundationOneGenes	5-Jun-23
OXGR1	Gene Symbol	hgnc:4531	OXGR1	IDG	15-Jul-19
CCBL1	Gene Name	hgnc:1564	KYAT1	DTC	5-Jun-23
SMARCE1	Gene Symbol	hgnc:11109	SMARCE1	HGNC	20230501
SMARCE1	Gene Symbol	hgnc:11109	SMARCE1	NCBI	20230501
SMARCE1	Gene Symbol	hgnc:11109	SMARCE1	Ensembl	109
RABEP1	Gene Symbol	hgnc:17677	RABEP1	HGNC	20230501
RABEP1	Gene Symbol	hgnc:17677	RABEP1	Ensembl	109
RABEP1	Gene Symbol	hgnc:17677	RABEP1	NCBI	20230501
IGH	Gene Symbol	hgnc:5477	IGH	HGNC	20230501
IGH	Gene Symbol	hgnc:5477	IGH	NCBI	20230501
IRF3	Gene Name	hgnc:6118	IRF3	NCI	14-Sep-17
NTF4	Gene Symbol	hgnc:8024	NTF4	HGNC	20230501
NTF4	Gene Symbol	hgnc:8024	NTF4	Ensembl	109
NTF4	Gene Symbol	hgnc:8024	NTF4	NCBI	20230501
SCN5A	Gene Name	hgnc:10593	SCN5A	DTC	5-Jun-23
POU2F2	Gene Symbol	hgnc:9213	POU2F2	Tempus	11-Nov-18
MSH6	Gene Symbol	hgnc:7329	MSH6	HGNC	20230501
MSH6	Gene Symbol	hgnc:7329	MSH6	Ensembl	109
MSH6	Gene Symbol	hgnc:7329	MSH6	NCBI	20230501
AFF1	Gene Symbol	hgnc:7135	AFF1	HGNC	20230501
AFF1	Gene Symbol	hgnc:7135	AFF1	NCBI	20230501
AFF1	Gene Symbol	hgnc:7135	AFF1	Ensembl	109
AFF1	Gene Symbol	hgnc:7135	AFF1	CarisMolecularIntelligence	5-Jun-23
APLNR	Gene Symbol	hgnc:339	APLNR	Tempus	11-Nov-18
LAMP1	Gene Name	hgnc:6499	LAMP1	NCI	14-Sep-17
TNFAIP3	Gene Symbol	hgnc:11896	TNFAIP3	Tempus	11-Nov-18
RPTOR	Gene Symbol	hgnc:30287	RPTOR	Tempus	11-Nov-18
TOP2A	Gene Name	hgnc:11989	TOP2A	NCI	14-Sep-17
CDH1	Gene Name	hgnc:1748	CDH1	NCI	14-Sep-17
ATM	Gene Name	hgnc:795	ATM	DTC	5-Jun-23
PSMD12	Gene Symbol	hgnc:9557	PSMD12	HGNC	20230501
PSMD12	Gene Symbol	hgnc:9557	PSMD12	Ensembl	109
PSMD12	Gene Symbol	hgnc:9557	PSMD12	NCBI	20230501
SYP	Gene Symbol	hgnc:11506	SYP	HGNC	20230501
SYP	Gene Symbol	hgnc:11506	SYP	Ensembl	109
SYP	Gene Symbol	hgnc:11506	SYP	NCBI	20230501
PTGES3	Gene Name	hgnc:16049	PTGES3	DTC	5-Jun-23
RHOH	Gene Symbol	hgnc:686	RHOH	HGNC	20230501
RHOH	Gene Symbol	hgnc:686	RHOH	NCBI	20230501
RHOH	Gene Symbol	hgnc:686	RHOH	Ensembl	109
TNFAIP3	Gene Symbol	hgnc:11896	TNFAIP3	FoundationOneGenes	5-Jun-23
GPR25	Gene Symbol	hgnc:4480	GPR25	IDG	15-Jul-19
TMEM38B	Gene Symbol	hgnc:25535	TMEM38B	HGNC	20230501
TMEM38B	Gene Symbol	hgnc:25535	TMEM38B	Ensembl	109
TMEM38B	Gene Symbol	hgnc:25535	TMEM38B	NCBI	20230501
TMEM38B	Gene Symbol	hgnc:25535	TMEM38B	IDG	15-Jul-19
KNSTRN	Gene Symbol	hgnc:30767	KNSTRN	HGNC	20230501
KNSTRN	Gene Symbol	hgnc:30767	KNSTRN	Ensembl	109
KNSTRN	Gene Symbol	hgnc:30767	KNSTRN	NCBI	20230501
EGFR	Gene Name	hgnc:3236	EGFR	FDA	5-Jun-23
CALR	Gene Symbol	hgnc:1455	CALR	HGNC	20230501
CALR	Gene Symbol	hgnc:1455	CALR	NCBI	20230501
CALR	Gene Symbol	hgnc:1455	CALR	Ensembl	109
CALR	Gene Symbol	hgnc:1455	CALR	FoundationOneGenes	5-Jun-23
TFG	Gene Symbol	hgnc:11758	TFG	HGNC	20230501
TFG	Gene Symbol	hgnc:11758	TFG	NCBI	20230501
TFG	Gene Symbol	hgnc:11758	TFG	Ensembl	109
TFG	Gene Symbol	hgnc:11758	TFG	FoundationOneGenes	5-Jun-23
HNRNPC	Gene Symbol	hgnc:5035	HNRNPC	HGNC	20230501
HNRNPC	Gene Symbol	hgnc:5035	HNRNPC	Ensembl	109
HNRNPC	Gene Symbol	hgnc:5035	HNRNPC	NCBI	20230501
FIP1L1	Gene Symbol	hgnc:19124	FIP1L1	MskImpact	15-May
EIF1AX	Gene Symbol	hgnc:3250	EIF1AX	HGNC	20230501
EIF1AX	Gene Symbol	hgnc:3250	EIF1AX	Ensembl	109
EIF1AX	Gene Symbol	hgnc:3250	EIF1AX	NCBI	20230501
DTD2	Gene Symbol	hgnc:20277	DTD2	HGNC	20230501
ARNT	Gene Symbol	hgnc:700	ARNT	FoundationOneGenes	5-Jun-23
PTK7	Gene Symbol	hgnc:9618	PTK7	FoundationOneGenes	5-Jun-23
VHL	Gene Symbol	hgnc:12687	VHL	MskImpact	15-May
HDAC2	Gene Symbol	hgnc:4853	HDAC2	Tempus	11-Nov-18
ABCG2	Gene Name	hgnc:74	ABCG2	NCI	14-Sep-17
MAX	Gene Symbol	hgnc:6913	MAX	HGNC	20230501
MAX	Gene Symbol	hgnc:6913	MAX	NCBI	20230501
MAX	Gene Symbol	hgnc:6913	MAX	Ensembl	109
FRS2	Gene Symbol	hgnc:16971	FRS2	HGNC	20230501
FRS2	Gene Symbol	hgnc:16971	FRS2	NCBI	20230501
FRS2	Gene Symbol	hgnc:16971	FRS2	Ensembl	109
BRIP1	Gene Symbol	hgnc:20473	BRIP1	CarisMolecularIntelligence	5-Jun-23
GUCA2A	Gene Symbol	hgnc:4682	GUCA2A	HGNC	20230501
GUCA2A	Gene Symbol	hgnc:4682	GUCA2A	Ensembl	109
GUCA2A	Gene Symbol	hgnc:4682	GUCA2A	NCBI	20230501
GUCA2A	Gene Name	hgnc:4682	GUCA2A	NCI	14-Sep-17
EZH2	Gene Symbol	hgnc:3527	EZH2	Tempus	11-Nov-18
NR6A1	Gene Name	hgnc:7985	NR6A1	NCI	14-Sep-17
THBS2	Gene Symbol	hgnc:11786	THBS2	HGNC	20230501
THBS2	Gene Symbol	hgnc:11786	THBS2	Ensembl	109
THBS2	Gene Symbol	hgnc:11786	THBS2	NCBI	20230501
THBS2	Gene Name	hgnc:11786	THBS2	NCI	14-Sep-17
SETBP1	Gene Symbol	hgnc:15573	SETBP1	HGNC	20230501
SETBP1	Gene Symbol	hgnc:15573	SETBP1	NCBI	20230501
SETBP1	Gene Symbol	hgnc:15573	SETBP1	Ensembl	109
RPSA	Gene Symbol	hgnc:6502	RPSA	HGNC	20230501
RPSA	Gene Symbol	hgnc:6502	RPSA	NCBI	20230501
RPSA	Gene Symbol	hgnc:6502	RPSA	Ensembl	109
VRK2	Gene Symbol	hgnc:12719	VRK2	IDG	15-Jul-19
TP53	Gene Symbol	hgnc:11998	TP53	Oncomine	v3
BCL11B	Gene Symbol	hgnc:13222	BCL11B	HGNC	20230501
BCL11B	Gene Symbol	hgnc:13222	BCL11B	Ensembl	109
BCL11B	Gene Symbol	hgnc:13222	BCL11B	NCBI	20230501
SLC28A1	Gene Name	hgnc:11001	SLC28A1	DTC	5-Jun-23
POU2AF1	Gene Symbol	hgnc:9211	POU2AF1	HGNC	20230501
POU2AF1	Gene Symbol	hgnc:9211	POU2AF1	Ensembl	109
POU2AF1	Gene Symbol	hgnc:9211	POU2AF1	NCBI	20230501
POU2AF1	Gene Symbol	hgnc:9211	POU2AF1	CarisMolecularIntelligence	5-Jun-23
AFDN	Gene Symbol	hgnc:7137	AFDN	HGNC	20230501
AFDN	Gene Symbol	hgnc:7137	AFDN	Ensembl	109
AFDN	Gene Symbol	hgnc:7137	AFDN	NCBI	20230501
BAK1	Gene Symbol	hgnc:949	BAK1	HGNC	20230501
BAK1	Gene Symbol	hgnc:949	BAK1	NCBI	20230501
BAK1	Gene Symbol	hgnc:949	BAK1	Ensembl	109
KCNJ15	Gene Symbol	hgnc:6261	KCNJ15	IDG	15-Jul-19
ALK	Gene Symbol	hgnc:427	ALK	COSMIC	4-Sep-20
NOTCH3	Gene Symbol	hgnc:7883	NOTCH3	Oncomine	v3
POT1	Gene Symbol	hgnc:17284	POT1	HGNC	20230501
POT1	Gene Symbol	hgnc:17284	POT1	Ensembl	109
POT1	Gene Symbol	hgnc:17284	POT1	NCBI	20230501
FOXL2	Gene Symbol	hgnc:1092	FOXL2	MskImpact	15-May
COIL	Gene Symbol	hgnc:2184	COIL	HGNC	20230501
COIL	Gene Symbol	hgnc:2184	COIL	Ensembl	109
COIL	Gene Symbol	hgnc:2184	COIL	NCBI	20230501
HSP90AA1	Gene Symbol	hgnc:5253	HSP90AA1	CarisMolecularIntelligence	5-Jun-23
PDYN	Gene Name	hgnc:8820	PDYN	NCI	14-Sep-17
CDK4	Gene Symbol	hgnc:1773	CDK4	Tempus	11-Nov-18
SIGMAR1	Gene Name	hgnc:8157	SIGMAR1	DTC	5-Jun-23
FXN	Gene Name	hgnc:3951	FXN	NCI	14-Sep-17
IFNAR2	Gene Symbol	hgnc:5433	IFNAR2	Tempus	11-Nov-18
FPR1	Gene Name	hgnc:3826	FPR1	DTC	5-Jun-23
NFE2L2	Gene Symbol	hgnc:7782	NFE2L2	FoundationOneGenes	5-Jun-23
BTK	Gene Symbol	hgnc:1133	BTK	Tempus	11-Nov-18
CDK4	Gene Symbol	hgnc:1773	CDK4	FoundationOneGenes	5-Jun-23
NTRK2	Gene Symbol	hgnc:8032	NTRK2	Tempus	11-Nov-18
CHRNA4	Gene Name	hgnc:1958	CHRNA4	DTC	5-Jun-23
NUP93	Gene Symbol	hgnc:28958	NUP93	HGNC	20230501
NUP93	Gene Symbol	hgnc:28958	NUP93	Ensembl	109
NUP93	Gene Symbol	hgnc:28958	NUP93	NCBI	20230501
PHOSPHO1	Gene Symbol	hgnc:16815	PHOSPHO1	HGNC	20230501
PHOSPHO1	Gene Symbol	hgnc:16815	PHOSPHO1	Ensembl	109
PHOSPHO1	Gene Symbol	hgnc:16815	PHOSPHO1	NCBI	20230501
MT1E	Gene Symbol	hgnc:7397	MT1E	HGNC	20230501
MT1E	Gene Symbol	hgnc:7397	MT1E	NCBI	20230501
MT1E	Gene Symbol	hgnc:7397	MT1E	Ensembl	109
CD5	Gene Name	hgnc:1685	CD5	NCI	14-Sep-17
HTR5BP	Gene Symbol	hgnc:16291	HTR5BP	HGNC	20230501
HTR5BP	Gene Symbol	hgnc:16291	HTR5BP	NCBI	20230501
HTR5BP	Gene Symbol	hgnc:16291	HTR5BP	Ensembl	109
ENSEMBL:ENSG00000125631	Ensembl Gene ID	hgnc:16291	HTR5BP	RussLampel	26-Jul-11
CNBP	Gene Symbol	hgnc:13164	CNBP	HGNC	20230501
CNBP	Gene Symbol	hgnc:13164	CNBP	NCBI	20230501
CNBP	Gene Symbol	hgnc:13164	CNBP	Ensembl	109
COX6C	Gene Symbol	hgnc:2285	COX6C	CarisMolecularIntelligence	5-Jun-23
