gene_symbol,alias_symbol,intersect_point,source
C1D,"hC1D, LRP1, Rrp47, SUN-CoR, SUNCOR",LRP1,NCBI Info
GPNMB,"HGFIN, NMB, PLCA3",NMB,NCBI Info
NCOA2,"bHLHe75, GRIP1, KAT13C, NCoA-2, SRC2, TIF2",GRIP1,NCBI Info
DEAF1,"MRD24, NEDHELS, NUDR, SPN, VSVS, ZMYND5",SPN,NCBI Info
CHERP,"DAN16, SCAF6, SRA1",SRA1,NCBI Info
RNASEH2A,"AGS4, JUNB, RNASEHI, RNHIA, RNHL",JUNB,NCBI Info
SLCO1B1,"HBLRR, LST-1, LST1, OATP-C, OATP1B1, OATP2, OATPC, SLC21A6",LST1,NCBI Info
HEXIM1,"CLP1, EDG1, HIS1, MAQ1",CLP1,NCBI Info
IVNS1ABP,"ARA3, FLARA3, HSPC068, IMD70, KLHL39, ND1, NS-1, NS1-BP, NS1BP",ND1,NCBI Info
NPRL2,"FFEVF2, NPR2, NPR2L, TUSC4",NPR2,NCBI Info
IGF2BP1,"CRD-BP, CRDBP, IMP-1, IMP1, VICKZ1, ZBP1",ZBP1,NCBI Info
IGF2BP3,"CT98, IMP-3, IMP3, KOC, KOC1, VICKZ3",IMP3,NCBI Info
SCGB1D2,"LIPB, LPHB, LPNB",LIPB,NCBI Info
SCGB1D1,"LIPA, LPHA, LPNA",LIPA,NCBI Info
TNFSF13B,"BAFF, BLYS, CD257, DTL, TALL-1, TALL1, THANK, TNFSF20, TNLG7A, ZTNF4",DTL,NCBI Info
CERS1,"EPM8, GDF-1, GDF1, LAG1, LASS1, UOG1",GDF1,NCBI Info
RAI1,"SMCR, SMS",SMS,NCBI Info
SEPTIN9,"AF17q25, MSF, MSF1, NAPB, PNUTL4, SEPT9, SeptD1, SINT1",NAPB,NCBI Info
WASF3,"Brush-1, SCAR3, WAVE3",SCAR3,NCBI Info
PDE10A,"ADSD2, HSPDE10A, IOLOD, LINC00473, PDE10A19",LINC00473,NCBI Info
SRCAP,"DEHMBA, DOMO1, EAF1, FLHS, SWR1",EAF1,NCBI Info
POLR1G,"ASE-1, ASE1, CAST, CD3EAP, PAF49, RPA34",CAST,NCBI Info
SLC26A1,"CAON, CAON1, EDM4, HYSULF, SAT-1, SAT1",SAT1,NCBI Info
MMP24,"MMP-24, MMP25, MT-MMP 5, MT-MMP5, MT5-MMP, MT5MMP, MTMMP5",MMP25,NCBI Info
BRD8,"p120, SMAP, SMAP2",SMAP2,NCBI Info
UTS2,"PRO1068, U-II, UCN2, UII",UCN2,NCBI Info
MAPRE2,"CSCSC2, EB1, EB2, RP1",RP1,NCBI Info
CCNI,"CCNI1, CYC1, CYI",CYC1,NCBI Info
METAP2,"MAP2, MNPEP, p67eIF2",MAP2,NCBI Info
SLC38A3,"DEE102, G17, NAT1, SN1, SNAT3",NAT1,NCBI Info
TMSB15A,"Tb15, TbNB, TMSB15, TMSB15B, TMSL8, TMSNB",TMSB15B,NCBI Info
KDELR2,"ELP-1, ELP1, ERD2.2, OI21",ELP1,NCBI Info
RAB35,"H-ray, RAB1C, RAY",RAB1C,NCBI Info
LILRB3,"CD85A, HL9, ILT-5, ILT5, LILRA6, LIR-3, LIR3, PIR-B, PIRB",LILRA6,NCBI Info
SERPINB8P1,"PI8L1, SERPINB11, SERPINBP1",SERPINB11,NCBI Info
STON1,"SALF, SBLF, STN1, STNB1",STN1,NCBI Info
B4GAT1,"B3GN-T1, B3GNT1, B3GNT6, BETA3GNTI, iGAT, iGNT, MDDGA13",B3GNT6,NCBI Info
TENT4A,"LAK-1, LAK1, PAPD7, POLK, POLS, TRF4, TRF4-1, TRF41, TUTASE5",POLK,NCBI Info
NUS1P3,"C6orf68, NGBR, NUS1, YDD19",NUS1,NCBI Info
DIDO1,"BYE1, C20orf158, DATF-1, DATF1, DIDO2, DIDO3, DIO-1, DIO1, dJ885L7.8",DIO1,NCBI Info
RCAN3,"DSCR1L2, hRCN3, MCIP3, RCN3",RCN3,NCBI Info
CAPN10,"CANP10, NIDDM1",NIDDM1,NCBI Info
GLMN,"FAP, FAP48, FAP68, FKBPAP, GLML, GVM, VMGLOM",FAP,NCBI Info
BVES,"CARICK, HBVES, LGMD2X, LGMDR25, POP1, POPDC1",POP1,NCBI Info
NUDT4,"DIPP-2B, DIPP2, DIPP2alpha, DIPP2beta, HDCMB47P, NUDT4B",NUDT4B,NCBI Info
FSTL1,"FRP, FSL1, MIR198, OCC-1, OCC1, tsc36",MIR198,NCBI Info
INSL6,RIF1,RIF1,NCBI Info
LZTS1,"F37, FEZ1",FEZ1,NCBI Info
MAP4K5,"GCKR, KHS, KHS1, MAPKKKK5",GCKR,NCBI Info
PTENP1,"psiPTEN, PTEN-rs, PTEN2, PTENpg1, PTH2",PTH2,NCBI Info
CHEK2,"CDS1, CHK2, hCds1, HuCds1, LFS2, PP1425, RAD53, TPDS4",CDS1,NCBI Info
POLG2,"HP55, MTDPS16, MTDPS16A, MTDPS16B, MTPOLB, PEOA4, POLB, POLG-BETA, POLGB",POLB,NCBI Info
DUSP12,"DUSP1, YVH1",DUSP1,NCBI Info
NLRP1,"AIADK, CARD7, CIDED, CLR17.1, DEFCAP, DEFCAP-L/S, JRRP, MSPC, NAC, NALP1, PP1044, SLEV1, VAMAS1",MSPC,NCBI Info
CNKSR2,"CNK2, KSR2, MAGUIN, MRXSHG",KSR2,NCBI Info
TRAPPC8,"GSG1, HsT2706, KIAA1012, TRS85",GSG1,NCBI Info
CLSTN1,"ALC-ALPHA, alcalpha1, alcalpha2, CDHR12, CST-1, CSTN1, PIK3CD, XB31alpha",PIK3CD,NCBI Info
MAPRE3,"EB3, EBF3, EBF3-S, RP3",EBF3,NCBI Info
DUX4L1,"DUX10, DUX4",DUX4,NCBI Info
CYP2G1P,"CYP2G1, CYP2G2P, CYP2GP1",CYP2G2P,NCBI Info
GOLGA8A,"CFAP286, FAP286, GM88, GOLGA8B",GOLGA8B,NCBI Info
PDZD2,"AIPC, PAPIN, PDZK3, PIN1",PIN1,NCBI Info
RRP1B,"KIAA0179, Nnp1, NNP1L, PPP1R136, RRP1",RRP1,NCBI Info
MYCBP2,"Myc-bp2, PAM, Phr, PHR1",PAM,NCBI Info
NPIPB3,"KIAA0220L, NPIP, NPIPB, NPIPB5, NPIPL3",NPIPB5,NCBI Info
GRAMD4,DIP,DIP,NCBI Info
METAP1,"MAP1A, MetAP1A",MAP1A,NCBI Info
CYFIP1,"P140SRA-1, SHYC, SRA-1, SRA1",SRA1,NCBI Info
GANAB,"G2AN, GIIA, GIIalpha, GLUII, PKD3",PKD3,NCBI Info
PMPCA,"Alpha-MPP, CLA1, CPD3, INPP5E, MAS2, P-55, SCAR2",INPP5E,NCBI Info
SYT11,"SYT12, sytXI",SYT12,NCBI Info
EXOC7,"2-5-3p, BLOM4, EX070, EXO70, Exo70p, EXOC1, NEDSEBA, YJL085W",EXOC1,NCBI Info
DNAJC13,"PARK21, RME8",PARK21,NCBI Info
CLASP1,MAST1,MAST1,NCBI Info
CRTC1,"Mam-2, MAML2, MECT1, TORC-1, TORC1, WAMTP1",MAML2,NCBI Info
SRGAP2,"ARHGAP34, FNBP2, SRGAP2A, SRGAP3",SRGAP3,NCBI Info
KCNH4,"BEC2, ELK1, Kv12.3",ELK1,NCBI Info
SLC7A8,"LAT2, LPI-PC1",LAT2,NCBI Info
TRS-AGA2-3,"tRNA-SER, TRNAS2, TRNS, TRS-AGA2-4, TRS2",TRS-AGA2-4,NCBI Info
SF3B3,"RSE1, SAP130, SF3b130, STAF130",SAP130,NCBI Info
TGDS,"CATMANS, SDR2E1, TDPGD",CATMANS,NCBI Info
MACF1,"ABP620, ACF7, KIAA0754, LIS9, Lnc-PMIF, MACF, OFC4",OFC4,NCBI Info
RIMBP2,"PPP1R133, RBP2, RIM-BP2",RBP2,NCBI Info
CLCF1,"BSF-3, BSF3, CISS2, CLC, NNT-1, NNT1, NR6",CLC,NCBI Info
SEC14L2,"C22orf6, SPF, TAP, TAP1",TAP1,NCBI Info
DNPEP,"ASPEP, DAP",DAP,NCBI Info
GTPBP4,"CRFG, NGB, NOG1",NGB,NCBI Info
VSIG2,"2210413P10Rik, CTH, CTXL",CTH,NCBI Info
ORC3,"LAT, LATHEO, ORC3L",LAT,NCBI Info
TMEFF2,"CT120.2, HPP1, TENB2, TPEF, TR, TR-2",HPP1,NCBI Info
SGK3,"CISK, SGK2, SGKL",SGK2,NCBI Info
PRKD3,"EPK2, nPKC-NU, PKC-NU, PKD3, PRKCN",PKD3,NCBI Info
C3CER1,CER1,CER1,NCBI Info
PISD,"DJ858B16, dJ858B16.2, LIBF, PSD, PSDC, PSSC",PSD,NCBI Info
BRD1,"BRL, BRPF1, BRPF2",BRPF1,NCBI Info
APOL2,"APOL-II, APOL3",APOL3,NCBI Info
MTCH1,"CGI-64, PIG60, PSAP, SLC25A49",PSAP,NCBI Info
TP53TG3,"P53TG3, TP53TG3A, TP53TG3E, TP53TG3F","TP53TG3E, TP53TG3F",NCBI Info
LSM4,"GRP, YER112W",GRP,NCBI Info
PRDX5,"ACR1, AOEB166, B166, HEL-S-55, PLP, PMP20, PRDX6, prx-V, PRXV, SBBI10",PRDX6,NCBI Info
TXN2,"COXPD29, MT-TRX, MTRX, TRX2, TXN",TXN,NCBI Info
PRKD2,"HSPC187, nPKC-D2, PKD2",PKD2,NCBI Info
POLR1A,"A190, AFDCIN, HLD27, RPA1, RPA190, RPA194, RPO1-4, RPO14",RPA1,NCBI Info
CNRIP1,"C2orf32, CRIP-1, CRIP1",CRIP1,NCBI Info
NECTIN3,"CD113, CDW113, NECTIN-3, PPR3, PRR3, PVRL3, PVRR3","PPR3, PRR3",NCBI Info
PNKD,"BRP17, DYT8, FKSG19, FPD1, KIPP1184, MR-1, MR-1S, MR1, PDC, PKND1, PNKD1, R1, TAHCCP2","MR1, PDC",NCBI Info
REXO2,"CGI-114, REX2, RFN, SFN",SFN,NCBI Info
LRIG1,"LIG-1, LIG1",LIG1,NCBI Info
TMEM98,TADA1,TADA1,NCBI Info
ERC2,"CAST, CAST1, ELKSL, SPBC110, Spc110",CAST,NCBI Info
POLDIP2,"p38, PDIP38, POLD4",POLD4,NCBI Info
PHGDH,"3-PGDH, 3PGDH, HEL-S-113, NLS, NLS1, PDG, PGAD, PGD, PGDH, PHGDHD, SERA",PGD,NCBI Info
ARFGAP3,ARFGAP1,ARFGAP1,NCBI Info
AK5,AK6,AK6,NCBI Info
PTPN18,"BDP1, PTP-HSCF",BDP1,NCBI Info
DUX5,DUX1,DUX1,NCBI Info
ELP4,"AN, AN2, C11orf19, dJ68P15A.1, hELP4, PAX6NEB, PAXNEB",AN,NCBI Info
GAGE2E,"GAGE-2E, GAGE8",GAGE8,NCBI Info
RNU12-2P,"RNU12, RNU12P, U12",RNU12,NCBI Info
RNVU1-7,"RNU1-26P, RNU1-6, RNU1-6P, RNU1-9, RNU1-9P, RNVU1-9, vU1.7, vU1.9",RNU1-6P,NCBI Info
RNU1-27P,"RNU1-7, RNU1-7P",RNU1-7P,NCBI Info
RNU1-28P,"RNU1-8, RNU1-8P",RNU1-8P,NCBI Info
CHORDC1,CHP1,CHP1,NCBI Info
USP21,"USP16, USP23",USP16,NCBI Info
NPHP3,"CFAP31, MKS7, NPH3, RHPD, RHPD1, SLSN3",SLSN3,NCBI Info
SND1,"p100, TDRD11, TSN, Tudor-SN",TSN,NCBI Info
ST6GALNAC4,"IV, SIAT3-C, SIAT3C, SIAT7-D, SIAT7D, ST6GalNAc, ST6GALNACIV",IV,NCBI Info
KCNMB3,"BKBETA3, HBETA3, K(VCA)BETA-3, KCNMB2, KCNMBL, SLO-BETA-3, SLOBETA3",KCNMB2,NCBI Info
SDCBP2,"SITAC, SITAC18, ST-2, ST2",ST2,NCBI Info
CPAMD8,"ASGD8, K-CAP, VIP",VIP,NCBI Info
INGX,"ING1-like, ING2",ING2,NCBI Info
GLS2,"GA, GLS, hLGA, LGA",GLS,NCBI Info
HCAR1,"FKSG80, GPR104, GPR81, HCA1, LACR1, TA-GPCR, TAGPCR",HCA1,NCBI Info
SULT1C4,"SULT1C, SULT1C2",SULT1C2,NCBI Info
HPLH1,"FHL1, HLH1",FHL1,NCBI Info
RBMX,"hnRNP-G, HNRNPG, HNRPG, MRXS11, MRXSG, MRXSH, RBMXP1, RBMXRT, RNMX","MRXS11, RBMXP1",NCBI Info
TNRC18P2,"TNRC18, TNRC18B",TNRC18,NCBI Info
PCDH11X,"PCDH-X, PCDH-Y, PCDH11, PCDH11Y, PCDH22, PCDHX, PPP1R119",PCDH11Y,NCBI Info
STK39,"DCHT, PASK, SPAK",PASK,NCBI Info
DESI1,"D15Wsu75e, DeSI-1, DESI2, DJ347H13.4, FAM152B, POST, PPPDE2",DESI2,NCBI Info
SLCO4A1,"OATP-E, OATP1, OATP4A1, OATPE, OATPRP1, POAT, SLC21A12",OATP1,NCBI Info
IGHV3OR16-7,"IGH, IGHV, IGHV3/OR16-7, IGHV3OR167",IGH,NCBI Info
IGHV3-69-1,"IGH, IGHM, IGHV, IGHV3-11, IGHV3-H, IGHV3H, IgVH","IGH, IGHM, IGHV3-11",NCBI Info
IGHV3-38-3,"IGH, IGHV3-D, IGHV3D",IGH,NCBI Info
IGHD4-4,"DA4, IGHD44",DA4,NCBI Info
CDH19,"CDH7, CDH7L2",CDH7,NCBI Info
TRAV1-1,"TCRAV1S1, TCRAV7S1, TRAV11",TRAV11,NCBI Info
TRAC,"IMD7, TCRA, TRA, TRCA",TRA,NCBI Info
IGLC7,C7,C7,NCBI Info
MRPS28,"COXPD47, HSPC007, MRP-S28, MRP-S35, MRPS35",MRPS35,NCBI Info
MRPL13,"L13, L13A, L13mt, RPL13, RPML13, uL13m",RPL13,NCBI Info
CHMP4A,"C14orf123, CHMP4, CHMP4B, hSnf7-1, HSPC134, SHAX2, SNF7, SNF7-1, VPS32-1, VPS32A",CHMP4B,NCBI Info
LGALSL,"GRP, HSPC159",GRP,NCBI Info
CNIH4,"CNIH-4, CNIH2, HSPC163",CNIH2,NCBI Info
LGALS13,"GAL13, PLAC8, PP13",PLAC8,NCBI Info
USP25,USP21,USP21,NCBI Info
ANAPC2,APC2,APC2,NCBI Info
CCDC106,"HSU79303, ZNF581",ZNF581,NCBI Info
HOOK2,HK2,HK2,NCBI Info
PRICKLE4,"C6orf49, OBTP, OEBT, TOMM6",TOMM6,NCBI Info
LRP12,"ALS28, MIG13A, ST7",ST7,NCBI Info
A1CF,"ACF, ACF64, ACF65, APOBEC1CF, ASP",ACF,NCBI Info
SH3KBP1,"AGMX2, CD2BP3, CIN85, GIG10, HSB-1, HSB1, IMD61, MIG18",AGMX2,NCBI Info
CXXC1,"2410002I16Rik, 5830420C16Rik, CFP1, CGBP, hCGBP, HsT2645, PCCX1, PHF18, SPP1, ZCGPC1",SPP1,NCBI Info
CRNN,"C1orf10, DRC1, PDRC1, SEP53",DRC1,NCBI Info
ARHGEF4,"ASEF, ASEF1, GEF4, SMIM39, STM6",SMIM39,NCBI Info
AK3,"AK3L1, AK6, AKL3L, AKL3L1, FIX",AK6,NCBI Info
RNF141,"RFP141, ZFP26, ZNF230",ZNF230,NCBI Info
MMVP1,"MVP, PMV",MVP,NCBI Info
GOLT1B,"CGI-141, GCT2, GOT1, GOT1B, YMR292W",GOT1,NCBI Info
DESI2,"C1orf121, CGI-146, DESI, DeSI-2, DESI1, FAM152A, PNAS-4, PPPDE1",DESI1,NCBI Info
PLEKHA8P1,"FAPP-2, FAPP2, hFAPP2, PLEKHA8, PLEKHA9",PLEKHA8,NCBI Info
LAP3,"HEL-S-106, LAP, LAPEP, PEPS",LAP,NCBI Info
ATL1,"AD-FSP, atlastin1, FSP1, GBP3, HSN1D, SPG3, SPG3A",GBP3,NCBI Info
POLR1D,"AC19, POLR1C, RPA16, RPA9, RPAC2, RPC16, RPO1-3, TCS2",POLR1C,NCBI Info
MLXIPL,"bHLHd14, CHREBP, MIO, MLX, MONDOB, WBSCR14, WS-bHLH",MLX,NCBI Info
SEPSECS,"LP, PCH2D, SecS, SLA, SLA-p35, SLA/LP",SLA,NCBI Info
TRNT1,"CCA1, CGI-47, MtCCA, RPEM, SIFD",CCA1,NCBI Info
RMDN1,"CGI-90, FAM82B, RMD-1, RMD1",RMD1,NCBI Info
SBDS,"CGI-97, SDO1, SDS, SWDS",SDS,NCBI Info
MRTO4,"C1orf33, dJ657E11.4, MRT4",MRT4,NCBI Info
EGFL7,"NEU1, VE-STATIN, ZNEU1",NEU1,NCBI Info
DCXR,"DCR, HCR2, HCRII, KIDCR, P34H, PNTSU, SDR20C1, XR",DCR,NCBI Info
HSPA14,"HSP70-4, HSP70L1, MSANTD7",MSANTD7,NCBI Info
RSL24D1,"C15orf15, HRP-L30-iso, L30, RLP24, RPL24, RPL24L, TVAS3",RPL24,NCBI Info
CPA4,CPA3,CPA3,NCBI Info
NT5C3A,"cN-III, hUMP1, NT5C3, p36, P5'N-1, P5N-1, PN-I, POMP, PSN1, UMPH, UMPH1",POMP,NCBI Info
MRPL37,"L2mt, L37mt, mL37, MRP-L2, MRP-L37, MRPL2, RPML2",MRPL2,NCBI Info
MRPL30,"L28MT, L30MT, MRP-L28, MRP-L30, MRPL28, MRPL28M, RPML28, uL30m",MRPL28,NCBI Info
CLEC1B,"1810061I13Rik, CLEC2, CLEC2B, PRO1384, QDED721",CLEC2B,NCBI Info
SLC25A37,"HT015, MFRN, MFRN1, MSC, MSCP, PRO1278, PRO1584, PRO2217",MSC,NCBI Info
ARL17A,"ARF1P2, ARL17P1",ARF1P2,NCBI Info
MS4A4A,"4SPAN1, CD20-L1, CD20L1, HDCME31P, MS4A4, MS4A7",MS4A7,NCBI Info
FZR1,"CDC20C, CDH1, DEE109, FZR, FZR2, HCDH, HCDH1",CDH1,NCBI Info
HOOK1,HK1,HK1,NCBI Info
CSAD,"CSD, PCAP",PCAP,NCBI Info
POLK,"DINB1, DINP, POLQ",POLQ,NCBI Info
MAGEC2,"CT10, HCA587, MAGEE1",MAGEE1,NCBI Info
RNF138,"hNARF, HSD-4, NARF, STRIN",NARF,NCBI Info
NCKIPSD,"AF3P21, DIP, DIP1, ORF1, SPIN90, VIP54, WASLBP, WISH",DIP,NCBI Info
VTA1,"6orf55, C6orf55, DRG-1, DRG1, HSPC228, LIP5, My012, SBP1",DRG1,NCBI Info
ACKR4,"CC-CKR-11, CCBP2, CCR-11, CCR10, CCR11, CCRL1, CCX CKR, CCX-CKR, CKR-11, PPR1, VSHK1","CCR10, PPR1",NCBI Info
PTRH2,"BIT1, CFAP37, CGI-147, IMNEPD, PTH, PTH 2, PTH2","PTH, PTH2",NCBI Info
LSM8,NAA38,NAA38,NCBI Info
HECA,"dJ225E12.1, HDC, HDCL, HHDC",HDC,NCBI Info
WBP11,"BUG13, CFAP90, FAP90, NPWBP, PPP1R165, SIPP1, VCTERL, VCTRL, WBP-11",CFAP90,NCBI Info
WWOX,"D16S432E, DEE28, EIEE28, FOR, FRA16D, HHCMA56, PRO0128, SCAR12, SDR41C1, WOX1",FRA16D,NCBI Info
NUDT9,NUDT10,NUDT10,NCBI Info
UBASH3A,"CLIP4, STS-2, TULA, TULA-1",CLIP4,NCBI Info
SLCO1C1,"OATP-F, OATP-RP5, OATP1, OATP14, OATP1C1, OATPF, OATPRP5, SLC21A14",OATP1,NCBI Info
SLC38A2,"ATA2, PRO1068, SAT2, SNAT2",SAT2,NCBI Info
RBM27,"ARRS1, Psc1, ZC3H18, ZC3H20",ZC3H18,NCBI Info
STAG3L1,"STAG3L1P, STAG3L2, STAG3L3","STAG3L2, STAG3L3",NCBI Info
RIN2,"MACS, RASSF4",RASSF4,NCBI Info
NEURL1B,"hNeur2, neur2, NEURL3, RNF67B",NEURL3,NCBI Info
SMOX,"C20orf16, PAO, PAO-1, PAO1, PAOH, PAOH1, SMO",SMO,NCBI Info
ING3,"Eaf4, ING2, MEAF4, p47ING3",ING2,NCBI Info
UGT1A10,"GNT1, hUG-BR1, UDPGT, UGT-1A, UGT-1J, UGT1, UGT1-01, UGT1-10, UGT1.1, UGT1.10, UGT1A, UGT1A1, UGT1J","UGT1A, UGT1A1",NCBI Info
UGT1A8,"GNT1, hUG-BR1, UDPGT, UDPGT 1-1, UDPGT 1-8, UGT-1A, UGT-1H, UGT1, UGT1-01, UGT1-08, UGT1.1, UGT1.8, UGT1A, UGT1A1, UGT1A8S, UGT1H","UGT1A, UGT1A1",NCBI Info
UGT1A7,"GNT1, hUG-BR1, UDPGT, UDPGT 1-7, UGT-1A, UGT-1G, UGT1, UGT1-01, UGT1-07, UGT1.1, UGT1.7, UGT1A, UGT1A1, UGT1G","UGT1A, UGT1A1",NCBI Info
UGT1A6,"GNT1, HLUGP, HLUGP1, hUG-BR1, UDPGT, UDPGT 1-6, UGT-1A, UGT-1C, UGT-1E, UGT-1F, UGT1, UGT1-01, UGT1-03, UGT1-05, UGT1-06, UGT1.1, UGT1.3, UGT1.5, UGT1.6, UGT1A, UGT1A1, UGT1A3, UGT1A5, UGT1A6S, UGT1C, UGT1E, UGT1F","UGT1A, UGT1A1, UGT1A3, UGT1A5",NCBI Info
DDX56,"DDX21, DDX26, NOH61",DDX21,NCBI Info
UGT1A4,"GNT1, hUG-BR1, HUG-BR2, UDPGT, UDPGT 1-4, UGT-1A, UGT-1D, UGT1, UGT1-01, UGT1-04, UGT1.1, UGT1.4, UGT1A, UGT1A1, UGT1A4S, UGT1D","UGT1A, UGT1A1",NCBI Info
UGT1A1,"BILIQTL1, GNT1, HUG-BR1, UDPGT, UDPGT 1-1, UGT1, UGT1A",UGT1A,NCBI Info
SLC6A20,"IMINO, SIT1, XT3, Xtrp3",SIT1,NCBI Info
LEPROT,"LEPR, OB-RGRP, OBRGRP, VPS55",LEPR,NCBI Info
FBLIM1,"CAL, FBLP-1, FBLP1",FBLP1,NCBI Info
HYDIN,"CILD5, HYDIN1, HYDIN2, PPP1R31",HYDIN2,NCBI Info
PPP1R12C,"AAVS1, LENG3, MBS85, p84, p85",AAVS1,NCBI Info
NDE1,"HOM-TES-87, LIS4, MHAC, NDE, NUDE, NUDE1",MHAC,NCBI Info
PGPEP1,"PAP-I, Pcp, PGI, PGP, PGP-I, PGPI",PGP,NCBI Info
EPS8L1,"DRC3, EPS8R1, PP10566",DRC3,NCBI Info
PLPPR1,"LPPR1, PRG-3, PRG3",PRG3,NCBI Info
CHTF8,"CTF8, DERPC",DERPC,NCBI Info
THG1L,"hTHG1, ICF45, IHG-1, IHG1, SCAR28, THG1",IHG1,NCBI Info
AURKAIP1,"AIP, AKIP, MRP-S38, mS38",AIP,NCBI Info
RMND1,"bA351K16, bA351K16.3, C6orf96, COXPD11, RMD1",RMD1,NCBI Info
PHIP,"BRWD2, CHUJANS, DCAF14, DIDOD, ndrp, WDR11",WDR11,NCBI Info
MOCOS,"HMCS, MCS, MOS",MOS,NCBI Info
SLC52A1,"GPCR42, GPR172B, hRFT1, huPAR-2, PAR2, RBFVD, RFT1, RFVT1",RFT1,NCBI Info
MED9,MED25,MED25,NCBI Info
CRTAC1,"ASPIC, ASPIC1, CEP-68, CEP68, LOTUS",CEP68,NCBI Info
PRPF38B,NET1,NET1,NCBI Info
FBXW7,"AGO, CDC4, DEDHIL, FBW6, FBW7, FBX30, FBXO30, FBXW6, hAgo, hCdc4, SEL-10, SEL10",FBXO30,NCBI Info
CPPED1,CSTP1,CSTP1,NCBI Info
UFSP2,"BHD, C4orf20, DEE106, SEMDDR",BHD,NCBI Info
SIRPG,"bA77C3.1, CD172g, SIRP-B2, SIRPB2, SIRPgamma",SIRPB2,NCBI Info
CDKN2AIP,CARF,CARF,NCBI Info
FLVCR2,"C14orf58, CCT, EPV, FLVCRL14q, MFSD7C, PVHH, SLC49A2",CCT,NCBI Info
SLC48A1,"hHRG-1, HRG, HRG-1, HRG1",HRG,NCBI Info
ZNF446,"ZKSCAN20, ZSCAN30, ZSCAN52",ZSCAN30,NCBI Info
TRMU,"LCAL3, MTO2, MTU1, TRMT, TRMT1",TRMT1,NCBI Info
YEATS2,FAME4,FAME4,NCBI Info
ZNF83,"HPF1, ZNF816B",HPF1,NCBI Info
DEPDC1B,"BRCC3, XTP1",BRCC3,NCBI Info
LRIF1,"C1orf103, FSHD3, HBiX1, RIF1",RIF1,NCBI Info
PCID2,F10,F10,NCBI Info
METTL2B,"METL, METTL2, METTL2A, PSENIP1",METTL2A,NCBI Info
CENPJ,"BM032, CENP-J, CPAP, LAP, LIP1, MCPH6, Sas-4, SASS4, SCKL4",LAP,NCBI Info
BEX1,"BEX2, HBEX2, HGR74-h",BEX2,NCBI Info
GOLGA6B,"GOLGA, GOLGA6D",GOLGA6D,NCBI Info
ZNF395,"HDBP-2, HDBP2, HDRF-2, PBF, PRF-1, PRF1, Si-1-8-14",PRF1,NCBI Info
UNC45A,"GC-UNC45, GCUNC-45, GCUNC45, IRO039700, OOHE, SMAP-1, SMAP1, UNC-45A",SMAP1,NCBI Info
DMAP1,"DNMAP1, DNMTAP1, EAF2, MEAF2, SWC4",EAF2,NCBI Info
KLHL7,"CISS3, KLHL6, PERCHING, SBBI26",KLHL6,NCBI Info
CFC1,"CFC1B, CRYPTIC, DTGA2, HTX2",CFC1B,NCBI Info
NXF2,"CT39, TAPL-2, TCP11X2",TCP11X2,NCBI Info
MYDGF,"C19orf10, EUROIMAGE1875335, IL25, IL27, IL27w, R33729_1, SF20","IL25, IL27",NCBI Info
PCDHGA5,"CDH-GAMMA-A5, ME3, PCDH-GAMMA-A5",ME3,NCBI Info
PCDHA@,"CNR1, CNRS1",CNR1,NCBI Info
PCDHB11,"ME2, PCDH-BETA11",ME2,NCBI Info
PCDHA6,"CNR2, CNRN2, CNRS2, CRNR2, PCDH-ALPHA6",CNR2,NCBI Info
PCDHA4,"CNR1, CNRN1, CRNR1, PCDH-ALPHA4",CNR1,NCBI Info
KIAA1217,"ETL4, SKT",ETL4,NCBI Info
MRAP,"B27, C21orf61, FALP, FGD2, GCCD2, MRAP1","FGD2, GCCD2",NCBI Info
GKN1,"AMP18, BRICD1, CA11, FOV, foveolin",CA11,NCBI Info
PARD3,"ASIP, Baz, PAR3, PAR3alpha, PARD-3, PARD3A, PPP1R118, SE2-5L16, SE2-5LT1, SE2-5T2",ASIP,NCBI Info
LTB4R2,"BLT2, BLTR2, JULF2, KPG_004, LTB4-R 2, LTB4-R2, NOP9",NOP9,NCBI Info
TMPRSS4,"CAP2, CAPH2, MT-SP2, TMPRSS3","CAP2, TMPRSS3",NCBI Info
TWNK,"ATXN8, C10orf2, IOSCA, MTDPS7, PEO, PEO1, PEOA3, PRLTS5, SANDO, SCA8, TWINL",ATXN8,NCBI Info
ANKS1B,"AIDA, AIDA-1, ANKS2, cajalin-2, EB-1, EB1",AIDA,NCBI Info
PAK6,PAK5,PAK5,NCBI Info
SPPL2B,"IMP-4, IMP4, PSH4, PSL1",IMP4,NCBI Info
FEM1C,"EUROIMAGE686608, EUROIMAGE783647, FEM1A",FEM1A,NCBI Info
PMEPA1,"STAG1, TMEPAI",STAG1,NCBI Info
AKR1B10,"AKR1B11, AKR1B12, ALDRLn, ARL-1, ARL1, HIS, HSI",ARL1,NCBI Info
SELENON,"CFTD, CMYP3, MDRS1, RSMD1, RSS, SELN, SEPN1",RSS,NCBI Info
MCOLN1,"LECD, MG-2, ML1, ML4, MLIV, MST080, MSTP080, TRP-ML1, TRPM-L1, TRPML1",LECD,NCBI Info
ERGIC1,"AMC2, AMCN, ERGIC-32, ERGIC32, NET24",AMCN,NCBI Info
DANCR,"AGU2, ANCR, KIAA0114, lncRNA-ANCR, SNHG13",ANCR,NCBI Info
GJD2,"CX36, GJA9",GJA9,NCBI Info
