ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,alias_symbol
ENSG00000019991,HGF,4893,3082,"SF, F-TCF, HGFB, HPTA"
ENSG00000019995,ZRANB1,18224,54764,TRABID
ENSG00000020129,NCDN,17597,23154,"NCDN-1, NCDN-2"
ENSG00000020181,ADGRA2,17849,25960,"TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390"
ENSG00000020219,CCT8L1P,32153,155100,
ENSG00000020256,ZFP64,15940,55734,"FLJ10734, dJ831D17.1, FLJ12628, dJ548G19.1"
ENSG00000020426,MNAT1,7181,4331,"MAT1, RNF66"
ENSG00000020577,SAMD4A,23023,23034,"KIAA1053, DKFZP434H0350, Smaug, SMG, SMGA, hSmaug1"
ENSG00000020633,RUNX3,10473,864,"AML2, PEBP2A3"
ENSG00000020922,MRE11,7230,4361,ATLD
ENSG00000021300,PLEKHB1,19079,58473,"PHR1, KPL1"
ENSG00000021355,SERPINB1,3311,1992,"EI, PI2, LEI, MNEI"
ENSG00000021461,CYP3A43,17450,64816,
ENSG00000021488,SLC7A9,11067,11136,BAT1
ENSG00000021574,SPAST,11233,6683,"FSP2, ADPSP, KIAA1083"
ENSG00000021645,NRXN3,8010,9369,KIAA0743
ENSG00000021762,OSBPL5,16392,114879,"KIAA1534, ORP5, OBPH1"
ENSG00000021776,AQR,29513,9716,"KIAA0560, fSAP164, IBP160"
ENSG00000021826,CPS1,2323,1373,GATD6
ENSG00000021852,C8B,1353,732,
ENSG00000022267,FHL1,3702,2273,"SLIM1, KYO-T, bA535K18.1, FHL1B, XMPMA, FLH1A, MGC111107"
ENSG00000022277,RTF2,15890,51507,"HSPC164, CDAO5"
ENSG00000022355,GABRA1,4075,2554,EJM5
ENSG00000022556,NLRP2,22948,55655,"FLJ20510, PYPAF2, NBS1, PAN1, CLR19.9"
ENSG00000022567,SLC45A4,29196,57210,KIAA1126
ENSG00000022840,RNF10,10055,9921,"KIAA0262, RIE2"
ENSG00000022976,ZNF839,20345,55778,
ENSG00000023041,ZDHHC6,19160,64429,"ZNF376, FLJ21952"
ENSG00000023171,GRAMD1B,29214,57476,KIAA1201
ENSG00000023191,RNH1,10074,6050,RAI
ENSG00000023228,NDUFS1,7707,4719,CI-75k
ENSG00000023287,RB1CC1,15574,9821,"KIAA0203, Cc1, DRAGOU14, FIP200, ATG17, PPP1R131"
ENSG00000023318,ERP44,18311,23071,"KIAA0573, PDIA10"
ENSG00000023330,ALAS1,396,211,ALAS-H
ENSG00000023445,BIRC3,591,330,"cIAP2, hiap-1, MIHC, RNF49, MALT2, c-IAP2"
ENSG00000023516,AKAP11,369,11215,"KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44"
ENSG00000023572,GLRX2,16065,51022,"GRX2, bA101E13.1"
ENSG00000023608,SNAPC1,11134,6617,"SNAP43, PTFgamma"
ENSG00000023697,DERA,24269,51071,"CGI-26, DEOC"
ENSG00000023734,STRAP,30796,11171,"UNRIP, pt-wd, MAWD"
ENSG00000023839,ABCC2,53,1244,"DJS, MRP2, cMRP"
ENSG00000023892,DEF6,2760,50619,"IBP, SLAT, SWAP70L"
ENSG00000023902,PLEKHO1,24310,51177,"CKIP-1, OC120"
ENSG00000023909,GCLM,4312,2730,
ENSG00000024048,UBR2,21289,23304,"bA49A4.1, dJ392M17.3, KIAA0349"
ENSG00000024422,EHD2,3243,30846,
ENSG00000024526,DEPDC1,22949,55635,"DEP.8, FLJ20354, SDP35, DEPDC1A"
ENSG00000024862,CCDC28A,21098,25901,"CCRL1AP, DKFZp586D0623"
ENSG00000025039,RRAGD,19903,58528,"DKFZP761H171, bA11D8.2.1"
ENSG00000025156,HSF2,5225,3298,
ENSG00000025293,PHF20,16098,51230,"dJ1121G12.1, TDRD20A"
ENSG00000025423,HSD17B6,23316,8630,"HSE, RODH, SDR9C6"
ENSG00000025434,NR1H3,7966,10062,"LXR-a, RLD-1, LXRa"
ENSG00000025708,TYMP,3148,1890,
ENSG00000025770,NCAPH2,25071,29781,"384D8-2, hCAP-H2, CAP-H2"
ENSG00000025772,TOMM34,15746,10953,"TOM34, HTOM34P"
ENSG00000025796,SEC63,21082,11231,"SEC63L, PRO2507, ERdj2, DNAJC23"
ENSG00000025800,KPNA6,6399,23633,"IPOA7, KPNA7, MGC17918, FLJ11249"
ENSG00000026025,VIM,12692,7431,
ENSG00000026036,RTEL1-TNFRSF6B,44095,100533107,
ENSG00000026103,FAS,11920,355,"CD95, APO-1"
ENSG00000026297,RNASET2,21686,8635,"RNASE6PL, FLJ10907, bA514O12.3"
ENSG00000026508,CD44,1681,960,"IN, MC56, Pgp1, PGP-1, CD44R, HCELL, CSPG8, Hermes-1, CDw44, HUTCH-1, HUTCH-I, ECM-III, H-CAM"
ENSG00000026559,KCNG1,6248,3755,"Kv6.1, kH2, K13"
ENSG00000026652,AGPAT4,20885,56895,"LPAAT-delta, dJ473J16.2, LPAAT4, LPLAT4"
ENSG00000026751,SLAMF7,21394,57823,"CRACC, 19A, CS1, CD319"
ENSG00000026950,BTN3A1,1138,11119,"BT3.1, BTF5, CD277, BTN3.1"
ENSG00000027001,MIPEP,7104,4285,MIP
ENSG00000027075,PRKCH,9403,5583,"PKC-L, PKCL"
ENSG00000027644,INSRR,6093,3645,IRR
ENSG00000027697,IFNGR1,5439,3459,CD119
ENSG00000027847,B4GALT7,930,11285,"XGALT-1, beta4Gal-T7"
ENSG00000027869,SH2D2A,10821,9047,"TSAd, F2771"
ENSG00000028116,VRK2,12719,7444,
ENSG00000028137,TNFRSF1B,11917,7133,"TNFBR, TNFR80, TNF-R75, TNF-R-II, p75, CD120b"
ENSG00000028203,VEZT,18258,55591,DKFZP761C241
ENSG00000028277,POU2F2,9213,5452,OCT2
ENSG00000028310,BRD9,25818,65980,"FLJ13441, SMARCI2"
ENSG00000028528,SNX1,11172,6642,"SNX1A, MGC8664, HsT17379, Vps5"
ENSG00000028839,TBPL1,11589,9519,"TLP, STUD, TRF2, TLF"
ENSG00000029153,BMAL2,18984,56938,"MOP9, CLIF, PASD9, bHLHe6"
ENSG00000029363,BCLAF1,16863,9774,"KIAA0164, BTF"
ENSG00000029364,SLC39A9,20182,55334,"FLJ11274, ZIP9"
ENSG00000029534,ANK1,492,286,SPH1
ENSG00000029559,IBSP,5341,3381,"BSP, SP-II, BSP-II"
ENSG00000029639,TFB1M,17037,51106,"mtTFB, CGI-75"
ENSG00000029725,RABEP1,17677,9135,"neurocrescin, RAB5EP, RABPT5, rabaptin-5"
ENSG00000029993,HMGB3,5004,3149,"HMG2A, MGC90319"
ENSG00000030066,NUP160,18017,23279,"KIAA0197, FLJ22583"
ENSG00000030110,BAK1,949,578,"BCL2L7, BAK"
ENSG00000030304,MUSK,7525,4593,
ENSG00000030419,IKZF2,13177,22807,Helios
ENSG00000030582,GRN,4601,2896,"PCDGF, PGRN, CLN11"
ENSG00000031003,FAM13B,1335,51306,"N61, KHCHP, ARHGAP49"
ENSG00000031081,ARHGAP31,29216,57514,CDGAP
ENSG00000031691,CENPQ,21347,55166,"FLJ10545, CENP-Q"
ENSG00000031698,SARS1,10537,6301,SERS
ENSG00000031823,RANBP3,9850,8498,
ENSG00000032219,ARID4A,9885,5926,"RBP1, RBP-1"
ENSG00000032389,EIPR1,12383,7260,EIPR-1
ENSG00000032444,PNPLA6,16268,10908,"NTE, sws, iPLA2delta, SPG39"
ENSG00000032742,IFT88,20606,8100,"hTg737, Tg737, D13S1056E, MGC26259"
ENSG00000033011,ALG1,18294,56052,"HMT-1, HMAT1, CDG1K, Mat-1"
ENSG00000033030,ZCCHC8,25265,55596,DKFZp434E2220
ENSG00000033050,ABCF2,71,10061,"EST133090, ABC28, M-ABC1, HUSSY-18"
ENSG00000033100,CHPF2,29270,54480,"KIAA1402, ChSy-3, CSGlcA-T"
ENSG00000033122,LRRC7,18531,57554,"KIAA1365, densin-180"
ENSG00000033170,FUT8,4019,2530,
ENSG00000033178,UBA6,25581,55236,FLJ10808
ENSG00000033327,GAB2,14458,9846,KIAA0571
ENSG00000033627,ATP6V0A1,865,535,"a1, Vph1, Stv1"
ENSG00000033800,PIAS1,2752,8554,"GBP, GU/RH-II, ZMIZ3"
ENSG00000033867,SLC4A7,11033,9497,"NBC3, SBC2"
ENSG00000034053,APBA2,579,321,"D15S1518E, LIN-10, MGC:14091, HsT16821"
ENSG00000034152,MAP2K3,6843,5606,"MEK3, MKK3, MAPKK3, SAPKK2"
ENSG00000034239,CLXN,25678,79645,"FLJ11767, ODAD5"
ENSG00000034510,TMSB10,11879,9168,TB10
ENSG00000034533,ASTE1,25021,28990,HT001
ENSG00000034677,RNF19A,13432,25897,"dorfin, DKFZp566B1346"
ENSG00000034693,PEX3,8858,8504,
ENSG00000034713,GABARAPL2,13291,11345,"GEF2, ATG8, GATE16, GATE-16, ATG8C"
ENSG00000034971,MYOC,7610,4653,"TIGR, JOAG1"
ENSG00000035115,SH3YL1,29546,26751,"Ray, DKFZP586F1318"
ENSG00000035141,FAM136A,25911,84908,FLJ14668
ENSG00000035403,VCL,12665,7414,VINC
ENSG00000035499,DEPDC1B,24902,55789,"XTP1, BRCC3"
ENSG00000035664,DAPK2,2675,23604,"DRP-1, MGC119312"
ENSG00000035681,NSMAF,8017,8439,"FAN, GRAMD5"
ENSG00000035687,ADSS2,292,159,
ENSG00000035720,STAP1,24133,26228,"STAP-1, BRDG1"
ENSG00000035862,TIMP2,11821,7077,CSC-21K
ENSG00000035928,RFC1,9969,5981,"A1, PO-GA, RFC140, MHCBFB"
ENSG00000036054,TBC1D23,25622,55773,FLJ11046
ENSG00000036257,CUL3,2553,8452,
ENSG00000036448,MYOM2,7614,9172,
ENSG00000036473,OTC,8512,5009,"OTCase, OTCD, OTC1"
ENSG00000036530,CYP46A1,2641,10858,
ENSG00000036549,ZZZ3,24523,26009,"DKFZP564I052, ATAC1"
ENSG00000036565,SLC18A1,10934,6570,CGAT
ENSG00000036672,USP2,12618,9099,UBP41
ENSG00000036828,CASR,1514,846,"FHH, NSHPT, GPRC2A"
ENSG00000037042,TUBG2,12419,27175,
ENSG00000037241,RPL26L1,17050,51121,
ENSG00000037280,FLT4,3767,2324,"VEGFR3, PCL, VEGFR-3"
ENSG00000037474,NSUN2,25994,54888,"FLJ20303, TRM4, Misu, SAKI"
ENSG00000037637,FBXO42,29249,54455,"KIAA1332, Fbx42"
ENSG00000037749,MFAP3,7034,4238,
ENSG00000037757,MRI1,28469,84245,"MGC3207, Ypr118w, mtnA, MRDI"
ENSG00000037897,METTL1,7030,4234,"TRM8, TRMT8"
ENSG00000037965,HOXC8,5129,3224,
ENSG00000038002,AGA,318,175,ASRG
ENSG00000038210,PI4K2B,18215,55300,"PI4KIIB, FLJ11105, PIK42B"
ENSG00000038219,BOD1L1,31792,259282,"FLJ33215, KIAA1327"
ENSG00000038274,MAT2B,6905,27430,"MATIIbeta, SDR23E1"
ENSG00000038295,TLL1,11843,7092,
ENSG00000038358,EDC4,17157,23644,"RCD-8, Ge-1, HEDLS"
ENSG00000038382,TRIO,12303,7204,ARHGEF23
ENSG00000038427,VCAN,2464,1462,PG-M
ENSG00000038532,CLEC16A,29013,23274,Gop-1
ENSG00000038945,MSR1,7376,4481,"SCARA1, CD204, SR-AI, SR-AII, SR-AIII, SR-A"
ENSG00000039068,CDH1,1748,999,"uvomorulin, CD324"
ENSG00000039123,MTREX,18734,23517,"Mtr4, Dob1, fSAP118"
ENSG00000039139,DNAH5,2950,1767,"Dnahc5, HL1, PCD, CILD3, KTGNR"
ENSG00000039319,ZFYVE16,20756,9765,"KIAA0305, PPP1R69"
ENSG00000039523,RIPOR1,25836,79567,FLJ13725
ENSG00000039537,C6,1339,729,
ENSG00000039560,RAI14,14873,26064,"NORPEG, KIAA1334, RAI13, DKFZp564G013"
ENSG00000039600,SOX30,30635,11063,
ENSG00000039650,PNKP,9154,11284,PNK
ENSG00000039987,BEST2,17107,54831,FLJ20132
ENSG00000040199,PHLPP2,29149,23035,"KIAA0931, PPM3B"
ENSG00000040275,SPDL1,26010,54908,"FLJ20364, hSpindly"
ENSG00000040341,STAU2,11371,27067,39K2
ENSG00000040487,SLC66A1,26001,54896,"FLJ20320, LAAT-1, LAAT1"
ENSG00000040531,CTNS,2518,1497,"CTNS-LSB, PQLC4, SLC66A4"
ENSG00000040608,RTN4R,18601,65078,NOGOR
ENSG00000040633,PHF23,28428,79142,"MGC2941, FLJ16355"
ENSG00000040731,CDH10,1749,1008,
ENSG00000040933,INPP4A,6074,3631,
ENSG00000041353,RAB27B,9767,5874,
ENSG00000041357,PSMA4,9533,5685,"HC9, HsT17706"
ENSG00000041515,MYO16,29822,23026,"MYR8, KIAA0865, Myo16b, NYAP3, PPP1R107"
ENSG00000041802,LSG1,25652,55341,FLJ11301
ENSG00000041880,PARP3,273,10039,"ADPRT3, IRT1, hPARP-3, pADPRT-3, ARTD3"
ENSG00000041982,TNC,5318,3371,"TN, MGC167029"
ENSG00000041988,THAP3,20855,90326,
ENSG00000042062,RIPOR3,16168,140876,"dJ530I15.2, dJ530I15.3"
ENSG00000042088,TDP1,18884,55775,"FLJ11090, SCAN1"
ENSG00000042286,AIFM2,21411,84883,"FLJ14497, PRG3, FSP1"
ENSG00000042304,SLC19A4P,25344,56918,DKFZp547H025
ENSG00000042317,SPATA7,20423,55812,HSD3
ENSG00000042429,MED17,2375,9440,"CRSP77, TRAP80, DRIP80, SRB4"
ENSG00000042445,RETSAT,25991,54884,FLJ20296
ENSG00000042493,CAPG,1474,822,MCP
ENSG00000042753,AP2S1,565,1175,"FBHOk, FBH3"
ENSG00000042781,USH2A,12601,7399,RP39
ENSG00000042813,ZPBP,15662,11055,"SP38, ZPBP1"
ENSG00000042832,TG,11764,7038,"TGN, AITD3"
ENSG00000042980,ADAM28,206,10863,"eMDCII, MDC-Lm, MDC-Ls, ADAM23"
ENSG00000043039,BARX2,956,8538,
ENSG00000043093,DCUN1D1,18184,54165,"RP42, SCRO, DCUN1L1, Tes3, SCCRO"
ENSG00000043143,JADE2,22984,23338,"KIAA0239, JADE-2"
ENSG00000043355,ZIC2,12873,7546,HPE5
ENSG00000043462,LCP2,6529,3937,SLP-76
ENSG00000043514,TRIT1,20286,54802,"FLJ20061, IPT"
ENSG00000043591,ADRB1,285,153,
ENSG00000044012,GUCA2B,4683,2981,
ENSG00000044090,CUL7,21024,9820,dJ20C7.5
ENSG00000044115,CTNNA1,2509,1495,CAP102
ENSG00000044446,PHKA2,8926,5256,
ENSG00000044459,CNTLN,23432,54875,"FLJ20276, bA340N12.1, OTTHUMG00000019597"
ENSG00000044524,EPHA3,3387,2042,"HEK, HEK4"
ENSG00000044574,HSPA5,5238,3309,BiP
ENSG00000046604,DSG2,3049,1829,CDHF5
ENSG00000046647,GEMIN8,26044,54960,FLJ20514
ENSG00000046651,OFD1,2567,8481,"71-7A, JBTS10"
ENSG00000046653,GPM6B,4461,2824,"M6B, MGC17150, MGC54284"
ENSG00000046774,MAGEC2,13574,51438,"CT10, MAGE-C2, HCA587"
ENSG00000046889,PREX2,22950,80243,"DEP.2, FLJ12987, P-REX2, PPP1R129"
ENSG00000047056,WDR37,31406,22884,KIAA0982
ENSG00000047188,YTHDC2,24721,64848,"FLJ2194, FLJ10053, DKFZp564A186"
ENSG00000047230,CTPS2,2520,56474,GATD5B
ENSG00000047249,ATP6V1H,18303,51606,"CGI-11, SFD, VMA13, SFDalpha, SFDbeta"
ENSG00000047315,POLR2B,9188,5431,RPB2
ENSG00000047346,ATOSA,25609,56204,FLJ10980
ENSG00000047365,ARAP2,16924,116984,PARX
ENSG00000047410,TPR,12017,7175,
ENSG00000047457,CP,2295,1356,AB073614
ENSG00000047578,KATNIP,29068,23247,JBTS26
ENSG00000047579,DTNBP1,17328,84062,"Dysbindin, My031, HPS7, DBND, BLOC1S8"
ENSG00000047597,XK,12811,7504,"XKR1, Kx, X1k"
ENSG00000047617,ANO2,1183,57101,
ENSG00000047621,FERRY3,1184,57102,Fy-3
ENSG00000047634,SCML1,10580,6322,
ENSG00000047644,WWC3,29237,55841,"KIAA1280, BM042"
ENSG00000047648,ARHGAP6,676,395,rhoGAPX-1
ENSG00000047662,FAM184B,29235,27146,KIAA1276
ENSG00000047849,MAP4,6862,4134,
ENSG00000047932,GOPC,17643,57120,"dJ94G16.2, PIST, FIG, GOPC1, CAL"
ENSG00000047936,ROS1,10261,6098,"MCF3, ROS, c-ros-1"
ENSG00000048028,USP28,12625,57646,KIAA1515
ENSG00000048052,HDAC9,14065,9734,"KIAA0744, HDAC, MITR, HD7, HDAC7B"
ENSG00000048140,TSPAN17,13594,26262,FBX23
ENSG00000048162,NOP16,26934,51491,"HSPC111, HSPC185, LOC51491"
ENSG00000048342,CC2D2A,29253,57545,"KIAA1345, MKS6, JBTS9"
ENSG00000048392,RRM2B,17296,50484,p53R2
ENSG00000048405,ZNF800,27267,168850,
ENSG00000048462,TNFRSF17,11913,608,"BCM, CD269, TNFRSF13A"
ENSG00000048471,SNX29,30542,92017,FLJ12363
ENSG00000048540,LMO3,6643,55885,"Rhom-3, DAT1"
ENSG00000048544,MRPS10,14502,55173,"FLJ10567, uS10m"
ENSG00000048545,GUCA1A,4678,2978,"GCAP, GCAP1, COD3, dJ139D8.6, CORD14, GCAP-I, GCAP-1"
ENSG00000048649,RSF1,18118,51773,"XAP8, RSF-1, p325"
ENSG00000048707,VPS13D,23595,55187,"FLJ10619, KIAA0453, BLTP5D"
ENSG00000048740,CELF2,2550,10659,"Etr-3, NAPOR-2, BRUNOL3"
ENSG00000048828,FAM120A,13247,23196,"KIAA0183, OSSA"
ENSG00000048991,R3HDM1,9757,23518,KIAA0029
ENSG00000049089,COL9A2,2218,1298,MED
ENSG00000049130,KITLG,6343,4254,"SCF, SF, Kitl, KL-1, FPH2, SLF, DFNA69"
ENSG00000049167,ERCC8,3439,1161,CSA
ENSG00000049192,ADAMTS6,222,11174,ADAM-TS6
ENSG00000049239,H6PD,4795,9563,H6PDH
ENSG00000049245,VAMP3,12644,9341,CEB
ENSG00000049246,PER3,8847,8863,
ENSG00000049247,UTS2,12636,10911,"UII, U-II, UCN2, PRO1068"
ENSG00000049249,TNFRSF9,11924,3604,"CD137, 4-1BB"
ENSG00000049283,EPN3,18235,55040,"FLJ20778, MGC129899"
ENSG00000049323,LTBP1,6714,4052,
ENSG00000049449,RCN1,9934,5954,"Rcal, PIG20, FLJ37041"
ENSG00000049540,ELN,3327,2006,"WBS, WS, SVAS"
ENSG00000049541,RFC2,9970,5982,"A1, RFC40"
ENSG00000049618,ARID1B,18040,57492,"KIAA1235, ELD/OSA1, p250R, BAF250b, DAN15, 6A3-5, SMARCF2"
ENSG00000049656,CLPTM1L,24308,81037,"FLJ14400, CRR9"
ENSG00000049759,NEDD4L,7728,23327,"KIAA0439, RSP5, NEDD4-2"
ENSG00000049768,FOXP3,6106,50943,"JM2, XPID, AIID, PIDX, DIETER, SCURFIN"
ENSG00000049769,PPP1R3F,14944,89801,Hb2E
ENSG00000049860,HEXB,4879,3074,
ENSG00000049883,PTCD2,25734,79810,FLJ12598
ENSG00000050030,NEXMIF,29433,340533,"XPN, MRX98, KIDLIA"
ENSG00000050130,JKAMP,20184,51528,"HSPC213, JAMP, HSPC327, CDA06"
ENSG00000050165,DKK3,2893,27122,"REIC, RIG, CRRL"
ENSG00000050327,ARHGEF5,13209,7984,"TIM, TIM1, GEF5, P60"
ENSG00000050344,NFE2L3,7783,9603,Nrf3
ENSG00000050393,MCUR1,21097,63933,FLJ20958
ENSG00000050405,LIMA1,24636,51474,EPLIN
ENSG00000050426,LETMD1,24241,25875,"HCCR1, HCCR, HCCR-2, HCCR-1, HCCR2, SLC55A3"
ENSG00000050438,SLC4A8,11034,9498,NBC3
ENSG00000050555,LAMC3,6494,10319,DKFZp434E202
ENSG00000050628,PTGER3,9595,5733,"EP3, lnc003875"
ENSG00000050730,TNIP3,19315,79931,"LIND, FLJ21162, ABIN-3"
ENSG00000050748,MAPK9,6886,5601,"JNK2, p54a, SAPK"
ENSG00000050767,COL23A1,22990,91522,DKFZp434K0621
ENSG00000050820,BCAR1,971,9564,"P130Cas, Crkas, CAS, CASS1"
ENSG00000051009,FHIP1B,25378,84067,"FLJ22665, KIAA1759, DKFZP566M1046, FHIP"
ENSG00000051108,HERPUD1,13744,9709,"KIAA0025, Mif1, HERP, SUP"
ENSG00000051128,HOMER3,17514,9454,HOMER-3
ENSG00000051180,RAD51,9817,5888,"HsRad51, HsT16930, BRCC5, FANCR"
ENSG00000051341,POLQ,9186,10721,POLH
ENSG00000051382,PIK3CB,8976,5291,
ENSG00000051523,CYBA,2577,1535,"p22-PHOX, p22phox"
ENSG00000051596,THOC3,19072,84321,"TEX1, MGC5469"
ENSG00000051620,HEBP2,15716,23593,SOUL
ENSG00000051825,MPHOSPH9,7215,10198,MPP9
ENSG00000052126,PLEKHA5,30036,54477,"PEPP2, KIAA1686, FLJ10667"
ENSG00000052344,PRSS8,9491,5652,CAP1
ENSG00000052723,SIKE1,26119,80143,"FLJ21168, SIKE"
ENSG00000052749,RRP12,29100,23223,
ENSG00000052795,FNIP2,29280,57600,"KIAA1450, FNIPL, MAPO1"
ENSG00000052802,MSMO1,10545,6307,"DESP4, ERG25"
ENSG00000052841,TTC17,25596,55761,FLJ10890
ENSG00000052850,ALX4,450,60529,"FPP, PFM, KIAA1788"
ENSG00000053108,FSTL4,21389,23105,KIAA1061
ENSG00000053254,FOXN3,1928,1112,
ENSG00000053328,METTL24,21566,728464,dJ71D21.2
ENSG00000053371,AKR7A2,389,8574,AFAR
ENSG00000053372,MRTO4,18477,51154,"dJ657E11.4, MRT4"
ENSG00000053438,NNAT,7860,4826,Peg5
ENSG00000053501,USE1,30882,55850,"p31, SLT1, MDS032, D12"
ENSG00000053524,MCF2L2,30319,23101,"KIAA0861, ARHGEF22"
ENSG00000053702,NRIP2,23078,83714,DKFZP761G1913
ENSG00000053747,LAMA3,6483,3909,"nicein-150kDa, kalinin-165kDa, BM600-150kDa, epiligrin"
ENSG00000053770,AP5M1,20192,55745,"FLJ10813, MuD, mu5"
ENSG00000053900,ANAPC4,19990,29945,APC4
ENSG00000053918,KCNQ1,6294,3784,"Kv7.1, KCNA8, KVLQT1, JLNS1, LQT1"
ENSG00000054116,TRAPPC3,19942,27095,BET3
ENSG00000054118,THRAP3,22964,9967,"TRAP150, BCLAF2"
ENSG00000054148,PHPT1,30033,29085,"PHP14, HSPC141, CGI-202, DKFZp564M173, bA216L13.10"
ENSG00000054179,ENTPD2,3364,954,NTPDase-2
ENSG00000054219,LY75,6729,4065,"DEC-205, CLEC13B, CD205"
ENSG00000054267,ARID4B,15550,51742,"BCAA, BRCAA1, SAP180"
ENSG00000054277,OPN3,14007,23596,"ERO, NMO-1, encephalopsin, PPP1R116"
ENSG00000054282,SDCCAG8,10671,10806,"NY-CO-8, CCCAP, SLSN7, NPHP10, BBS16"
ENSG00000054356,PTPRN,9676,5798,"IA-2, ICA512"
ENSG00000054392,HHAT,18270,55733,"FLJ10724, MART-2, MART2, Skn, ski, rasp, sit, GUP2"
ENSG00000054523,KIF1B,16636,23095,"KIAA0591, KLP, HMSNII"
ENSG00000054598,FOXC1,3800,2296,"FREAC3, ARA, IGDA, IHG1"
ENSG00000054611,TBC1D22A,1309,25771,
ENSG00000054654,SYNE2,17084,23224,"SYNE-2, DKFZP434H2235, Nesprin-2, NUANCE, NUA, KIAA1011, Nesp2"
ENSG00000054690,PLEKHH1,17733,57475,KIAA1200
ENSG00000054793,ATP9A,13540,10079,"KIAA0611, ATPIIA"
ENSG00000054796,SPO11,11250,23626,"CT35, SPATA43, TOPVIA, TOPOVIA"
ENSG00000054803,CBLN4,16231,140689,dJ885A10.1
ENSG00000054938,CHRDL2,24168,25884,BNF1
ENSG00000054965,FAM168A,28999,23201,TCRP1
ENSG00000054967,RELT,13764,84957,FLJ14993
ENSG00000054983,GALC,4115,2581,
ENSG00000055044,NOP58,29926,51602,"NOP5, HSPC120"
ENSG00000055070,SZRD1,30232,26099,DKFZp566C0424
ENSG00000055118,KCNH2,6251,3757,"Kv11.1, HERG, erg1"
ENSG00000055130,CUL1,2551,8454,
ENSG00000055147,FAM114A2,1333,10827,133K02
ENSG00000055163,CYFIP2,13760,26999,PIR121
ENSG00000055208,TAB2,17075,23118,KIAA0733
ENSG00000055211,GINM1,21074,116254,dJ12G14.2
ENSG00000055332,EIF2AK2,9437,5610,"PKR, PPP1R83"
ENSG00000055483,USP36,20062,57602,"KIAA1453, FLJ12851"
ENSG00000055609,KMT2C,13726,58508,"KIAA1506, HALR"
ENSG00000055732,MCOLN3,13358,55283,"TRPML3, FLJ11006, TRP-ML3"
ENSG00000055813,CCDC85A,29400,114800,KIAA1912
ENSG00000055917,PUM2,14958,23369,"PUMH2, KIAA0235"
ENSG00000055950,MRPL43,14517,84545,"bMRP36a, mL43"
ENSG00000055955,ITIH4,6169,3700,"IHRP, H4P"
ENSG00000055957,ITIH1,6166,3697,"H1P, IATIH, ITIH"
ENSG00000056050,HPF1,26051,54969,FLJ20534
ENSG00000056097,ZFR,17277,51663,"ZFR1, SPG71"
ENSG00000056277,ZNF280C,25955,55609,"FLJ20095, ZNF633, ZPET"
ENSG00000056291,NPFFR2,4525,10886,"NPFF2, NPGPR"
ENSG00000056487,PHF21B,25161,112885,"BHC80L, FLJ34161"
ENSG00000056558,TRAF1,12031,7185,EBI6
ENSG00000056586,RC3H2,21461,54542,"FLJ20301, FLJ20713, RNF164"
ENSG00000056736,IL17RB,18015,55540,"IL17RH1, EVI27, CRL4"
ENSG00000056972,TRAF3IP2,1343,10758,"DKFZP586G0522, ACT1, CIKS"
ENSG00000056998,GYG2,4700,8908,GN-2
ENSG00000057019,DCBLD2,24627,131566,"CLCP1, ESDN"
ENSG00000057149,SERPINB3,10569,6317,"T4-A, HsT1196"
ENSG00000057252,SOAT1,11177,6646,"ACAT, ACAT1"
ENSG00000057294,PKP2,9024,5318,
ENSG00000057468,MSH4,7327,4438,
ENSG00000057593,F7,3544,2155,
ENSG00000057608,GDI2,4227,2665,RABGDIB
ENSG00000057657,PRDM1,9346,639,"PRDI-BF1, Blimp-1"
ENSG00000057663,ATG5,589,9474,"ASP, APG5, hAPG5"
ENSG00000057704,TMCC3,29199,57458,KIAA1145
ENSG00000057757,PITHD1,25022,57095,"HT014, TXNL1CL"
ENSG00000057935,MTA3,23784,57504,KIAA1266
ENSG00000058056,USP13,12611,8975,IsoT-3
ENSG00000058063,ATP11B,13553,23200,"ATPIF, ATPIR, KIAA0956"
ENSG00000058085,LAMC2,6493,3918,"nicein-100kDa, kalinin-105kDa, BM600-100kDa"
ENSG00000058091,CDK14,8883,5218,PFTAIRE1
ENSG00000058262,SEC61A1,18276,29927,
ENSG00000058272,PPP1R12A,7618,4659,"MBS, M130"
ENSG00000058335,RASGRF1,9875,5923,"CDC25L, CDC25, GRF55, H-GRF55, GNRP, PP13187"
ENSG00000058404,CAMK2B,1461,816,"CAM2, CAMK2, CaMKIIβ"
ENSG00000058453,CROCC,21299,9696,"rootletin, ROLT, CROCC1"
ENSG00000058600,POLR3E,30347,55718,"RPC5, SIN, FLJ10509, C37"
ENSG00000058668,ATP2B4,817,493,PMCA4
ENSG00000058673,ZC3H11A,29093,9877,KIAA0663
ENSG00000058729,RIOK2,18999,55781,FLJ11159
ENSG00000058799,YIPF1,25231,54432,"DJ167A19.1, FinGER1, Yip5a, YIPFbeta3A"
ENSG00000058804,NDC1,25525,55706,"FLJ10407, NET3"
ENSG00000058866,DGKG,2853,1608,
ENSG00000059122,FLYWCH1,25404,84256,DKFZp761A132
ENSG00000059145,UNKL,14184,64718,"ZC3HDC5L, ZC3H5L, FLJ23360"
