HGNC ID	Approved symbol	Chromosome	NCBI Gene ID	Ensembl gene ID	OMIM ID(supplied by OMIM)	UniProt ID(supplied by UniProt)
HGNC:53305	LINC02382	4q33	100506107	ENSG00000250968		
HGNC:53306	LINC02383	4p13	105374436	ENSG00000248143		
HGNC:53307	SMUG1-AS1	12q13.13	105369776	ENSG00000283073		
HGNC:53308	LINC02384	12q15	100507195	ENSG00000251301		
HGNC:53309	LINC02385	12q23.3	105369948	ENSG00000257193		
HGNC:5331	NOD2	16q12.1	64127	ENSG00000167207	605956	Q9HC29
HGNC:53311	SOX5-AS1	12p12.1	101928471	ENSG00000256120		
HGNC:53312	LINC02386	12p11.22	105369717	ENSG00000257756		
HGNC:53313	LINC02387	12p11.21	101929027	ENSG00000256232		
HGNC:53314	ADGRD1-AS1	12q24.33	105755954	ENSG00000256151		
HGNC:53315	LINC02388	12q14.1	101927653	ENSG00000257259		
HGNC:53316	LINC02389	12q14.3	400046	ENSG00000255693		
HGNC:53317	LINC02390	12p13.31	105369652	ENSG00000256582		
HGNC:53318	LINC02391	12q22	101930023	ENSG00000277851		
HGNC:53319	LINC02392	12q21.33	105369893	ENSG00000258183		
HGNC:5332	IBD2	12p13.2-q24.1				
HGNC:53320	LINC02393	12q24.32	400087	ENSG00000256597		
HGNC:53321	LINC02394	12q21.1	105369841	ENSG00000258332		
HGNC:53322	LINC02395	12q13.12	101927292	ENSG00000257771		
HGNC:53323	LINC02397	12q22	100507616	ENSG00000205056		
HGNC:53324	TMEM132D-AS2	12q24.33	101927735	ENSG00000256699		
HGNC:53325	LINC02398	12p12.2	100506393	ENSG00000256287		
HGNC:53326	LINC02399	12q21.33	105369891	ENSG00000257725		
HGNC:53327	LINC02400	12q12	101927038	ENSG00000257784		
HGNC:53328	LINC02401	12q23.3	101929084	ENSG00000257762		
HGNC:53329	LINC02402	12q12	101927058	ENSG00000257510		
HGNC:5333	IBD4	14q11-q12				
HGNC:53330	LINC02403	12q14.1	105369785	ENSG00000257541		
HGNC:53331	LINC02404	12q21.33	105369900	ENSG00000257893		
HGNC:53332	ADCY6-DT	12q13.12	100506125	ENSG00000257660		
HGNC:53333	LINC02405	12q24.32	101927592	ENSG00000249345		
HGNC:53334	LINC02406	12q12	105369730	ENSG00000258144		
HGNC:53336	LNCOG	12q21.2	105369848	ENSG00000257219		
HGNC:53337	LINC02408	12q15	100507175	ENSG00000203585		
HGNC:53338	LINC02409	12q23.1	105369929	ENSG00000257920		
HGNC:53339	LINC02410	12q23.1	105369920	ENSG00000258292		
HGNC:5334	IBD5	5q31-q33				
HGNC:53340	LINC02411	12q24.32	101927637	ENSG00000256022		
HGNC:53341	LINC02412	12q22	102724933	ENSG00000258171		
HGNC:53342	LINC02413	12q22	105369906	ENSG00000257345		
HGNC:53343	LINC02414	12q24.33	105370085	ENSG00000256424		
HGNC:53344	LINC02415	12q24.33	107161159	ENSG00000248703		
HGNC:53345	LINC02416	12q13.11	107984528	ENSG00000257924		
HGNC:53346	TMED2-DT	12q24.31	101927415	ENSG00000247373		
HGNC:53347	LINC02417	12p13.32	101930162	ENSG00000257048		
HGNC:53348	LINC02418	12q24.33	100190940	ENSG00000214039		
HGNC:53349	LINC02419	12q24.33	105370078	ENSG00000256906		
HGNC:5335	IBD6	19p13				
HGNC:53350	LINC02420	12q15	102724433	ENSG00000256172		
HGNC:53351	LINC02421	12q15	101927901	ENSG00000255970		
HGNC:53352	LINC02422	12p11.21	105369723	ENSG00000255760		
HGNC:53353	LINC02423	12q24.23	105370014	ENSG00000256750		
HGNC:53354	LINC02424	12q21.2	105369860	ENSG00000258220		
HGNC:53355	ZNF84-DT	12q24.33	101928597	ENSG00000246394		
HGNC:53356	LINC02425	12q14.3	105369810	ENSG00000256259		
HGNC:53357	LINC02426	12q21.31	101928449	ENSG00000257747		
HGNC:53358	LINC02427	4q35.1	105377585	ENSG00000271538		
HGNC:53359	LINC02428	4q24	101929448	ENSG00000248740		
HGNC:5336	IBGC1	14q				
HGNC:53360	LINC02429	4q13.1	105377247	ENSG00000251266		
HGNC:53361	LINC02430	4q31.23	107986319	ENSG00000250252		
HGNC:53362	LINC02431	4q34.1	100506122	ENSG00000248872		
HGNC:53363	LINC02432	4q31.21	100507639	ENSG00000248810		
HGNC:53364	SMARCAD1-DT	4q22.2	101929210	ENSG00000246541		
HGNC:53365	LINC02434	4q35.2	105377606	ENSG00000248370		
HGNC:53366	LINC02435	4q28.1	107986311	ENSG00000251526		
HGNC:53367	METTL14-DT	4q26	101929741	ENSG00000281731		
HGNC:53368	LINC02436	4q35.1	101928877	ENSG00000250754		
HGNC:53369	LINC02437	4q35.1	107986333	ENSG00000248517		
HGNC:5337	IBM2	9p13.3				
HGNC:53370	LINC02438	4p15.31	107986264	ENSG00000248238		
HGNC:53371	LINC02439	12q24.23	105370016	ENSG00000255814		
HGNC:53372	LINC02440	12q24.23	105370015	ENSG00000255618		
HGNC:53373	LINC02441	12q24.32	105370070	ENSG00000256643		
HGNC:53374	LINC02442	12q15	105369815	ENSG00000256077		
HGNC:53375	LINC02443	12p13.32	101929584	ENSG00000256115		
HGNC:53376	LINC02444	12q21.1	101928137	ENSG00000258123		
HGNC:53377	LINC02445	12q21.1	105369840	ENSG00000257750		
HGNC:53378	LINC02446	12p13.2	101060038	ENSG00000256039		
HGNC:53379	LINC02447	4p16.1	730971	ENSG00000245468		
HGNC:5338	IBM3	17p13.1				
HGNC:53380	LINC02448	12q14.1	105369792	ENSG00000257230		
HGNC:53381	LINC02449	12p13.31	101927905	ENSG00000215241		
HGNC:53382	LINC02450	12q12	105369739	ENSG00000257114		
HGNC:53383	LINC02451	12q12	105369738	ENSG00000257164		
HGNC:53384	LINC02452	12q23.1	105369924	ENSG00000283422		
HGNC:53386	MSRB3-AS1	12q14.3	100507065	ENSG00000250748		
HGNC:53387	LINC02454	12q14.3	105369807	ENSG00000256268		
HGNC:53388	LINC02455	12p13.33	105369597	ENSG00000256672		
HGNC:53389	LINC02456	12q23.2	105369942	ENSG00000283052		
HGNC:5339	IBP1					
HGNC:53391	PITPNM2-AS1	12q24.31	100507091	ENSG00000251497		
HGNC:53392	LINC02453	12q23.1	643770	ENSG00000245017		
HGNC:53393	LINC02457	12q24.22	107984439	ENSG00000258018		
HGNC:53394	LINC02458	12q21.33	728084	ENSG00000246363		
HGNC:53395	LINC02459	12q24.21	105369996	ENSG00000257476		
HGNC:53396	LINC02460	12q24.23	105370013	ENSG00000255714		
HGNC:53397	PPFIA2-AS1	12q21.31	102724663	ENSG00000257467		
HGNC:53398	LINC02461	12q12	105369740	ENSG00000258331		
HGNC:53399	LINC02462	4q28.3	105377434	ENSG00000251291		
HGNC:534	ANXA10	4q32.3	11199	ENSG00000109511	608008	Q9UJ72
HGNC:5340	IBP2					
HGNC:53400	LINC02463	12q24.21	105370004	ENSG00000257683		
HGNC:53401	LINC02464	12q21.2	105369854	ENSG00000257677		
HGNC:53402	LINC02615	4q28.2	100507487	ENSG00000251432		
HGNC:53403	LINC02465	4q28.2	107986313	ENSG00000249618		
HGNC:53404	LINC02467	12q24.32				
HGNC:53405	LINC02466	4q28.2	101927282	ENSG00000246876		
HGNC:53406	LINC02468	12p12.2	105369684	ENSG00000256499		
HGNC:53407	CLEC12A-AS1	12p13.31	400002	ENSG00000231560		
HGNC:53408	LINC02469	4q21.21	105377301	ENSG00000248408		
HGNC:53409	LINC02470	12p13.31	100506159	ENSG00000225231		
HGNC:5341	IBSP	4q22.1	3381	ENSG00000029559	147563	P21815
HGNC:53410	LINC02471	12q12	105369734	ENSG00000223914		
HGNC:53411	LINC02472	4p15.1	105374561	ENSG00000248338		
HGNC:53412	LINC02473	4p15.2	107986266	ENSG00000261121		
HGNC:53414	FAM239A	Xp22.33		ENSG00000234449		
HGNC:53415	FAM239B	Xp22.33		ENSG00000205663		
HGNC:53416	FAM239C	Xp22.33	107987330	ENSG00000205662		
HGNC:53417	LINC02474	1q41		ENSG00000228437		
HGNC:53418	LINC02475	4p13	100506827	ENSG00000251350		
HGNC:53419	LINC02476	7q31.31	105375475	ENSG00000225546		
HGNC:5342	IC1					
HGNC:53420	MRPS30-DT	5p12	100506674	ENSG00000251141		
HGNC:53421	ERVH-8	2q24.3				
HGNC:53422	ERVH-9	3q26.1				
HGNC:53423	ERVH-10	2q24.1				
HGNC:53424	ERVK-32	6q14.1				
HGNC:53425	LINC02477	4q32.1	105377512	ENSG00000249425		
HGNC:53426	C1orf232	1p36.11	110806296	ENSG00000282872		A0A0U1RR37
HGNC:53427	PNMA8C	19q13.32	110806277	ENSG00000277531		A0A1B0GUJ8
HGNC:53428	SPRR5	1q21.3	110806278	ENSG00000283227		A0A1B0GTR4
HGNC:53429	MYOCOS	1q24.3	110806290	ENSG00000283683		A0A1B0GUC4
HGNC:5343	ICA1	7p21.3	3382	ENSG00000003147	147625	Q05084
HGNC:53430	FAM240B	9p13.1	110806297	ENSG00000283329		A0A1B0GVZ2
HGNC:53432	C3orf85	3q13.13	401081	ENSG00000241224		A0A1B0GTC6
HGNC:53433	EXOC1L	4q12	644145	ENSG00000250821		A0A1B0GW35
HGNC:53434	SMIM28	6q24.1	110806279	ENSG00000262543		A0A1B0GU29
HGNC:53435	MBD3L2B	19p13.2	729458	ENSG00000196589		A0A1B0GVZ6
HGNC:53436	CHD9NB	16q12.2	105371267	ENSG00000277639		A0A1B0GV96
HGNC:53437	C17orf113	17q21.2	110806298	ENSG00000267221		A0A1B0GUU1
HGNC:53438	CCDC194	19p13.11	110806280	ENSG00000269720		A0A1B0GVG4
HGNC:53439	GNG14	19p13.13	105372280	ENSG00000283980		A0A1W2PPG7
HGNC:5344	ICAM1	19p13.2	3383	ENSG00000090339	147840	P05362
HGNC:53440	CTXND2	1q21.3	100996521	ENSG00000283324		A0A1B0GV90
HGNC:53441	CCDC195	2q36.2	110806281	ENSG00000283428		A0A1B0GUA6
HGNC:53442	MDFIC2	3p13	107986096	ENSG00000242120		A0A1B0GVS7
HGNC:53443	IQCM	4q31.23	285423	ENSG00000234828		A0A1B0GVH7
HGNC:53444	UPK3BL2	7q22.1	107983993	ENSG00000284981		E5RIL1
HGNC:53445	SOD2-OT1	6q25.3	100129518	ENSG00000285427		
HGNC:53446	LINC02478	2q24.2	100505984			
HGNC:53447	AFF1-AS1	4q21.3	100506746			
HGNC:53448	PAX6-AS1	11p13	440034			
HGNC:53449	ETDA	Xq26.3	101928677	ENSG00000238210		Q3ZM63
HGNC:5345	ICAM2	17q23.3	3384	ENSG00000108622	146630	P13598
HGNC:53450	ETDC	Xq26.3	110806299	ENSG00000283644		A0A1B0GVM5
HGNC:53451	P3R3URF	1p34.1	110117498	ENSG00000250719		A0A087WWA1
HGNC:53452	SMIM47	19q13.33	105372440	ENSG00000261341		D0EPY3
HGNC:53453	LINC02479	4q28.3	105377420	ENSG00000251326		
HGNC:53454	LINC02480	4q12	105377652	ENSG00000251040		
HGNC:53455	SMIM14-DT	4p14	105374419	ENSG00000255458		
HGNC:53456	TENM3-AS2	4q34.3	105377573	ENSG00000251336		
HGNC:53457	LINC02483	4q21.1	441025	ENSG00000251383		
HGNC:53458	LINC02482	4p16.1	105374366	ENSG00000251580		
HGNC:53459	LINC02484	4p15.1	105374394	ENSG00000248685		
HGNC:5346	ICAM3	19p13.2	3385	ENSG00000076662	146631	P32942
HGNC:53460	LINC02485	4q28.3	105377439	ENSG00000248456		
HGNC:53461	GASAL1	8q22.3	401472	ENSG00000253669		
HGNC:53462	PDYN-AS1	20p13	727993	ENSG00000233896		
HGNC:53463	G2E3-AS1	14q12	105370431	ENSG00000257636		
HGNC:53464	DDN-AS1	12q13.12	105369758	ENSG00000257913		
HGNC:53465	SPRY4-AS1	5q31.3	101926941	ENSG00000231185		
HGNC:53466	LINC02487	6q27	441178	ENSG00000203688		
HGNC:53467	LINC02488	5q14.3		ENSG00000249362		
HGNC:53468	STK32A-AS1	5q32	105378217	ENSG00000250343		
HGNC:53469	CERNA3	8q12.1	105375847	ENSG00000253603		
HGNC:5347	ICAM4	19p13.2	3386	ENSG00000105371	614088	Q14773
HGNC:53470	LINC02489	11p11.2	101928919	ENSG00000255007		
HGNC:53471	LINC02490	15q21.3	105370822	ENSG00000259237		
HGNC:53473	LIF-AS1	22q12.2		ENSG00000232530		
HGNC:53474	FLNC-AS1	7q32.1		ENSG00000242902		
HGNC:53475	LINC02491	4q31.21	105377467			
HGNC:53476	LINC02492	4q35.2	100506272	ENSG00000250590		
HGNC:53477	LINC02493	4p15.32	101929123	ENSG00000250819		
HGNC:53479	LINC02494	4q13.1	105377671	ENSG00000250340		
HGNC:5348	ICAM5	19p13.2	7087	ENSG00000105376	601852	Q9UMF0
HGNC:53480	LINC02496	4q13.1	105377248	ENSG00000249066		
HGNC:53481	SNHG27	4q28.3	101927305	ENSG00000251676		
HGNC:53482	LINC02497	4p15.1	102723778	ENSG00000251182		
HGNC:53483	LINC02498	4p16.1	102723525	ENSG00000283083		
HGNC:53484	LINC02499	4q13.3	728040	ENSG00000250436		
HGNC:53487	LINC02964	8q24.13	105375746	ENSG00000286122		
HGNC:53488	LINC02500	4q34.3	101928679	ENSG00000249460		
HGNC:53489	LINC02501	4p15.1	105374565	ENSG00000249882		
HGNC:5349	ICCA	16p12-q12				
HGNC:53491	LINC02502	4q27	100996694	ENSG00000250392		
HGNC:53492	LINC02503	4q24	105377349	ENSG00000249614		
HGNC:53493	LINC02504	4q34.1	101928288	ENSG00000248339		
HGNC:53494	LINC02505	4p14	105374400	ENSG00000248215		
HGNC:53495	LINC02506	4p15.1	102723828	ENSG00000251129		
HGNC:53496	LINC02507	4q31.23	105377477	ENSG00000251688		
HGNC:53497	LINC02508	4q35.2	105377610	ENSG00000251619		
HGNC:53498	LINC02509	4q34.3	105377556	ENSG00000250263		
HGNC:53499	LINC02510	4q28.3	729307	ENSG00000250341		
HGNC:535	ANXA11	10q22.3	311	ENSG00000122359	602572	P50995
HGNC:5350	ICMT	1p36.31	23463	ENSG00000116237	605851	O60725
HGNC:53500	LINC02511	4q28.3	105377441	ENSG00000248869		
HGNC:53501	LINC02512	4q33	107986241	ENSG00000251061		
HGNC:53502	LINC02513	4p14	105374410	ENSG00000248227		
HGNC:53503	LINC02514	4q35.2	105377602	ENSG00000250042		
HGNC:53504	LINC02515	4q35.2	102723920	ENSG00000250620		
HGNC:53505	LINC02516	4q28.1	101927087	ENSG00000261083		
HGNC:53506	LINC02517	4p16.1	105374374	ENSG00000249145		
HGNC:53508	TAB2-AS1	6q25.1	105378049	ENSG00000225924		
HGNC:53509	LINC02518	6q21	105377957	ENSG00000232316		
HGNC:5351	ICOS	2q33.2	29851	ENSG00000163600	604558	Q9Y6W8
HGNC:53510	LINC02519	6q27	105378147	ENSG00000226194		
HGNC:53511	LINC02520	6p21.2	100505530	ENSG00000204110		
HGNC:53512	RUNX2-AS1	6p21.1	105375077	ENSG00000261080		
HGNC:53514	RNA45SN1	21p11.2	106631777			
HGNC:53515	RNA18SN1	21p11.2	106631781			
HGNC:53516	RNA28SN1	21p11.2	106632264			
HGNC:53517	RNA5-8SN1	21p11.2	106632260			
HGNC:53518	RNA45SN2	21p11.2	109864279			
HGNC:53519	RNA18SN2	21p11.2	109864280			
HGNC:5352	ICR1	reserved				
HGNC:53520	RNA28SN2	21p11.2	109864282			
HGNC:53521	RNA5-8SN2	21p11.2	109864281			
HGNC:53522	RNA45SN3	21p11.2	109910379			
HGNC:53523	RNA18SN3	21p11.2	109910380			
HGNC:53524	RNA28SN3	21p11.2	109910382			
HGNC:53525	RNA5-8SN3	21p11.2	109910381			
HGNC:53526	RNA45SN4	22 unplaced	109864271			
HGNC:53527	RNA28SN4	22 unplaced	109864272			
HGNC:53528	RNA18SN4	22 unplaced	109864273			
HGNC:53529	RNA5-8SN4	22 unplaced	109864274			
HGNC:5353	ICR2B	2q33-q35				
HGNC:53530	RNA45SN5	unplaced	100861532			
HGNC:53531	RNA18SN5	unplaced	100008588			
HGNC:53532	RNA28SN5	unplaced	100008589			
HGNC:53533	RNA5-8SN5	unplaced	100008587			
HGNC:53534	RNA18SP3	22 unplaced	109864277			
HGNC:53535	RNA18SP4	22 unplaced	109864275			
HGNC:53536	RNA5-8SP8	22	109864278			
HGNC:53537	RNA5-8SP9	22	109864276			
HGNC:53539	MIR548A1HG	6p22.3	105374956	ENSG00000283408		
HGNC:5354	ICR3	reserved				
HGNC:53541	LINC02522	6p24.3	101928106	ENSG00000231056		
HGNC:53542	LINC02523	6q22.31	643623	ENSG00000224506		
HGNC:53544	LINC02524	6q23.3	105378013	ENSG00000233534		
HGNC:53545	LINC02525	6p25.2	100507194	ENSG00000230269		
HGNC:53546	SYPL1P1	3q25.2	100130011	ENSG00000243154		
HGNC:53547	SYPL1P2	17q11.1	100132972	ENSG00000265683		
HGNC:53549	LINC02532	6q21	100422737	ENSG00000235142		
HGNC:5355	ICR4	reserved				
HGNC:53550	LINC02526	6q21	105377926	ENSG00000229654		
HGNC:53553	LINC02527	6q21	105377946	ENSG00000227012		
HGNC:53554	SIMALR	6q23.3	105378020	ENSG00000226004		
HGNC:53555	LINC02529	6q25.3	102724053	ENSG00000234777		
HGNC:53556	LINC02530	6p24.1	101928309	ENSG00000234015		
HGNC:53557	LINC02531	6q16.1	107986533	ENSG00000220908		
HGNC:53558	RNA18SP5	21p11.2	109910383			
HGNC:53559	RNA5-8SP10	21p11.2	109910384			
HGNC:5356	ICR5	reserved				
HGNC:53560	LINC02521	6p25.2	105374885	ENSG00000228718		
HGNC:53563	BOLA2-SMG1P6	16p11.2	107282092	ENSG00000261740		
HGNC:53564	ZNF475	5q23.2	100505841	ENSG00000250803		A0A1B0GTH9
HGNC:53566	LINC02533	6p25.1	105374895	ENSG00000260239		
HGNC:53567	LINC02534	6q22.1	105377962	ENSG00000228777		
HGNC:53569	LINC02535	6q14.3	101928820	ENSG00000234155		
HGNC:5357	ICS1	6p21.3				
HGNC:53570	LINC02536	6q22.33	105377997	ENSG00000281248		
HGNC:53571	LINC02538	6q27	401286	ENSG00000272549		
HGNC:53572	LINC02539	6q23.3	100507406	ENSG00000234956		
HGNC:53573	LINC02540	6q14.1	105377860	ENSG00000236635		
HGNC:53574	LINC02541	6q21	101927686	ENSG00000230943		
HGNC:53576	LINC02542	6q14.1	102724168	ENSG00000226453		
HGNC:53577	LINC02543	6p22.3	101928406	ENSG00000232947		
HGNC:53578	LINC02544	6q27	101929504	ENSG00000261039		
HGNC:5358	IRF8	16q24.1	3394	ENSG00000140968	601565	Q02556
HGNC:53580	LINC02545	11p15.2	105376561	ENSG00000254930		
HGNC:53581	LINC02546	11p14.1	105376606	ENSG00000255117		
HGNC:53582	LINC02547	11p15.3	105376554	ENSG00000254486		
HGNC:53583	LINC02548	11p15.3-p15.2	105376562	ENSG00000255411		
HGNC:53584	LINC02549	6q12	101928280	ENSG00000226497		
HGNC:53585	LINC02550	11q23.1	105369490	ENSG00000271584		
HGNC:53586	LINC02551	11q24.3	100507431	ENSG00000254842		
HGNC:53587	LINC02552	11q22.3	102723895	ENSG00000256422		
HGNC:53588	LINC02553	11q21	105369449	ENSG00000255039		
HGNC:53589	FLICR	Xp11.23	110437700	ENSG00000286181		
HGNC:5359	MRPL58	17q25.1	3396	ENSG00000167862	603000	Q14197
HGNC:53590	PINCR	Xp11.3	101927501	ENSG00000224294		
HGNC:53592	CNNM3-DT	2q11.2	100506036	ENSG00000273265		
HGNC:53593	LINC02555	12q12		ENSG00000260943		
HGNC:53594	LINC02554	22q12.1	100507657	ENSG00000226741		
HGNC:53595	LINC02556	22q11.23	102724679	ENSG00000236611		
HGNC:53596	LINC02557	22q11.23	105372955	ENSG00000225413		
HGNC:53597	LINC02558	22q12.3	105372999	ENSG00000230866		
HGNC:53598	LINC02559	22q12.1	105372972	ENSG00000236464		
HGNC:53599	GPRC5D-AS1	12p13.1		ENSG00000247498		
HGNC:536	ANXA13	8q24.13	312	ENSG00000104537	602573	P27216
HGNC:5360	ID1	20q11.21	3397	ENSG00000125968	600349	P41134
HGNC:53600	LINC02560	19q13.43		ENSG00000268307		
HGNC:53601	LINC02561	10p15.1		ENSG00000224034		
HGNC:53602	LINC02562	4q13.3		ENSG00000260265		
HGNC:53604	LINC02564	18p11.32	102724130	ENSG00000262352		
HGNC:53605	LINC02565	18q21.31	105372138	ENSG00000267726		
HGNC:53606	LINC02566	12p12.1		ENSG00000115934		
HGNC:53609	LINC02567	1p31.1		ENSG00000237552		
HGNC:5361	ID2	2p25.1	3398	ENSG00000115738	600386	Q02363
HGNC:53610	KAZN-AS1	1p36.21		ENSG00000234593		
HGNC:53611	EEF1AKMT4	3q27.1	110599564	ENSG00000284753		P0DPD7
HGNC:53612	BMF-AS1	15q15.1		ENSG00000259409		
HGNC:53615	EEF1AKMT4-ECE2	3q27.1	110599583	ENSG00000284917		P0DPD8
HGNC:53616	RNU1-151P	1q21.1	110806291	ENSG00000201142		
HGNC:53618	C5-OT1	9q33.2	110599590			
HGNC:53619	ASDURF	2q32	110599588	ENSG00000286053	619740	L0R819
HGNC:5362	ID3	1p36.12	3399	ENSG00000117318	600277	Q02535
HGNC:53620	CHAER1	4q12	105377667	ENSG00000288944		
HGNC:53622	NARF-AS1	17q25.3		ENSG00000266445		
HGNC:53623	SLC25A34-AS1	1p36.21		ENSG00000224459		
HGNC:53625	RNU1-152P	6p21.32	107521952			
HGNC:53626	MAL2-AS1	8q24.12	105375726	ENSG00000253972		
HGNC:53627	ERVK9-12	6p22.1	105375011			
HGNC:53628	ABCF1-DT	6p21.33	107986587			
HGNC:53629	IER3-AS1	6p21.33	105379695	ENSG00000272273		
HGNC:5363	ID4	6p22.3	3400	ENSG00000172201	600581	P47928
HGNC:53630	LINC02571	6p21.33	105375015	ENSG00000256166		
HGNC:53631	MICA-AS1	6p21.33	101929072			
HGNC:53632	MICB-DT	6p21.33	102725068	ENSG00000286940		
HGNC:53634	LINC02572	2q21.1	105373615	ENSG00000229536		
HGNC:53635	TPM1-AS	15q22.2	111064646	ENSG00000259498		
HGNC:53636	RBM15-AS1	1p13.3	440600	ENSG00000227963		
HGNC:53637	CSNK2A2IP	3p11.1	111064647	ENSG00000283434		A0A1B0GTH6
HGNC:53638	REELD1	4q31.22	345051	ENSG00000250673		A0A1B0GV85
HGNC:53639	TMEM271	4p16.3	112441426	ENSG00000273238		A0A286YF58
HGNC:5364	IDDM10	10p11-q11				
HGNC:53640	SMIM32	5q31.1	389332	ENSG00000271824		A0A1B0GUA5
HGNC:53641	TCAF2C	7q35	100533814	ENSG00000283528		
HGNC:53642	PRRT1B	9q34.13	642515	ENSG00000283526		A0A1B0GWB2
HGNC:53643	TEX52	12p13.33	101929469	ENSG00000283297		A6NCN8
HGNC:53644	MARCOL	5q32	105378220	ENSG00000248109		A0A1B0GUY1
HGNC:53645	SMIM33	5q31.2	111064649	ENSG00000283288		A0A1B0GW64
HGNC:53646	TMDD1	12q13.13	112163659	ENSG00000284730		P0DPE3
HGNC:53647	CIROP	14q11.2	100128908	ENSG00000283654	619703	A0A1B0GTW7
HGNC:53648	TLE7	16q22.2	102723796	ENSG00000260734		A0A1W2PR48
HGNC:53649	PMIS2	19q13.12	111216276	ENSG00000283758		A0A1W2PS18
HGNC:5365	IDDM11	14q24.3-q31				
HGNC:53650	SMIM34B	21p11.2				
HGNC:53651	SPEM3	17p13.1	107983988	ENSG00000283439		A0A1B0GUW6
HGNC:53652	B3GALT9	9q33.2	100288842	ENSG00000214654	620239	A8MXE2
HGNC:53653	C19orf85	19q13.42	111064650	ENSG00000283567		A0A1B0GUS0
HGNC:53654	SMIM36	17q22	101927367	ENSG00000261873		A0A1B0GVT2
HGNC:53655	TEX53	9q32	105376230	ENSG00000230054		A0A1B0GU33
HGNC:53656	EMICERI	9p21.2		ENSG00000285103		
HGNC:53657	CASP4LP	11q22.3	643733	ENSG00000235505		
HGNC:53658	PPIAP34	1p36.12	101060363	ENSG00000234397		
HGNC:53659	PPIAP35	1p34.1	128192	ENSG00000232369		
HGNC:5366	IDDM12	2q33				
HGNC:53660	PPIAP36	1p34.1	111082961	ENSG00000236872		
HGNC:53661	PPIAP37	1q23.3	111082976	ENSG00000226003		
HGNC:53662	PPIAP38	10q25.1		ENSG00000233477		
HGNC:53663	PPIAP39	10q25.3	111082963	ENSG00000230018		
HGNC:53664	PPIAP40	11p15.4	107984349	ENSG00000230593		
HGNC:53665	PPIAP41	11p11.2	111082977	ENSG00000254463		
HGNC:53666	PPIAP42	11q12.1	100507231	ENSG00000213592		
HGNC:53667	PPIAP43	11q22.1	440063	ENSG00000255059		
HGNC:53668	PPIAP44	12p11.21	111082964	ENSG00000258118		
HGNC:53669	PPIAP45	12q13.11	100506099	ENSG00000258116		
HGNC:5367	IDDM13	2q34				
HGNC:53670	PPIAP46	15q24.1	729739	ENSG00000260266		
HGNC:53671	PPIAP47	15q24.2	391532	ENSG00000260815		
HGNC:53672	PPIAP48	16q21	111082978	ENSG00000260187		
HGNC:53673	PPIAP49	16q23.1	111082973	ENSG00000260471		
HGNC:53674	PPIAP50	16q23.1		ENSG00000261330		
HGNC:53675	PPIAP51	16q23.2	729313	ENSG00000260229		
HGNC:53676	PPIAP52	17p13.1	111082965	ENSG00000270606		
HGNC:53677	PPIAP53	17p12	649873	ENSG00000223878		
HGNC:53678	PPIAP54	17q21.2	390791	ENSG00000264655		
HGNC:53679	PPIAP55	17q23.3	342541	ENSG00000228979		
HGNC:5368	IDDM14	2q34-q35				
HGNC:53680	PPIAP56	18p11.21	101927689	ENSG00000267663		
HGNC:53681	PPIAP57	18q11.2		ENSG00000266809		
HGNC:53682	PPIAP58	19q12	126170	ENSG00000267258		
HGNC:53683	PPIAP59	19q13.41	390956	ENSG00000228674		
HGNC:53684	PPIAP60	2p25.1	107985791	ENSG00000226961		
HGNC:53685	PPIAP61	2p24.1	112268435			
HGNC:53686	PPIAP62	2p16.3	101928610	ENSG00000226473		
HGNC:53687	PPIAP63	2p16.1	111082966	ENSG00000231570		
HGNC:53688	PPIAP64	2p14	100287361	ENSG00000236259		
HGNC:53689	PPIAP65	2q21.1	111082980	ENSG00000233428		
HGNC:5369	IDDM15	6q21				
HGNC:53690	PPIAP66	2q31.1	643997	ENSG00000226131		
HGNC:53691	PPIAP67	2q31.1	111082981	ENSG00000237260		
HGNC:53692	PPIAP68	2q33.3	111082967	ENSG00000213739		
HGNC:53693	PPIAP69	3p21.2	111082982	ENSG00000228337		
HGNC:53694	PPIAP70	3p14.2	100506946	ENSG00000232407		
HGNC:53695	PPIAP71	3p14.2	107986014	ENSG00000244183		
HGNC:53696	PPIAP72	3q22.3	256374	ENSG00000174715		
HGNC:53697	PPIAP73	3q25.1	391587	ENSG00000182000		
HGNC:53698	PPIAP74	3q26.1	131055	ENSG00000220343		
HGNC:53699	PPIAP75	3q26.32		ENSG00000271131		
HGNC:537	ANXA2	15q22.2	302	ENSG00000182718	151740	P07355
HGNC:5370	IDDM16	14q32.32-q32.33				
HGNC:53700	PPIAP76	4q28.1		ENSG00000250484		
HGNC:53701	PPIAP77	5p12	402213	ENSG00000249092		
HGNC:53702	PPIAP78	5q12.3	202227	ENSG00000234838		
HGNC:53703	PPIAP79	5q14.3	100289244	ENSG00000214853		
HGNC:53704	PPIAP80	7p15.1	402644	ENSG00000174495		
HGNC:53705	PPIAP81	7q11.23	107986732	ENSG00000213548		
HGNC:53706	PPIAP82	7q22.1	442713	ENSG00000213455		
HGNC:53707	PPIAP83	7q35	111082969	ENSG00000242978		
HGNC:53708	PPIAP84	8p12		ENSG00000254152		
HGNC:53709	PPIAP85	8q12.1		ENSG00000254103		
HGNC:5371	IDDM17	10q25				
HGNC:53710	PPIAP86	8q13.1		ENSG00000213873		
